State,First / Middle Name,Last Name,Year,Office,Party,Result
Alabama,Sally M.,Hadnott,1970,Secretary of State,(ND),lost
Alabama,Albert,Hall,2002,22nd House District,(D),won
Alabama,Albert,Hall,2006,22nd House District,(D),won
Alabama,Laura,Hall,2002,19th House District,(D),won
Alabama,Laura,Hall,2006,19th House District,(D),won
Alabama,Laura,Hall,2010,19th House District,(D),won
Alabama,Laura,Hall,2014,19th House District,(D),won
Alabama,Laura,Hall,2018,19th House District,(D),won
Alabama,Susan Pace,Hamill,2010,63rd House District,(D),won
Alabama,Seth,Hammett,2002,92nd House District,(D),won
Alabama,Seth,Hammett,2006,92nd House District,(D),won
Alabama,Micky,Hammon,2002,4th House District,(R),won
Alabama,Micky,Hammon,2006,4th House District,(R),won
Alabama,Micky,Hammon,2010,4th House District,(R),won
Alabama,Micky,Hammon,2014,4 House District,(R),won
Alabama,David,Hammonds,2002,8th Senate District,(R),lost
Alabama,Perry,Hand,1990,Secretary of State,(R),lost
Alabama,James T. 'Tommy',Hanes Jr.,2014,23rd House District,(R),won
Alabama,James T. 'Tommy',Hanes Jr.,2018,23rd House District,(R),won
Alabama,Cathy,Hansberry,2002,4th House District,(D),lost
Alabama,Quinton,Hanson,2002,1st Senate District,(R),lost
Alabama,Quinton,Hanson,2010,1st House District,(R),lost
Alabama,Corey,Harbison,2014,12th House District,(R),won
Alabama,Corey,Harbison,2018,12th House District,(R),won
Alabama,Alan,Harper,2006,61st House District,(D),won
Alabama,Alan,Harper,2010,61st House District,(D),won
Alabama,Alan,Harper,2014,61st House District,(R),won
Alabama,Jerry,Hartin,2010,90th House District,(R),lost
Alabama,Kirk,Hatcher,2018,78th House District,(D),won
Alabama,Gerald 'Jerry',Hawkins,2002,27th House District,(R),lost
Alabama,John H.,Hawkins,2002,47th House District,(R),won
Alabama,Mark,Hayden,2002,25th Senate District,(L),lost
Alabama,Isaiah 'Diddy',Hayes III,1970,Lieutenant Governor,(ND),lost
Alabama,Gary,Head,2014,83rd House District,(R),lost
Alabama,Ronnie,Helms,2010,93rd House District,(D),won
Alabama,,Helms,2006,29th Senate District,(D),lost
Alabama,J. Luther,Hendrix,2002,24th House District,(D),lost
Alabama,Ed,Henry,2010,9th House District,(R),won
Alabama,Ed,Henry,2014,9th House District,(R),won
Alabama,,Hethcox,2006,11th Senate District,(R),lost
Alabama,Walton,Hickman,2014,90th House District,(D),lost
Alabama,Bill,Hightower,2014,35th Senate District,(R),won
Alabama,Jerry,Hill,2010,5th House District,(I),lost
Alabama,Jim,Hill,2014,50th House District,(R),won
Alabama,Jim,Hill,2018,50th House District,(R),won
Alabama,Mike,Hill,2002,41st House District,(R),won
Alabama,Mike,Hill,2006,41st House District,(R),won
Alabama,Mike,Hill,2010,41st House District,(R),won
Alabama,Mike,Hill,2014,41st House District,(R),won
Alabama,Stephen,Hill,2002,70th House District,(R),lost
Alabama,,Hilliard,2006,60th House District,(D),won
Alabama,Randy,Hinshaw,2002,21st House District,(D),won
Alabama,Randy,Hinshaw,2006,21st House District,(D),won
Alabama,Randy,Hinshaw,2010,21st House District,(D),lost
Alabama,Michael,Holden,2018,83rd House District,(R),lost
Alabama,Jimmy W.,Holley,2002,31st Senate District,(D),won
Alabama,Jimmy W.,Holley,2006,31st Senate District,(D),won
Alabama,Jimmy W.,Holley,2010,31st Senate District,(R),won
Alabama,Jimmy W.,Holley,2014,31st Senate District,(R),won
Alabama,Jimmy W.,Holley,2018,31st Senate District,(R),won
Alabama,Rolanda,Hollis,2018,58th House District,(D),won
Alabama,Alvin,Holmes,2002,78th House District,(D),won
Alabama,Alvin,Holmes,2006,78th House District,(D),won
Alabama,Alvin,Holmes,2010,78th House District,(D),won
Alabama,Alvin,Holmes,2014,78th House District,(D),won
Alabama,Mike,Holmes,2014,31st House District,(R),won
Alabama,Mike,Holmes,2018,31st House District,(R),won
Alabama,Tom,Holmes,2018,35th Senate District,(D),lost
Alabama,Bill,Holtzclaw,2010,2nd Senate District,(R),won
Alabama,Bill,Holtzclaw,2014,2nd Senate District,(R),won
Alabama,Christopher,Horn,2014,53rd House District,(R),lost
Alabama,Maurice,Horsey,2018,96th House District,(D),lost
Alabama,Pamela,Howard,2018,40th House District,(D),lost
Alabama,Ralph Anthony,Howard,2006,72nd House District,(D),won
Alabama,Ralph Anthony,Howard,2010,72nd House District,(D),won
Alabama,Ralph Anthony,Howard,2014,72nd House District,(D),won
Alabama,Ralph Anthony,Howard,2018,72nd House District,(D),won
Alabama,Wes,Howell,2002,91st House District,(R),lost
Alabama,Joseph Lister,Hubbard Jr.,2010,73rd House District,(D),won
Alabama,Joseph Lister,Hubbard Jr.,2014,Attorney General,(D),lost
Alabama,Mike,Hubbard,2002,79th House District,(R),won
Alabama,Mike,Hubbard,2006,79th House District,(R),won
Alabama,Mike,Hubbard,2010,79th House District,(R),won
Alabama,Mike,Hubbard,2014,79th House District,(R),won
Alabama,Paul,Hubbert,1990,Governor,(D),lost
Alabama,Ozelle,Hubert,2010,65th House District,(I),lost
Alabama,T.E.,Hudson,2010,17th Senate District,(D),lost
Alabama,Maude G.,Hulcher,2002,Agriculture Commissioner,(L),lost
Alabama,Bobby,Humphyres,2002,15th House District,(R),won
Alabama,Guy,Hunt,2002,4th Senate District,(R),lost
Alabama,H. Guy,Hunt,1978,Governor,(R),lost
Alabama,H. Guy,Hunt,1986,Governor,(R),won
Alabama,H. Guy,Hunt,1990,Governor,(R),won
Alabama,Mary Scott,Hunter,2010,Board of Education - District 8,(R),won
Alabama,Steve,Hurst,2002,35th House District,(D),won
Alabama,Steve,Hurst,2006,35th House District,(D),won
Alabama,Steve,Hurst,2010,35th House District,(D),won
Alabama,Steve,Hurst,2014,35th House District,(R),won
Alabama,Steve,Hurst,2018,35th House District,(R),won
Alabama,Mickey A.,Hutto,2002,87th House District,(D),lost
Alabama,Tommy,Hyche,2018,61st House District,(D),lost
Alabama,Reed,Ingram,2014,75th House District,(R),won
Alabama,Reed,Ingram,2018,75th House District,(R),won
Alabama,,Ingram,2006,13th Senate District,(R),lost
Alabama,,Ingram,2006,9th Senate District,(R),lost
Alabama,Tammy,Irons,2006,1st House District,(D),won
Alabama,Tammy,Irons,2010,1st Senate District,(D),won
Alabama,,Irvin,2006,80th House District,(R),lost
Alabama,Gil,Isbell,2018,28th House District,(R),won
Alabama,Jamie,Ison,2002,101st House District,(R),won
Alabama,Jamie,Ison,2006,101st House District,(R),won
Alabama,Jamie,Ison,2010,101st House District,(R),won
Alabama,Kay Ellen,Ivey,2002,Treasurer,(R),won
Alabama,Kay Ellen,Ivey,2006,Treasurer,(R),won
Alabama,Kay Ellen,Ivey,2010,Lieutenant Governor,(R),won
Alabama,Kay Ellen,Ivey,2014,Lieutenant Governor,(R),won
Alabama,Kay Ellen,Ivey,2018,Governor,(R),won
Alabama,Billy,Jackson,2018,8th House District,(D),lost
Alabama,Thomas E. 'Action',Jackson,2002,68th House District,(D),won
Alabama,Thomas E. 'Action',Jackson,2006,68th House District,(D),won
Alabama,Thomas E. 'Action',Jackson,2010,68th House District,(D),won
Alabama,Thomas E. 'Action',Jackson,2014,68th House District,(D),won
Alabama,Thomas E. 'Action',Jackson,2018,68th House District,(D),won
Alabama,Jack,Jacobs,2018,73rd House District,(D),lost
Alabama,Jeremy,Jeffcoat,2018,81st House District,(D),lost
Alabama,John,Jackson,1982,Governor,(ND),lost
Alabama,,Jackson,1958,Governor,(I),lost
Alabama,Forrest H. 'Fob',James Jr.,1978,Governor,(D),won
Alabama,Forrest H. 'Fob',James Jr.,1994,Governor,(R),won
Alabama,Forrest H. 'Fob',James Jr.,1998,Governor,(R),lost
Alabama,Charles W.,Johnson,2002,79th House District,(L),lost
Alabama,D.J.,Johnson,2018,26th Senate District,(R),lost
Alabama,Gary,Johnson,2002,102nd House District,(D),lost
Alabama,Gary,Johnson,2006,102nd House District,(D),lost
Alabama,Jeffrey A.,Johnson,2002,10th House District,(L),lost
Alabama,Ken,Johnson,2010,7th House District,(R),won
Alabama,Ken,Johnson,2014,7th House District,(R),won
Alabama,Ronald,Johnson,2002,33rd House District,(R),won
Alabama,Ronald,Johnson,2006,33rd House District,(R),won
Alabama,Ronald,Johnson,2010,33rd House District,(R),won
Alabama,Ronald,Johnson,2014,33rd House District,(R),won
Alabama,Ronald,Johnson,2018,33rd House District,(R),won
Alabama,Veronica,Johnson,2018,51st House District,(D),lost
Alabama,Wayne,Johnson,2010,22nd House District,(R),won
Alabama,Fred,Joly,2014,3rd House District,(R),lost
Alabama,Andrew,Jones,2018,10th Senate District,(R),won
Alabama,Bill,Jones,2018,27th House District,(D),lost
Alabama,C. Terry,Jones,2014,21st House District,(D),lost
Alabama,C. Terry,Jones,2018,21st House District,(D),lost
Alabama,Heath,Jones,2014,39th House District,(R),lost
Alabama,,Jones,2006,33rd Senate District,(R),lost
Alabama,Mike,Jones Jr.,2010,92nd House District,(R),lost
Alabama,Mike,Jones Jr.,2014,92nd House District,(R),won
Alabama,Mike,Jones Jr.,2018,92nd House District,(R),won
Alabama,Sam,Jones,2018,99th House District,(D),won
Alabama,Miranda Karrine,Joseph,2010,Auditor,(D),lost
Alabama,Miranda Karrine,Joseph,2014,Auditor,(D),lost
Alabama,Miranda Karrine,Joseph,2018,Auditor,(D),lost
Alabama,Danny B.,Joyner,2010,22nd Senate District,(R),lost
Alabama,Marc,Keahey,2006,65th House District,(D),won
Alabama,Marc,Keahey,2010,22nd Senate District,(D),won
Alabama,Guy,Kelly,2014,37th House District,(I),lost
Alabama,Yvonne,Kennedy,2002,97th House District,(D),won
Alabama,Yvonne,Kennedy,2006,97th House District,(D),won
Alabama,Yvonne,Kennedy,2010,97th House District,(D),won
Alabama,Jimmy,Kiel,2018,18th House District,(R),won
Alabama,J.B.,King,2018,10th House District,(D),lost
Alabama,Jay,King,2010,74th House District,(I),lost
Alabama,Troy,King,2006,Attorney General,(R),won
Alabama,Kristy,Kirkland,2018,86th House District,(D),lost
Alabama,Wes,Kitchens,2018,27th House District,(R),won
Alabama,Mary Wynne,Kling,2018,79th House District,(D),lost
Alabama,Henry,Klingler,1982,Governor,(L),lost
Alabama,Steven,Kneussle,2010,62nd House District,(C),lost
Alabama,John,Knight,2002,77th House District,(D),won
Alabama,John,Knight,2006,77th House District,(D),won
Alabama,John,Knight,2010,77th House District,(D),won
Alabama,John,Knight,2014,77th House District,(D),won
Alabama,Richard,Laird,2002,37th House District,(D),won
Alabama,Richard,Laird,2006,37th House District,(D),won
Alabama,Richard,Laird,2010,37th House District,(D),won
Alabama,Kelvin J.,Lawrence,2014,69th House District,(D),won
Alabama,Kelvin J.,Lawrence,2018,69th House District,(D),won
Alabama,Allen,Layson,2002,61st House District,(D),won
Alabama,Nathaniel,Ledbetter,2010,24th House District,(D),lost
Alabama,Nathaniel,Ledbetter,2014,24th House District,(R),won
Alabama,Nathaniel,Ledbetter,2018,24th House District,(R),won
Alabama,Curt,Lee,2002,5th Senate District,(R),won
Alabama,Paul,Lee,2010,86th House District,(R),lost
Alabama,Paul,Lee,2014,86th House District,(R),won
Alabama,Paul,Lee,2018,86th House District,(R),won
Alabama,Betty,Letlow,2010,Board of Education - District 2,(D),lost
Alabama,Jody,Letson,2010,7th House District,(D),lost
Alabama,Jody,Letson,2014,7th House District,(D),lost
Alabama,John,Letson,2002,7th House District,(D),won
Alabama,John,Letson,2006,7th House District,(D),won
Alabama,Johnny,Letson,2002,2nd House District,(L),lost
Alabama,Rickey,Levins,2014,56th House District,(I),lost
Alabama,Bobby,Lewis,2014,85th House District,(R),lost
Alabama,Will,Lewis,1990,Auditor,(R),lost
Alabama,,Lewis,2006,86th House District,(R),won
Alabama,Pat,Lindsey,2002,22nd Senate District,(D),won
Alabama,Pat,Lindsey,2006,22nd Senate District,(D),won
Alabama,Richard J.,Lindsey,2002,39th House District,(D),won
Alabama,Richard J.,Lindsey,2006,39th House District,(D),won
Alabama,Richard J.,Lindsey,2010,39th House District,(D),won
Alabama,Richard J.,Lindsey,2014,39th House District,(D),won
Alabama,Albert,Lipscomb,2006,Agriculture Commissioner,(R),lost
Alabama,B. Craig,Lipscomb,2018,30th House District,(R),won
Alabama,Benjamin L.,Little,2002,32nd House District,(R),lost
Alabama,Benjamin L.,Little,2006,32nd House District,(R),lost
Alabama,T.D. 'Ted',Little,2002,27th Senate District,(D),won
Alabama,T.D. 'Ted',Little,2006,27th Senate District,(D),won
Alabama,T.D. 'Ted',Little,2010,27th Senate District,(D),lost
Alabama,Zebulon,Little,2002,4th Senate District,(D),won
Alabama,Zebulon,Little,2006,4th Senate District,(D),won
Alabama,Zebulon,Little,2010,4th Senate District,(D),lost
Alabama,Steve,Livingston,2014,8th Senate District,(R),won
Alabama,Steve,Livingston,2018,8th Senate District,(R),won
Alabama,James,Lloyd,2018,32nd House District,(R),lost
Alabama,Huey P.,Long,2010,38th House District,(D),lost
Alabama,Wes,Long,2010,27th House District,(R),won
Alabama,William L.,Longshore,1958,Governor,(R),lost
Alabama,Beverly Ray,Love,2002,26th Senate District,(R),lost
Alabama,Jay,Love Jr.,2002,74th House District,(R),won
Alabama,Jay,Love Jr.,2006,74th House District,(R),won
Alabama,Jay,Love Jr.,2010,74th House District,(R),won
Alabama,Joe,Lovvorn,2018,79th House District,(R),won
Alabama,Rayford,Mack,2018,74th House District,(D),lost
Alabama,Walt,Maddox,2018,Governor,(D),lost
Alabama,Eric,Major,2002,55th House District,(D),won
Alabama,Angelo,Mancuso,2014,4th Senate District,(D),lost
Alabama,Emily,Marcum,2018,41st House District,(D),lost
Alabama,Rhett,Marques,2018,91st House District,(R),won
Alabama,Jennifer,Marsden,2014,93rd House District,(D),lost
Alabama,Del,Marsh,2002,12th Senate District,(R),won
Alabama,Del,Marsh,2006,12th Senate District,(R),won
Alabama,Del,Marsh,2010,12th Senate District,(R),won
Alabama,Del,Marsh,2014,12th Senate District,(R),lost
Alabama,Del,Marsh,2018,12th Senate District,(R),won
Alabama,Steve,Marshall,2018,Attorney General,(R),won
Alabama,James,Martin,1994,Treasurer,(R),lost
Alabama,James D.,Martin,1966,Governor,(R),lost
Alabama,James M. 'Jimmy',Martin,2002,42nd House District,(D),won
Alabama,James M. 'Jimmy',Martin,2006,42nd House District,(D),won
Alabama,James M. 'Jimmy',Martin,2010,42nd House District,(D),lost
Alabama,James M. 'Jimmy',Martin,2014,42nd House District,(R),won
Alabama,James M. 'Jimmy',Martin,2018,42nd House District,(R),won
Alabama,John 'Taxcut',Martin,2002,31st House District,(L),lost
Alabama,,Martin,2006,27th Senate District,(R),lost
Alabama,Danielle,Mashburn‐Myrick,2018,94th House District,(D),lost
Alabama,Charles Barrett,Mask,2006,31st House District,(R),won
Alabama,Charles Barrett,Mask,2010,31st House District,(R),won
Alabama,Carin,Mayo,2018,43rd House District,(D),lost
Alabama,Dennis E.,Maze,2002,11th House District,(D),lost
Alabama,Lawrence,McAdory,2010,56th House District,(D),won
Alabama,Chip,McCallum III,2010,47th House District,(I),lost
Alabama,Artis A.J.,McCampbell,2006,71st House District,(D),won
Alabama,Artis A.J.,McCampbell,2010,71st House District,(D),won
Alabama,Artis A.J.,McCampbell,2014,71st House District,(D),won
Alabama,Artis A.J.,McCampbell,2018,71st House District,(D),won
Alabama,Elvin,McCary,1974,Governor,(R),lost
Alabama,E.B.,McClain,2002,19th Senate District,(D),won
Alabama,E.B.,McClain,2006,19th Senate District,(D),won
Alabama,Thad,McClammy,2002,76th House District,(D),won
Alabama,Thad,McClammy,2006,76th House District,(D),won
Alabama,Thad,McClammy,2010,76th House District,(D),won
Alabama,Thad,McClammy,2014,76th House District,(D),won
Alabama,Thad,McClammy,2018,76th House District,(D),won
Alabama,Jim,McClendon,2002,50th House District,(R),won
Alabama,Jim,McClendon,2006,50th House District,(R),won
Alabama,Jim,McClendon,2010,50th House District,(R),won
Alabama,Jim,McClendon,2014,11th Senate District,(R),won
Alabama,Jim,McClendon,2018,11th Senate District,(R),won
Alabama,Melinda,McClendon,2014,29th Senate District,(R),lost
Alabama,Mary Sue,McClurkin,2002,43rd House District,(R),won
Alabama,Mary Sue,McClurkin,2006,43rd House District,(R),won
Alabama,Mary Sue,McClurkin,2010,43rd House District,(R),won
Alabama,Horace,McCoy,2002,76th House District,(L),lost
Alabama,Kimberly,McCuiston,2014,32nd Senate District,(I),lost
Alabama,Mac,McCutcheon,2006,25th House District,(R),won
Alabama,Mac,McCutcheon,2010,25th House District,(R),won
Alabama,Mac,McCutcheon,2014,25th House District,(R),won
Alabama,Mac,McCutcheon,2018,25th House District,(R),won
Alabama,Frank,McDaniel,2002,26th House District,(D),won
Alabama,Frank,McDaniel,2006,26th House District,(D),won
Alabama,Albert,McDonald,1986,Agriculture Commissioner,(D),won
Alabama,Jerry,McDonald,2018,14th Senate District,(D),lost
Alabama,Stan,McDonald,1990,Agriculture Commissioner,(R),lost
Alabama,Brian,McGee,2018,38th House District,(D),lost
Alabama,Shadrack,McGill,2010,8th Senate District,(R),won
Alabama,Jerry A.,McGilvray,2014,84th House District,(R),lost
Alabama,Don,McGriff,1986,Lieutenant Governor,(R),lost
Alabama,Bob,McKee,1990,Lieutenant Governor,(R),lost
Alabama,Mack,McKinzie,2002,41st House District,(D),lost
Alabama,Jeffrey,McLaughlin,2002,27th House District,(D),won
Alabama,Jeffrey,McLaughlin,2006,27th House District,(D),won
Alabama,Jeffrey,McLaughlin,2010,27th House District,(D),lost
Alabama,Jeffrey,McLaughlin,2014,27th House District,(D),lost
Alabama,John,McMillan,2010,Agriculture Commissioner,(R),won
Alabama,John,McMillan,2018,Treasurer,(R),won
Alabama,Steve,McMillan,2002,95th House District,(R),won
Alabama,Steve,McMillan,2006,95th House District,(R),won
Alabama,Steve,McMillan,2010,95th House District,(R),won
Alabama,Steve,McMillan,2014,95th House District,(R),won
Alabama,Steve,McMillan,2018,95th House District,(R),won
Alabama,,McMillan,2006,22nd Senate District,(R),lost
Alabama,John Murphy,McMillan Jr.,2014,Agriculture Commissioner,(R),won
Alabama,Stephen,McNair,2018,97th House District,(R),lost
Alabama,William Dale,McNatt,2002,1st House District,(R),lost
Alabama,Larry,Means,2002,10th Senate District,(D),won
Alabama,Larry,Means,2006,10th Senate District,(D),won
Alabama,Larry,Means,2010,10th Senate District,(D),lost
Alabama,Larry,Means,2014,10th Senate District,(D),lost
Alabama,Richard,Medicus,2002,32nd Senate District,(L),lost
Alabama,Linda,Meigs,2018,20th House District,(D),lost
Alabama,Tim,Melson,2014,1st Senate District,(R),won
Alabama,Tim,Melson,2018,1st Senate District,(R),won
Alabama,Bryant,Melton,2002,70th House District,(D),won
Alabama,Darrio,Melton,2010,67th House District,(D),won
Alabama,Darrio,Melton,2014,67th House District,(D),won
Alabama,John Harold,Merrill,2002,62nd House District,(D),lost
Alabama,John Harold,Merrill,2010,62nd House District,(R),won
Alabama,John Harold,Merrill,2014,Secretary of State,(R),won
Alabama,John Harold,Merrill,2018,Secretary of State,(R),won
Alabama,Heather,Milam,2018,Secretary of State,(D),lost
Alabama,Pam,Miles,2002,25th House District,(D),lost
Alabama,Jeff,Miller,2002,20th House District,(D),lost
Alabama,Peter,Miller,2002,9th House District,(L),lost
