,White,Black,Native American,Asian,Pacific Islander,Other,Mixed-race,Hispanic or Latino,Med HH Income,Med Family Income,Med Male Income,Med Female Income,Per Capita Income,Family poverty,Overall poverty,Child poverty,Senior poverty
Monitor,,,,,,,,,,,,,,,,,
Monroe,86.13%,3.15%,1.32%,2.38%,0.31%,4.01%,2.70%,9.66%,$50,390.00,$55,793.00,$39,847.00,$31,633.00,$8,676.00,0.00%,18.80%,9.20%,14.70%
Monroe North,,,,,,,,,,,,,,,,,
Monse,,,,,,,,,,,,,,,,,
Montborne,,,,,,,,,,,,,,,,,
Monte Cristo,,,,,,,,,,,,,,,,,
Montesano,94.99%,0.12%,1.87%,0.48%,0.06%,0.18%,2.29%,1.84%,$40,204.00,$42,344.00,$41,500.00,$30,096.00,$19,467.00,9.30%,11.60%,12.40%,10.70%
Moore,,,,,,,,,,,,,,,,,
Morton,94.20%,0.50%,1.20%,0.60%,,1.80%,1.60%,2.90%,,,,,,,,,
Moses Lake,77.16%,1.69%,1.02%,1.43%,0.07%,15.44%,3.20%,25.41%,$36,467.00,$42,096.00,$34,945.00,$25,193.00,$16,644.00,11.00%,15.10%,18.70%,10.50%
Moses Lake North,72.38%,5.01%,1.75%,0.66%,0.05%,14.72%,5.43%,24.22%,$26,645.00,$26,496.00,$28,966.00,$20,052.00,$9,134.00,29.30%,36.80%,42.40%,27.00%
Mossyrock,90.30%,0.20%,1.90%,0.20%,0.20%,3.50%,3.70%,6.80%,$29,750.00,$33,542.00,$30,938.00,$16,250.00,$12,216.00,18.60%,19.50%,18.90%,18.20%
Mount Vernon,75.44%,0.73%,1.02%,2.58%,0.15%,17.13%,2.95%,25.12%,$53,496.00,,$33,724.00,$27,244.00,$17,041.00,10.80%,15.90%,18.90%,7.10%
Mount Vista,93.08%,0.99%,0.43%,2.82%,0.14%,0.47%,2.06%,2.46%,$66,406.00,$68,539.00,$48,264.00,$34,972.00,$29,594.00,2.80%,3.40%,5.20%,4.80%
Mountain View,,,,,,,,,,,,,,,,,
Mountlake Terrace,77.70%,2.52%,1.08%,10.64%,0.58%,2.61%,4.87%,5.65%,$47,238.00,$52,117.00,$37,421.00,$28,796.00,,8.00%,7.60%,11.30%,
Moxee,66.99%,0.73%,1.58%,0.49%,,27.65%,2.56%,31.79%,$32,500.00,$40,500.00,$35,667.00,$20,313.00,$17,722.00,0.00%,9.10%,11.80%,9.60%
Mud Spring,,,,,,,,,,,,,,,,,
Mukilteo,82.06%,1.48%,0.79%,10.97%,0.25%,1.13%,3.31%,2.90%,$107,323.00,$117,487.00,$83,880.00,$57,835.00,,2.40%,,2.00%,2.00%
Murdock,,,,,,,,,,,,,,,,,
Naches,86.94%,,1.40%,0.16%,0.16%,6.69%,4.67%,10.89%,$42,083.00,$47,679.00,$28,750.00,$22,961.00,$15,084.00,10.70%,11.00%,13.80%,4.50%
Nahcotta,,,,,,,,,,,,,,,,,
Napavine,93.02%,0.15%,1.54%,0.15%,0.29%,3.31%,1.54%,5.73%,$40,966.00,$41,250.00,$38,750.00,$26,103.00,$20,782.00,0.00%,8.70%,15.80%,11.00%
Naselle,92.57%,0.27%,2.12%,0.53%,,,4.51%,0.53%,$35,769.00,$40,250.00,$36,875.00,$18,125.00,$17,714.00,4.00%,4.70%,7.50%,2.10%
Nason Creek,,,,,,,,,,,,,,,,,
Navy Yard City,76.84%,7.73%,1.52%,5.23%,1.14%,2.27%,5.27%,6.44%,$36,285.00,$40,938.00,$30,801.00,$21,875.00,$18,532.00,8.80%,12.60%,16.30%,2.60%
Naylor,,,,,,,,,,,,,,,,,
Neah Bay,12.10%,0.20%,77.10%,,,0.70%,9.70%,5.42%,$21,635.00,$24,583.00,$28,750.00,$27,917.00,$11,338.00,26.30%,29.90%,32.60%,32.60%
Neilton,88.41%,,4.35%,,,5.22%,2.03%,6.09%,$35,250.00,$44,375.00,$30,781.00,$26,250.00,$15,856.00,5.60%,8.00%,7.80%,0.00%
Nemah,,,,,,,,,,,,,,,,,
Nespelem,13.68%,,82.08%,0.47%,0.47%,1.42%,1.89%,3.30%,$30,000.00,$27,500.00,$43,250.00,$27,500.00,$12,836.00,15.90%,16.90%,28.30%,4.80%
Nespelem Community,6.55%,,92.07%,,,0.69%,0.69%,2.76%,$39,688.00,$48,438.00,$23,750.00,$21,667.00,$12,507.00,9.80%,11.90%,4.50%,9.50%
New London,,,,,,,,,,,,,,,,,
Newcastle,75.05%,1.62%,0.45%,18.25%,0.25%,1.36%,3.02%,2.88%,$80,320.00,$91,381.00,$60,639.00,$41,868.00,,2.00%,,1.10%,6.60%
Newhalem,,,,,,,,,,,,,,,,,
Newman Lake,,,,,,,,,,,,,,,,,
Newport,94.64%,,0.57%,0.88%,0.10%,1.15%,2.65%,2.97%,$25,709.00,$30,898.00,$31,597.00,$20,469.00,$17,489.00,0.00%,6.70%,34.40%,12.50%
Nickelsville (Seattle),,,,,,,,,,,,,,,,,
Nighthawk,,,,,,,,,,,,,,,,,
Nile,,,,,,,,,,,,,,,,,
Nine Mile Falls,,,,,,,,,,,,,,,,,
Nisqually Indian Community,26.70%,1.36%,60.71%,0.68%,1.36%,0.85%,8.33%,5.61%,$35,000.00,$38,750.00,$34,250.00,$25,096.00,$14,094.00,13.70%,18.20%,18.40%,26.10%
Nooksack,91.54%,0.47%,1.29%,1.65%,,3.29%,1.76%,6.58%,,,,,,,,,
Nordland,,,,,,,,,,,,,,,,,
Normandy Park,90.21%,1.14%,0.39%,4.60%,0.23%,0.80%,2.63%,2.44%,$70,367.00,$78,102.00,$54,500.00,$40,018.00,,4.00%,,4.10%,6.10%
North Bend,92.01%,0.70%,1.03%,2.23%,0.17%,1.45%,2.40%,3.79%,$61,534.00,$69,402.00,$57,333.00,$38,401.00,$28,229.00,2.10%,4.70%,5.10%,3.00%
North Bonneville,92.75%,0.34%,0.84%,2.53%,,1.52%,2.02%,1.69%,$35,583.00,$38,333.00,$32,857.00,$25,313.00,$22,729.00,0.00%,0.40%,8.20%,5.90%
North Cove,,,,,,,,,,,,,,,,,
North Fort Lewis,,,,,,,,,,,,,,,,,
North Lynnwood,,,,,,,,,,,,,,,,,
North Marysville,89.84%,0.71%,1.27%,3.35%,0.17%,1.75%,2.92%,4.60%,$56,699.00,$59,694.00,$45,420.00,$29,935.00,$20,842.00,3.60%,4.90%,5.60%,3.00%
North Omak,13.52%,,73.55%,,,8.28%,4.65%,14.68%,$25,500.00,$22,788.00,$20,227.00,$23,688.00,$8,971.00,33.00%,39.70%,44.40%,0.00%
North Puyallup,,,,,,,,,,,,,,,,,
North Sultan,96.85%,,1.84%,0.26%,,0.52%,0.52%,0.26%,$65,179.00,$65,179.00,$51,083.00,$31,339.00,$19,989.00,0.00%,0.00%,,
North Yelm,89.51%,0.97%,2.18%,1.47%,0.75%,1.18%,3.94%,4.01%,$36,833.00,$39,678.00,$30,763.00,$22,310.00,$17,765.00,12.50%,15.60%,25.00%,0.00%
Northport,94.94%,,0.60%,0.60%,0.30%,0.30%,3.27%,5.36%,$21,719.00,$26,875.00,$28,929.00,$16,000.00,$11,679.00,15.90%,27.70%,38.50%,17.40%
Northwest Stanwood,95.73%,,0.64%,1.28%,0.21%,,2.14%,2.56%,$58,194.00,$65,139.00,$40,179.00,$35,469.00,$24,128.00,0.00%,1.60%,0.00%,0.00%
Northwood,,,,,,,,,,,,,,,,,
Novelty Hill,,,,,,,,,,,,,,,,,
Oak Harbor,74.93%,5.45%,1.22%,9.62%,0.77%,2.42%,5.58%,6.61%,$36,641.00,$41,579.00,$29,498.00,$21,633.00,$22,397.00,0.00%,6.60%,11.20%,5.40%
Oakesdale,98.33%,,,0.24%,,0.95%,0.48%,0.95%,$31,094.00,$42,813.00,$27,500.00,$30,714.00,$16,159.00,9.00%,11.70%,21.20%,4.30%
Oakville,81.04%,1.19%,7.11%,0.59%,0.15%,3.41%,6.52%,7.41%,$30,357.00,$32,500.00,$32,431.00,$23,214.00,$13,428.00,17.50%,18.60%,25.70%,23.10%
Ocean City,88.94%,0.92%,5.99%,0.46%,,2.76%,0.92%,2.76%,$17,813.00,$26,979.00,$16,250.00,$26,250.00,$15,468.00,0.00%,14.00%,0.00%,18.80%
Ocean Park,94.52%,0.27%,1.85%,0.27%,0.07%,1.64%,1.37%,4.18%,$22,932.00,$30,208.00,$35,536.00,$21,528.00,$18,261.00,7.30%,15.30%,27.90%,4.90%
Ocean Shores,92.44%,0.60%,2.19%,1.23%,0.10%,0.81%,2.63%,1.75%,$34,643.00,$38,520.00,$31,371.00,$25,393.00,$9,916.00,0.00%,38.30%,22.10%,3.80%
Oceanside,,,,,,,,,,,,,,,,,
Ocosta,,,,,,,,,,,,,,,,,
Odair,,,,,,,,,,,,,,,,,
Odessa,97.39%,0.21%,0.52%,,,0.94%,0.94%,1.25%,$34,038.00,$38,594.00,$30,764.00,$20,357.00,$17,461.00,7.90%,10.60%,14.80%,9.90%
Okanogan,80.60%,0.36%,8.17%,0.40%,0.08%,6.64%,3.74%,10.10%,$26,994.00,$33,947.00,$31,143.00,$20,822.00,$17,448.00,0.00%,7.60%,31.90%,16.30%
Okanogan County,73.90%,0.40%,11.40%,0.60%,0.10%,10.10%,3.50%,17.60%,$38,551.00,$48,418.00,$37,960.00,$29,032.00,$20,093.00,14.70%,19.50%,27.30%,9.20%
Olalla,,,,,,,,,,,,,,,,,
Old Willapa,,,,,,,,,,,,,,,,,
Olds,,,,,,,,,,,,,,,,,
Olema,,,,,,,,,,,,,,,,,
Olequa,,,,,,,,,,,,,,,,,
Olga,,,,,,,,,,,,,,,,,
Olympia,85.30%,1.90%,1.30%,5.80%,0.30%,1.70%,3.80%,4.40%,$40,846.00,$54,136.00,$41,267.00,$31,515.00,$22,590.00,6.90%,12.10%,10.40%,6.30%
Omak,71.00%,,,,,,,,,,,,,,,,
Omans,,,,,,,,,,,,,,,,,
Onalaska,,,,,,,,,,,,,,,,,
Onion Creek,,,,,,,,,,,,,,,,,
Orcas Village,,,,,,,,,,,,,,,,,
Orchard Park,,,,,,,,,,,,,,,,,
Orchards,87.39%,1.75%,0.88%,4.11%,0.59%,1.84%,3.44%,4.53%,$49,216.00,$50,330.00,$37,716.00,$26,576.00,$17,866.00,4.60%,6.70%,9.10%,6.90%
Orient,,,,,,,,,,,,,,,,,
Orin,,,,,,,,,,,,,,,,,
Orondo,,,,,,,,,,,,,,,,,
Oroville,82.34%,0.12%,4.23%,0.30%,0.30%,9.32%,3.39%,17.06%,$22,301.00,$30,114.00,$25,833.00,$21,750.00,$16,428.00,0.00%,15.30%,37.00%,19.50%
Orting,87.90%,1.50%,1.40%,1.30%,0.50%,2.40%,5.00%,7.20%,$53,464.00,$55,335.00,$41,486.00,$26,438.00,$8,857.00,0.00%,47.10%,5.20%,15.80%
Osborne,,,,,,,,,,,,,,,,,
Osborne Corner,,,,,,,,,,,,,,,,,
Osceola,,,,,,,,,,,,,,,,,
Oskams Corner,,,,,,,,,,,,,,,,,
Oso,99.19%,0.41%,,,,0.41%,,0.41%,$75,315.00,$78,786.00,$39,489.00,$21,250.00,$23,700.00,0.00%,0.00%,,
Othello,54.18%,0.53%,1.01%,1.01%,0.09%,39.54%,3.64%,63.76%,$30,291.00,$31,282.00,$28,423.00,$21,455.00,$11,409.00,18.40%,24.00%,33.50%,5.30%
Otis Orchards,95.11%,0.17%,1.22%,1.16%,0.05%,0.51%,1.79%,1.95%,$46,946.00,$50,457.00,$35,926.00,$24,430.00,$17,439.00,2.60%,4.20%,3.00%,14.10%
Otis Orchards-East Farms,95.11%,0.17%,1.22%,1.16%,0.05%,0.51%,1.79%,1.95%,$46,946.00,$50,457.00,$35,926.00,$24,430.00,$17,439.00,2.60%,4.20%,3.00%,14.10%
Outlook,,,,,,,,,,,,,,,,,
Ovington,,,,,,,,,,,,,,,,,
Oyehut,,,,,,,,,,,,,,,,,
Oyehut-Hogan%s Corner,,,,,,,,,,,,,,,,,
Oysterville,,,,,,,,,,,,,,,,,
Ozette,,,,,,,,,,,,,,,,,
Pacific,85.38%,1.43%,1.61%,4.72%,0.20%,2.95%,3.71%,6.48%,$45,673.00,$47,694.00,$36,594.00,$28,301.00,$34,222.00,0.00%,3.40%,10.40%,0.00%
Pacific Beach,,,,,,,,,,,,,,,,,
Pacific County,87.40%,0.40%,2.30%,2.00%,0.10%,4.40%,3.40%,8.00%,$39,642.00,$51,450.00,$44,775.00,$34,538.00,$23,326.00,12.40%,16.80%,20.40%,9.90%
Packard,,,,,,,,,,,,,,,,,
Packwood,,,,,,,,,,,,,,,,,
Page (King County),,,,,,,,,,,,,,,,,
Page (Walla Walla County),,,,,,,,,,,,,,,,,
Paha,,,,,,,,,,,,,,,,,
Paine Field,,,,,,,,,,,,,,,,,
Palisades,,,,,,,,,,,,,,,,,
Palmer,,,,,,,,,,,,,,,,,
Palouse,95.94%,,0.99%,0.30%,,0.99%,1.78%,1.68%,$34,583.00,$41,125.00,$30,804.00,$25,515.00,$19,798.00,0.00%,3.50%,9.20%,18.70%
Pampa,,,,,,,,,,,,,,,,,
Park Rapids,,,,,,,,,,,,,,,,,
Parker,,,,,,,,,,,,,,,,,
Parkland,73.91%,8.07%,1.04%,6.64%,1.81%,2.06%,6.47%,5.33%,$39,653.00,$46,210.00,$36,169.00,$27,036.00,$18,649.00,10.60%,15.40%,18.70%,6.50%
Parkwood,84.54%,2.52%,1.22%,4.34%,1.01%,1.47%,4.89%,4.33%,$41,869.00,$48,866.00,$36,312.00,$24,127.00,$17,643.00,6.40%,9.10%,10.50%,5.00%
Parvin,,,,,,,,,,,,,,,,,
Pasco,52.76%,3.22%,0.77%,1.77%,0.14%,37.44%,3.90%,56.26%,$34,540.00,$37,342.00,$29,016.00,$22,186.00,$17,069.00,0.00%,5.40%,31.40%,9.60%
Pateros,77.76%,,1.40%,0.31%,,19.28%,1.24%,29.86%,$30,938.00,$39,375.00,$30,521.00,$20,208.00,$17,277.00,0.00%,7.10%,19.70%,8.80%
Paterson,,,,,,,,,,,,,,,,,
Pe Ell,93.15%,0.30%,2.28%,0.91%,0.61%,1.07%,1.67%,2.28%,$27,321.00,$30,625.00,$36,875.00,$18,125.00,$12,481.00,20.00%,22.40%,32.70%,10.80%
Peaceful Valley,92.24%,0.29%,2.21%,0.45%,0.20%,1.18%,3.43%,4.25%,$32,357.00,$34,141.00,$31,853.00,$19,833.00,$12,733.00,27.70%,36.40%,52.80%,0.00%
Pearl,,,,,,,,,,,,,,,,,
Pearson Eddy,,,,,,,,,,,,,,,,,
Pedigo,,,,,,,,,,,,,,,,,
Penawawa,,,,,,,,,,,,,,,,,
Pend Oreille County,91.60%,0.40%,3.80%,0.60%,0.10%,0.70%,2.90%,3.00%,$38,896.00,$46,971.00,$45,728.00,$26,128.00,$22,546.00,13.60%,18.30%,25.20%,13.30%
Penrith,,,,,,,,,,,,,,,,,
Peola,,,,,,,,,,,,,,,,,
Peone,,,,,,,,,,,,,,,,,
Peshastin,,,,,,,,,,,,,,,,,
Pickard,,,,,,,,,,,,,,,,,
Picnic Point,,,,,,,,,,,,,,,,,
Piedmount,,,,,,,,,,,,,,,,,
Pierce County,74.20%,6.80%,1.40%,6.00%,1.30%,3.50%,6.80%,9.20%,$57,869.00,$68,462.00,$50,084.00,$38,696.00,$27,446.00,8.10%,11.60%,15.00%,8.20%
Pigeon Springs,,,,,,,,,,,,,,,,,
Pine Grove,,,,,,,,,,,,,,,,,
Pinecliff,,,,,,,,,,,,,,,,,
Pinehurst,,,,,,,,,,,,,,,,,
Ping,,,,,,,,,,,,,,,,,
Pinkney City,,,,,,,,,,,,,,,,,
Plain,,,,,,,,,,,,,,,,,
Plaza,,,,,,,,,,,,,,,,,
Pleasant Hill,,,,,,,,,,,,,,,,,
Pleasant Valley,,,,,,,,,,,,,,,,,
Pluvius,,,,,,,,,,,,,,,,,
Plymouth,,,,,,,,,,,,,,,,,
Point Roberts,91.90%,0.80%,0.80%,4.50%,,0.30%,1.70%,2.40%,$58,672.00,$75,724.00,,,$39,696.00,,,,
Pollard,,,,,,,,,,,,,,,,,
Pomeroy,96.37%,,0.53%,0.40%,0.07%,1.52%,1.12%,2.24%,$28,958.00,$38,750.00,$32,500.00,$21,118.00,$19,825.00,0.00%,3.70%,22.90%,9.50%
Pomona,,,,,,,,,,,,,,,,,
Port Angeles,91.35%,0.69%,3.26%,1.29%,0.17%,0.38%,2.85%,2.34%,$33,130.00,$41,450.00,$33,351.00,$25,215.00,$17,903.00,9.90%,13.20%,17.30%,6.70%
Port Angeles East,94.76%,0.26%,1.97%,0.52%,0.16%,0.43%,1.90%,2.13%,$34,730.00,$43,333.00,$32,292.00,$25,758.00,$19,108.00,11.80%,16.00%,21.30%,11.40%
Port Gamble,,,,,,,,,,,,,,,,,
Port Gamble Tribal Community,,,,,,,,,,,,,,,,,
Port Hadlock,90.74%,0.32%,1.93%,1.41%,0.09%,0.58%,4.95%,2.50%,$32,202.00,$34,847.00,$34,583.00,$22,500.00,$15,721.00,13.60%,14.40%,20.50%,8.20%
Port Hadlock-Irondale,90.74%,0.32%,1.93%,1.41%,0.09%,0.58%,4.95%,2.50%,$32,202.00,$34,847.00,$34,583.00,$22,500.00,$15,721.00,13.60%,14.40%,20.50%,8.20%
Port Ludlow,96.39%,0.10%,0.20%,1.42%,0.15%,0.76%,0.97%,1.52%,$56,938.00,$62,298.00,$50,265.00,$24,531.00,$36,625.00,0.00%,1.20%,0.00%,0.00%
Port Orchard,80.80%,3.40%,1.30%,5.80%,1.40%,1.00%,6.40%,6.60%,,,,,,,,,
Port Stanley,,,,,,,,,,,,,,,,,
Port Townsend,93.27%,0.58%,1.25%,1.27%,0.23%,0.89%,2.52%,2.30%,,,,,,,,,
Port Williams,,,,,,,,,,,,,,,,,
Porter,,,,,,,,,,,,,,,,,
Possession,,,,,,,,,,,,,,,,,
Potlatch,,,,,,,,,,,,,,,,,
Poulsbo,88.10%,1.01%,0.97%,2.99%,0.43%,1.92%,4.58%,4.84%,$38,875.00,$51,353.00,$40,482.00,$27,899.00,$20,649.00,8.20%,9.10%,14.10%,6.00%
Prairie Heights,,,,,,,,,,,,,,,,,
Prairie Ridge,93.38%,0.54%,1.17%,0.91%,0.38%,0.79%,2.84%,3.36%,$52,367.00,$55,158.00,$42,287.00,$29,121.00,$19,491.00,5.10%,5.50%,6.60%,4.60%
Prang,,,,,,,,,,,,,,,,,
Prescott,94.59%,0.32%,0.96%,,,1.59%,2.55%,4.14%,$39,500.00,$47,708.00,$34,750.00,$23,250.00,$22,753.00,0.00%,2.30%,24.40%,10.30%
Preston,,,,,,,,,,,,,,,,,
Prevost,,,,,,,,,,,,,,,,,
Priest Rapids,,,,,,,,,,,,,,,,,
Proebstel,,,,,,,,,,,,,,,,,
Prosser,79.89%,0.54%,0.91%,0.76%,0.29%,15.11%,2.50%,29.37%,$39,185.00,$45,162.00,$36,750.00,$26,146.00,$16,302.00,11.50%,13.50%,21.10%,2.60%
Providence,,,,,,,,,,,,,,,,,
Puget,,,,,,,,,,,,,,,,,
Puget Island,,,,,,,,,,,,,,,,,
Pullman,,,,,,,,,$20,652.00,$46,165.00,$36,743.00,$29,192.00,$17,104.00,0.00%,7.00%,20.00%,3.60%
Purdy,,,,,,,,,,,,,,,,,
Puyallup,87.88%,1.50%,1.01%,3.27%,0.34%,1.94%,4.06%,4.67%,$47,269.00,$57,322.00,$43,562.00,$27,281.00,$22,401.00,4.70%,6.70%,7.20%,6.50%
Pysht,,,,,,,,,,,,,,,,,
Queets,,,,,,,,,,,,,,,,,
Qui-nai-elt Village,,,,,,,,,,,,,,,,,
Quilcene,84.77%,1.18%,3.55%,0.34%,0.17%,0.85%,9.14%,1.35%,,,,,,,,,
Quillayute,,,,,,,,,,,,,,,,,
Quinault,,,,,,,,,,,,,,,,,
Quincy,75.10%,12.30%,0.90%,3.60%,0.10%,5.50%,2.40%,12.50%,$32,181.00,$31,847.00,$27,813.00,$18,750.00,$12,649.00,18.40%,20.90%,24.50%,6.30%
Raft Island,,,,,,,,,,,,,,,,,
Rainier,92.56%,0.54%,1.81%,0.74%,0.27%,0.80%,3.28%,3.89%,$42,955.00,$44,226.00,$34,609.00,$27,375.00,$16,636.00,6.60%,6.80%,6.80%,6.80%
Ralston,,,,,,,,,,,,,,,,,
Ramapo,,,,,,,,,,,,,,,,,
Randle,,,,,,,,,,,,,,,,,
Ravensdale,96.08%,0.12%,1.23%,0.12%,0.25%,0.12%,2.08%,1.23%,$44,850.00,$61,741.00,$33,182.00,$30,536.00,$28,300.00,6.10%,10.80%,12.70%,7.80%
Raymond,83.70%,0.24%,2.72%,7.06%,0.17%,3.16%,2.96%,9.18%,$25,759.00,$33,984.00,$29,402.00,$24,647.00,$17,507.00,0.00%,5.70%,28.40%,20.70%
Reardan,93.91%,0.16%,2.30%,,0.66%,0.16%,2.80%,1.32%,$38,750.00,$44,167.00,$32,279.00,$21,429.00,$18,610.00,7.30%,7.40%,12.80%,0.00%
Redd,,,,,,,,,,,,,,,,,
Redmond,79.26%,1.52%,0.45%,13.02%,0.18%,2.46%,3.11%,5.61%,$66,735.00,$78,430.00,$58,112.00,$37,200.00,$36,233.00,3.30%,5.30%,6.30%,6.50%
Redondo,,,,,,,,,,,,,,,,,
Renton,54.60%,10.60%,0.70%,21.20%,0.80%,6.20%,5.80%,13.10%,,,,,,,,,
Republic,92.56%,0.84%,2.73%,0.21%,0.10%,0.73%,2.83%,1.99%,$25,284.00,$30,357.00,$28,750.00,$24,286.00,$17,962.00,0.00%,6.40%,31.50%,17.60%
Rexville,,,,,,,,,,,,,,,,,
Rice,,,,,,,,,,,,,,,,,
Richardson,,,,,,,,,,,,,,,,,
Richland,89.55%,1.37%,0.76%,4.06%,0.11%,1.85%,2.31%,4.72%,$53,092.00,$82,354.00,$52,648.00,$30,472.00,,8.20%,,10.80%,5.60%
Richmond Highlands,,,,,,,,,,,,,,,,,
Ridgefield,95.16%,0.28%,1.12%,0.70%,0.05%,0.23%,2.47%,1.77%,$46,012.00,$51,121.00,$38,125.00,$27,426.00,,6.30%,,6.60%,9.00%
Ridpath,,,,,,,,,,,,,,,,,
Rimrock,,,,,,,,,,,,,,,,,
Risbeck,,,,,,,,,,,,,,,,,
Ritell,,,,,,,,,,,,,,,,,
Ritzville,95.79%,0.35%,0.58%,0.58%,,0.86%,1.84%,2.36%,$32,560.00,$40,240.00,$32,500.00,$21,083.00,$36,548.00,0.00%,7.20%,20.10%,8.60%
River Road,90.22%,0.44%,2.00%,3.78%,,0.89%,2.67%,3.11%,$35,893.00,$46,875.00,$36,071.00,$15,500.00,$18,142.00,0.00%,3.40%,0.00%,5.60%
Riverbend,94.48%,0.27%,0.54%,1.75%,0.18%,1.26%,1.52%,2.60%,$69,716.00,$72,708.00,$56,173.00,$34,516.00,$25,234.00,3.70%,4.00%,8.00%,0.00%
Riverside,90.52%,0.29%,5.17%,0.29%,,1.15%,2.59%,2.87%,$23,125.00,$28,250.00,$28,750.00,$19,375.00,$11,297.00,12.90%,18.40%,24.40%,9.20%
Riverton,,,,,,,,,,,,,,,,,
Robe,,,,,,,,,,,,,,,,,
Roche Harbor,,,,,,,,,,,,,,,,,
Rochester,88.41%,0.16%,1.69%,0.93%,0.11%,5.52%,3.17%,10.39%,$43,090.00,$44,777.00,$40,676.00,$26,518.00,$14,912.00,6.20%,7.70%,6.20%,8.60%
Rock Island,74.16%,0.81%,1.51%,0.70%,,20.39%,2.43%,30.59%,$33,618.00,$34,408.00,$24,773.00,$19,602.00,$17,682.00,0.00%,5.70%,10.40%,30.40%
Rockford,97.34%,0.24%,0.48%,,,,1.94%,0.48%,$40,227.00,$45,125.00,$31,339.00,$25,417.00,$16,411.00,11.90%,12.10%,18.40%,3.60%
Rocklyn,,,,,,,,,,,,,,,,,
Rockport,98.04%,,1.96%,,,,,0.98%,$48,750.00,$69,250.00,$36,250.00,$26,250.00,$28,372.00,0.00%,0.00%,,
Rocky Butte,,,,,,,,,,,,,,,,,
Rocky Point, Kitsap County,,,,,,,,,,,,,,,,,
Rogersburg,,,,,,,,,,,,,,,,,
Ronald,96.23%,1.13%,1.51%,0.38%,,0.38%,0.38%,2.64%,$39,063.00,$38,906.00,$37,708.00,$20,500.00,$26,415.00,0.00%,9.60%,,
Ronan,,,,,,,,,,,,,,,,,
Roosevelt,82.28%,,,,,16.46%,1.27%,16.46%,$45,694.00,$46,250.00,$38,750.00,$0.00,$11,083.00,0.00%,0.00%,,
Rosalia,96.14%,0.15%,2.16%,0.31%,,0.31%,0.93%,0.77%,$33,214.00,$37,750.00,$30,962.00,$20,625.00,$14,121.00,11.00%,12.80%,22.40%,3.60%
Rosario Beach,,,,,,,,,,,,,,,,,
Rosburg,,,,,,,,,,,,,,,,,
Rose Valley,,,,,,,,,,,,,,,,,
Rosedale,,,,,,,,,,,,,,,,,
Roslyn,95.87%,0.79%,1.38%,,0.39%,,1.57%,1.38%,$35,313.00,$45,179.00,$32,379.00,$25,625.00,$41,391.00,0.00%,1.90%,9.10%,15.50%
Roy,81.15%,0.77%,3.46%,2.31%,,3.85%,8.46%,8.08%,$32,727.00,$34,643.00,$31,964.00,$21,477.00,$18,069.00,0.00%,5.60%,12.10%,0.00%
Royal City,66.32%,0.38%,0.38%,0.55%,,29.90%,2.47%,78.22%,$28,529.00,$29,821.00,$19,643.00,$22,917.00,$9,502.00,24.00%,26.70%,35.00%,7.90%
Ruby, Pend Oreille County,,,,,,,,,,,,,,,,,
Ruff,,,,,,,,,,,,,,,,,
Rulo,,,,,,,,,,,,,,,,,
Russell,,,,,,,,,,,,,,,,,
Ruston,87.26%,2.57%,2.98%,2.30%,0.14%,1.08%,3.66%,3.79%,$48,393.00,$54,167.00,$36,932.00,$36,042.00,,13.10%,,12.80%,5.10%
Ruxby,,,,,,,,,,,,,,,,,
Ryderwood,97.50%,0.30%,1.30%,0.00%,0.00%,0.30%,0.80%,0.80%,,,,,,,,,
Sagemoor,,,,,,,,,,,,,,,,,
Sahalee,,,,,,,,,,,,,,,,,
Salkum,,,,,,,,,,,,,,,,,
Salmon Creek,91.32%,1.26%,0.54%,2.49%,0.14%,1.34%,2.92%,4.81%,$53,917.00,$62,989.00,$48,766.00,$31,186.00,$23,673.00,6.60%,8.40%,11.80%,3.50%
Sammamish,87.82%,0.85%,0.29%,7.89%,0.09%,0.60%,2.46%,2.50%,$101,592.00,$104,356.00,$76,688.00,$47,164.00,,0.00%,1.60%,1.70%,3.20%
San de Fuca,,,,,,,,,,,,,,,,,
San Juan County,92.60%,0.30%,0.70%,1.10%,0.10%,2.60%,2.50%,5.40%,$50,726.00,$61,096.00,$44,190.00,$32,911.00,$35,487.00,7.60%,10.10%,13.30%,5.20%
Santiago,,,,,,,,,,,,,,,,,
Sappho,,,,,,,,,,,,,,,,,
Saratoga,,,,,,,,,,,,,,,,,
Satsop,94.67%,1.13%,1.13%,1.94%,,0.81%,0.32%,1.78%,$37,125.00,$43,125.00,$31,000.00,$18,750.00,$14,245.00,9.50%,16.80%,30.90%,5.80%
Sawyer,,,,,,,,,,,,,,,,,
Saxon,,,,,,,,,,,,,,,,,
Schawana,,,,,,,,,,,,,,,,,
Schlomer,,,,,,,,,,,,,,,,,
Scotia,,,,,,,,,,,,,,,,,
Scott,,,,,,,,,,,,,,,,,
Seabeck,,,,,,,,,,,,,,,,,
SeaTac,45.90%,16.80%,1.50%,14.50%,3.60%,11.60%,6.00%,20.30%,,,,,,,,,
Seatons Grove,,,,,,,,,,,,,,,,,
Seattle,,,,,,,,,,,,,,,,,
Seattle Hill,,,,,,,,,,,,,,,,,
Seaview,,,,,,,,,,,,,,,,,
