State,Year,Office,County,D#,R#,IW#,IL#,IComm.#,Proh.#,IProg.#,IS#,ISL#,ISW#,ND#,NProh.#,GB#,UL#,Pop.#,Comm.#,S#,SL#,Soc. D#,Prog.#,U#,WW#,Delta#,WTP#,SE#,S&L#,3rdP,PF#,NL#,I1#,I2#,I3#,I4#,I5#,I6#,I7#,I8#,Am.#,Ref.#,G#,L#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,FTLG#,3rdP#,DS#,Labor#,All.#,AF#,To.#,CF#,IProh.#,SW#,IDEA#,IPop.#,GR#,IPR#,IC#,Soc. D.#,Comm.,L&F,CS#,PProg#,WIP#,CON#,Year / Office,Ref.,L&F#,New Prog.#,C#,Solid.#
Wisconsin,,,Milwaukee,205533,89861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Monroe,4353,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Oconto,4590,3654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Oneida,5969,4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Outagamie,21333,15483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Ozaukee,11196,12771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Pepin,1619,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Pierce,4584,2967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Polk,5397,3248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Portage,13061,5933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Price,3139,2254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Racine,32066,17352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Richland,3132,2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Rock,22194,12921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Rusk,2969,1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Sauk,6824,5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Sawyer,1658,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Shawano,5557,4988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Sheboygan,21842,11775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Saint Croix,5800,3728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Taylor,3384,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Trempealeau,4179,3255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Vernon,3571,3596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Vilas,3160,3249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Walworth,9554,9516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Washburn,2814,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Washington,13274,10934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Waukesha,45796,42579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Waupaca,5619,7038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Waushara,2217,3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Winnebago,23645,16769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Wood,13247,8873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,,,,
Wisconsin,,,Adams,2191,1836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Ashland,3036,1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Barron,4237,4710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Bayfield,2747,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Brown,27740,20584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Buffalo,2117,1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Burnett,2377,1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Calumet,4565,4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Chippewa,6475,5288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Clark,4302,4992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Columbia,6062,6288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Crawford,2054,1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Dane,67446,33452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Dodge,8894,12247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Door,3855,4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Douglas,8252,3822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Dunn,4377,3872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Eau Claire,10715,9895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Florence,639,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Fond du Lac,12081,14435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Forest,1598,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Grant,5660,7509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Green,3548,4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Green Lake,1864,3560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Iowa,2566,2597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Iron,1379,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Jackson,2469,2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Jefferson,8674,10867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Juneau,3045,3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Kenosha,18322,11231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Kewaunee,3170,2331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,La Crosse,13243,12294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Lafayette,2576,2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Langlade,3028,3306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Lincoln,2996,4850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Manitowoc,14900,9948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Marathon,14890,18371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Marinette,6570,5819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Marquette,1524,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Menominee,485,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Milwaukee,160137,132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Monroe,3621,4631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Oconto,3621,4238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Oneida,4504,5615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Outagamie,16918,18825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Ozaukee,8636,15154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Pepin,1410,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Pierce,3824,3427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Polk,4668,3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Portage,9967,7748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Price,2261,2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Racine,25223,21903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Richland,2624,2779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Rock,16050,18614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Rusk,2167,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Sauk,5622,6063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Sawyer,1269,2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Shawano,4060,6232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Sheboygan,18359,15060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Saint Croix,4842,4314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Taylor,2261,2663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Trempealeau,3594,3197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Vernon,3276,3626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Vilas,2171,3928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Walworth,7917,10950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Washburn,2070,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Washington,9762,14343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Waukesha,35932,52028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Waupaca,4426,7953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Waushara,1800,3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Winnebago,18944,20879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Wood,9340,11472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,,,,
Wisconsin,,,Adams,2201,1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Ashland,2982,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Barron,4451,4549,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Bayfield,2813,1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Brown,24227,21913,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,,,,,,,,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Buffalo,2079,1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Burnett,2402,1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Calumet,4356,4281,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Chippewa,6730,4904,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Clark,4586,4540,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Columbia,5336,6671,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Crawford,1906,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Dane,57475,38900,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478,,,,,,,,2122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Dodge,7831,12395,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Door,3182,4483,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Douglas,8342,3727,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Dunn,4617,3682,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Eau Claire,10958,9401,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Florence,610,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Fond du Lac,11255,14247,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Forest,1592,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Grant,5253,7707,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Green,3353,4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Green Lake,1631,3661,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
Wisconsin,,,Iowa,2336,2743,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Treasurer,,,,,
