State,Year,Office,County,D#,R#,Pop.#,Proh.#,Wor.#,Nat.#,GS#,Prog.#,U#,UL#,S#,FL#,SL#,SW#,Comm.#,AI#,I#,NA#,Ref.#,L#,NAll.#,Labor#,SD#,UR#,IND#,ST#,Cit.#,PF#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,Am.#,W/I#,Green,Pirate
Indiana,2016,President,Marion,212899,130360,,,,,,,,,,,,,,,,,,18190,,,,,,,,,4539,726,120,10,18,8,4,5,0,,,,
Indiana,2016,President,Marshall,4798,12288,,,,,,,,,,,,,,,,,,924,,,,,,,,,163,44,18,5,0,0,0,0,1,,,,
Indiana,2016,President,Martin,881,3697,,,,,,,,,,,,,,,,,,231,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,
Indiana,2016,President,Miami,2766,9975,,,,,,,,,,,,,,,,,,699,,,,,,,,,0,30,12,0,0,0,0,0,0,,,,
Indiana,2016,President,Monroe,34216,20592,,,,,,,,,,,,,,,,,,2917,,,,,,,,,12,627,74,11,0,5,0,0,0,,,,
Indiana,2016,President,Montgomery,3362,11059,,,,,,,,,,,,,,,,,,688,,,,,,,,,0,38,9,0,0,0,0,0,0,,,,
Indiana,2016,President,Morgan,6040,23674,,,,,,,,,,,,,,,,,,1472,,,,,,,,,166,64,24,6,0,0,0,0,0,,,,
Indiana,2016,President,Newton,1404,4077,,,,,,,,,,,,,,,,,,314,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,
Indiana,2016,President,Noble,3904,12198,,,,,,,,,,,,,,,,,,788,,,,,,,,,214,0,0,0,0,0,0,0,0,,,,
Indiana,2016,President,Ohio,686,2118,,,,,,,,,,,,,,,,,,113,,,,,,,,,0,4,0,0,0,0,0,0,0,,,,
Indiana,2016,President,Orange,2048,5803,,,,,,,,,,,,,,,,,,341,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,
Indiana,2016,President,Owen,1946,6153,,,,,,,,,,,,,,,,,,423,,,,,,,,,0,29,5,1,0,0,0,0,0,,,,
Indiana,2016,President,Parke,1441,4863,,,,,,,,,,,,,,,,,,272,,,,,,,,,55,5,0,0,0,0,0,0,0,,,,
Indiana,2016,President,Perry,3062,4556,,,,,,,,,,,,,,,,,,407,,,,,,,,,0,24,6,0,0,0,0,0,0,,,,
Indiana,2016,President,Pike,1297,4398,,,,,,,,,,,,,,,,,,282,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,
Indiana,2016,President,Porter,33676,38832,,,,,,,,,,,,,,,,,,4253,,,,,,,,,1073,367,47,0,4,0,0,1,0,,,,
Indiana,2016,President,Posey,3521,8404,,,,,,,,,,,,,,,,,,542,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,
Indiana,2016,President,Pulaski,1327,3854,,,,,,,,,,,,,,,,,,256,,,,,,,,,1,13,7,0,0,0,0,0,1,,,,
Indiana,2016,President,Putnam,3356,10637,,,,,,,,,,,,,,,,,,687,,,,,,,,,1,20,9,5,0,0,0,0,0,,,,
Indiana,2016,President,Randolph,2446,7517,,,,,,,,,,,,,,,,,,495,,,,,,,,,65,0,0,0,0,0,0,0,0,,,,
Indiana,2016,President,Ripley,2471,9806,,,,,,,,,,,,,,,,,,513,,,,,,,,,129,9,7,0,0,0,0,0,0,,,,
Indiana,2016,President,Rush,1525,5292,,,,,,,,,,,,,,,,,,397,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,
Indiana,2016,President,Saint Joseph,52252,52021,,,,,,,,,,,,,,,,,,5186,,,,,,,,,1830,405,120,24,2,0,1,1,0,,,,
Indiana,2016,President,Scott,2642,6074,,,,,,,,,,,,,,,,,,344,,,,,,,,,48,26,12,1,0,0,0,0,0,,,,
Indiana,2016,President,Shelby,4247,12718,,,,,,,,,,,,,,,,,,970,,,,,,,,,2,43,12,1,0,0,0,1,0,,,,
Indiana,2016,President,Spencer,2861,6572,,,,,,,,,,,,,,,,,,526,,,,,,,,,0,15,0,0,0,0,0,5,0,,,,
Indiana,2016,President,Starke,2489,6367,,,,,,,,,,,,,,,,,,370,,,,,,,,,90,0,0,0,0,0,0,0,0,,,,
Indiana,2016,President,Steuben,3744,10133,,,,,,,,,,,,,,,,,,662,,,,,,,,,0,18,9,0,0,0,0,0,0,,,,
Indiana,2016,President,Sullivan,2113,6138,,,,,,,,,,,,,,,,,,308,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,
Indiana,2016,President,Switzerland,930,2558,,,,,,,,,,,,,,,,,,151,,,,,,,,,50,5,5,0,0,0,0,0,0,,,,
Indiana,2016,President,Tippecanoe,27282,30768,,,,,,,,,,,,,,,,,,4002,,,,,,,,,828,339,97,15,1,5,2,0,0,,,,
Indiana,2016,President,Tipton,1587,5589,,,,,,,,,,,,,,,,,,334,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,
Indiana,2016,President,Union,715,2445,,,,,,,,,,,,,,,,,,126,,,,,,,,,0,5,0,0,0,0,0,0,0,,,,
Indiana,2016,President,Vanderburgh,28530,40496,,,,,,,,,,,,,,,,,,3263,,,,,,,,,863,191,11,8,5,1,1,0,0,,,,
Indiana,2016,President,Vermillion,2081,4513,,,,,,,,,,,,,,,,,,321,,,,,,,,,38,17,3,0,0,0,0,0,0,,,,
Indiana,2016,President,Vigo,15931,21937,,,,,,,,,,,,,,,,,,1723,,,,,,,,,311,190,27,3,5,0,0,0,0,,,,
Indiana,2016,President,Wabash,3018,9821,,,,,,,,,,,,,,,,,,578,,,,,,,,,86,39,6,2,0,1,0,0,1,,,,
Indiana,2016,President,Warren,839,2898,,,,,,,,,,,,,,,,,,184,,,,,,,,,0,5,4,0,0,0,0,0,0,,,,
Indiana,2016,President,Warrick,9086,19113,,,,,,,,,,,,,,,,,,1390,,,,,,,,,350,0,0,0,0,0,0,0,0,,,,
Indiana,2016,President,Washington,2636,8209,,,,,,,,,,,,,,,,,,491,,,,,,,,,2,32,9,3,0,0,0,0,0,,,,
Indiana,2016,President,Wayne,8322,16028,,,,,,,,,,,,,,,,,,1225,,,,,,,,,0,2,0,2,0,0,0,0,0,,,,
Indiana,2016,President,Wells,2586,10005,,,,,,,,,,,,,,,,,,539,,,,,,,,,101,28,27,0,0,0,0,0,0,,,,
Indiana,2016,President,White,2590,6893,,,,,,,,,,,,,,,,,,530,,,,,,,,,45,24,12,0,0,0,0,2,0,,,,
Indiana,2016,President,Whitley,3379,11358,,,,,,,,,,,,,,,,,,799,,,,,,,,,138,58,23,2,0,1,1,0,0,,,,
Indiana,1914,US Senate,Adams,2907,951,,178,,,,590,,,27,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Allen,8210,5653,,340,,,,1705,,,982,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Bartholomew,2888,2706,,86,,,,851,,,80,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Benton,1344,1425,,66,,,,539,,,24,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Blackford,1528,605,,118,,,,1018,,,112,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Boone,3020,1785,,178,,,,1663,,,44,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Brown,885,411,,37,,,,98,,,9,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Carroll,2246,1943,,113,,,,533,,,38,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Cass,4185,3159,,224,,,,1729,,,93,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Clark,3727,1150,,63,,,,1701,,,62,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Clay,3175,2109,,111,,,,1170,,,411,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Clinton,3139,2889,,133,,,,891,,,119,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Crawford,1306,1092,,131,,,,168,,,81,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Daviess,2608,2894,,76,,,,639,,,192,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Dearborn,2722,1924,,70,,,,61,,,48,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Decatur,2147,1762,,104,,,,1132,,,48,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,DeKalb,3083,1960,,203,,,,765,,,141,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Delaware,4420,4001,,312,,,,3037,,,491,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Dubois,3068,1085,,34,,,,265,,,43,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Elkhart,4318,1890,,526,,,,3825,,,547,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Fayette,1562,1446,,35,,,,980,,,85,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Floyd,3541,1003,,83,,,,1808,,,197,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Fountain,2197,2157,,115,,,,850,,,142,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Franklin,2113,1143,,79,,,,449,,,10,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Fulton,1935,1853,,142,,,,585,,,34,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Gibson,3121,2665,,142,,,,1124,,,159,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Grant,4301,4444,,727,,,,1728,,,1264,,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Greene,3329,2718,,82,,,,1317,,,913,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Hamilton,2388,2786,,316,,,,1443,,,74,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Hancock,2335,1226,,160,,,,1054,,,49,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Harrison,2081,1336,,73,,,,904,,,93,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Hendricks,2168,2111,,114,,,,1165,,,42,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Henry,2652,3067,,381,,,,1270,,,122,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Howard,2590,3471,,310,,,,1118,,,685,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1914,US Senate,Huntington,3103,2967,,306,,,,1121,,,197,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
