State,Year,Office,County,D#,R#,CN#,U#,UL#,ND#,SD#,Proh.#,NProh.#,Pop.#,S#,Comm.#,SL#,SW#,Prog.#,Am.#,I#,Ref.#,NL#,G#,L#,FW#,CL#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,I1#,I2#,Comm.,C#,W/I6#,People's#,G,C,Year/Office,W/I#
Missouri,1944,President,Phelps,4256,3180,,,,,,1,,,9,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Pike,4659,3351,,,,,,15,,,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Platte,3741,2344,,,,,,1,,,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Polk,2527,5040,,,,,,11,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Pulaski,3048,2345,,,,,,3,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Putnam,1168,3106,,,,,,3,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Ralls,2799,1164,,,,,,0,,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Randolph,7629,2879,,,,,,9,,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Ray,4521,3094,,,,,,4,,,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Reynolds,1877,951,,,,,,5,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Ripley,1923,1841,,,,,,4,,,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Saint Charles,6715,6022,,,,,,4,,,31,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Saint Clair,1729,1526,,,,,,4,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Saint Francois,2158,2058,,,,,,2,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Saint Louis,7132,3995,,,,,,7,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Saint Louis City,2093,1110,,,,,,65,,,271,,19,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Sainte Genevieve,3435,1934,,,,,,152,,,574,,95,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Saintne,4880,7050,,,,,,11,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Saline,2119,3306,,,,,,2,,,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Schuyler,6745,7320,,,,,,3,,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Scotland,57780,64131,,,,,,31,,,7,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Scott,204687,134411,,,,,,1,,,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Shannon,1878,2214,,,,,,12,,,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Shelby,5982,5079,,,,,,18,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Stoddard,737,3080,,,,,,1,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Sullivan,3328,3611,,,,,,2,,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Taney,936,2499,,,,,,4,,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Texas,4011,3916,,,,,,6,,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Vernon,4885,5171,,,,,,4,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Warren,815,3017,,,,,,4,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Washington,2065,2900,,,,,,1,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Wayne,2169,2171,,,,,,4,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,WebSainte,2785,4281,,,,,,11,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Worth,1437,1444,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Wright,2116,4413,,,,,,8,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Adair,4136,4024,,,,,,,,,8,,,,33,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Andrew,2576,3142,,,,,,,,,2,,,,9,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Atchison,2498,2190,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Audrain,7495,2739,,,,,,,,,3,,,,13,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Barry,4724,4812,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Barton,3008,2577,,,,,,,,,1,,,,6,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Bates,4371,4156,,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Benton,1360,2768,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Bollinger,2075,2187,,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Boone,10200,4289,,,,,,,,,83,,,,81,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Buchanan,22975,13002,,,,,,,,,26,,,,31,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Butler,5319,4276,,,,,,,,,11,,,,24,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Caldwell,1985,2687,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Callaway,6215,2433,,,,,,,,,4,,,,6,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Camden,1264,2020,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Cape Girardeau,7872,7084,,,,,,,,,7,,,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Carroll,3401,4212,,,,,,,,,0,,,,5,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Carter,1255,964,,,,,,,,,5,,,,13,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Cass,5415,3614,,,,,,,,,4,,,,12,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Cedar,2062,2928,,,,,,,,,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Chariton,4170,2615,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Christian,1600,3129,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Clark,2352,2264,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Clay,11855,6408,,,,,,,,,20,,,,21,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Clinton,3481,2227,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Cole,7891,6909,,,,,,,,,11,,,,14,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Cooper,3865,4094,,,,,,,,,8,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Crawford,2289,2650,,,,,,,,,3,,,,7,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Dade,1733,2783,,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Dallas,1590,2695,,,,,,,,,5,,,,6,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Daviess,2868,2823,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,DeKalb,2033,2098,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Dent,2973,2003,,,,,,,,,5,,,,9,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Douglas,1163,2734,,,,,,,,,10,,,,7,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Dunklin,10979,2466,,,,,,,,,8,,,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Franklin,7822,7725,,,,,,,,,10,,,,28,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Gasconade,1204,4268,,,,,,,,,3,,,,10,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Gentry,3410,2633,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Greene,20762,18836,,,,,,,,,34,,,,32,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Grundy,3177,3331,,,,,,,,,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Harrison,2854,3646,,,,,,,,,8,,,,5,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Henry,5551,4619,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Hickory,733,1728,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Holt,2040,2607,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Howard,4143,1538,,,,,,,,,5,,,,7,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Howell,3599,4427,,,,,,,,,21,,,,13,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Iron,2552,1435,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Jackson,139186,86471,,,,,,,,,236,,,,634,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Jasper,15404,14593,,,,,,,,,23,,,,58,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Jefferson,10280,6085,,,,,,,,,23,,,,47,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Johnson,4888,4903,,,,,,,,,6,,,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Knox,2268,1620,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Laclede,3221,3773,,,,,,,,,12,,,,9,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Lafayette,5988,6634,,,,,,,,,9,,,,11,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Lawrence,4649,5392,,,,,,,,,7,,,,10,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Lewis,3155,1564,,,,,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Lincoln,4190,2135,,,,,,,,,6,,,,5,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Linn,5788,4034,,,,,,,,,6,,,,5,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Livingston,4182,3835,,,,,,,,,8,,,,6,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Macon,5193,3833,,,,,,,,,3,,,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Madison,2509,2086,,,,,,,,,7,,,,6,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Maries,1948,894,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Marion,9122,3802,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,McDonald,2925,2979,,,,,,,,,6,,,,14,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Mercer,1008,1595,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Miller,2514,3088,,,,,,,,,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Mississippi,4592,1293,,,,,,,,,5,,,,25,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Moniteau,2787,2594,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Monroe,4769,809,,,,,,,,,1,,,,6,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Montgomery,2792,2889,,,,,,,,,9,,,,3,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Morgan,1862,2365,,,,,,,,,7,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,New Madrid,8925,2082,,,,,,,,,5,,,,6,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Newton,5598,5820,,,,,,,,,10,,,,15,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Nodaway,6253,4886,,,,,,,,,9,,,,13,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Oregon,3133,1214,,,,,,,,,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Osage,2672,2488,,,,,,,,,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Ozark,859,1967,,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Pemiscot,10269,2249,,,,,,,,,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Perry,2133,2903,,,,,,,,,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Pettis,8388,6657,,,,,,,,,8,,,,16,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Phelps,5202,3053,,,,,,,,,7,,,,15,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Pike,4934,2448,,,,,,,,,11,,,,7,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Platte,4354,1644,,,,,,,,,10,,,,6,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Polk,3079,4026,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Pulaski,2858,1644,,,,,,,,,3,,,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Putnam,1463,2499,,,,,,,,,7,,,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Ralls,3013,908,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Randolph,7912,2256,,,,,,,,,3,,,,7,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Ray,4826,2102,,,,,,,,,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Reynolds,2050,692,,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Ripley,2304,1533,,,,,,,,,5,,,,16,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Saint Charles,7185,4822,,,,,,,,,16,,,,23,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Saint Clair,1892,1377,,,,,,,,,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Saint Francois,2451,1693,,,,,,,,,5,,,,12,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Saint Louis,8266,2519,,,,,,,,,9,,,,23,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Saint Louis City,2352,805,,,,,,,,,517,,,,590,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Sainte Genevieve,3400,1348,,,,,,,,,712,,,,1748,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Saintne,6049,5976,,,,,,,,,9,,,,13,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Saline,2489,2548,,,,,,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Schuyler,7276,6234,,,,,,,,,1,,,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Scotland,62684,69592,,,,,,,,,10,,,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Scott,220654,120656,,,,,,,,,9,,,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Shannon,1984,1567,,,,,,,,,1,,,,11,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Shelby,7029,3117,,,,,,,,,6,,,,17,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Stoddard,892,2222,,,,,,,,,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Sullivan,3443,3140,,,,,,,,,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Taney,1427,2361,,,,,,,,,3,,,,6,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Texas,4664,3320,,,,,,,,,4,,,,6,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Vernon,5342,3808,,,,,,,,,5,,,,9,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Warren,1071,2380,,,,,,,,,10,,,,7,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Washington,2370,2200,,,,,,,,,6,,,,9,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Wayne,2695,1937,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,WebSainte,3292,3581,,,,,,,,,8,,,,9,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Worth,1563,1162,,,,,,,,,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1948,President,Wright,2505,3542,,,,,,,,,3,,,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Adair,3339,5748,8,,,,,12,,,0,,1,,12,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Andrew,2104,4452,0,,,,,0,,,1,,0,,5,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Atchison,2028,3259,2,,,,,1,,,0,,0,,7,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Audrain,6775,4767,1,,,,,4,,,0,,3,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Barry,4124,6664,0,,,,,0,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Barton,2661,4056,6,,,,,11,,,2,,0,,5,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Bates,3995,6002,0,,,,,0,,,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Benton,1303,3470,11,,,,,2,,,1,,0,,12,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Bollinger,2182,3060,1,,,,,1,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Boone,10206,7545,4,,,,,11,,,4,,2,,13,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Buchanan,19854,22087,10,,,,,14,,,2,,3,,15,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Butler,6426,7843,4,,,,,7,,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Caldwell,1860,3755,0,,,,,2,,,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Callaway,5484,3818,4,,,,,3,,,0,,1,,11,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Camden,1226,2789,6,,,,,1,,,0,,0,,3,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Cape Girardeau,7933,10729,4,,,,,8,,,0,,0,,10,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Carroll,3146,5410,2,,,,,6,,,0,,0,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Carter,1123,1100,0,,,,,0,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Cass,5089,6000,0,,,,,2,,,1,,0,,10,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Cedar,1483,3814,7,,,,,4,,,2,,1,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Chariton,3730,3883,3,,,,,3,,,0,,1,,7,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Christian,1374,4440,0,,,,,2,,,0,,0,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Clark,2045,2850,5,,,,,8,,,1,,1,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Clay,12502,13043,3,,,,,33,,,3,,1,,13,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Clinton,3048,3685,2,,,,,2,,,1,,0,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Cole,7507,9700,2,,,,,1,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Cooper,3475,5208,3,,,,,7,,,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Crawford,2453,3753,5,,,,,0,,,1,,0,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Dade,1340,3395,3,,,,,3,,,0,,0,,6,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Dallas,1258,3459,1,,,,,6,,,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Daviess,2424,3845,2,,,,,7,,,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,DeKalb,1773,3073,3,,,,,4,,,0,,0,,3,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Dent,2738,2755,0,,,,,1,,,0,,0,,3,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Douglas,909,4051,4,,,,,4,,,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Dunklin,9515,5400,2,,,,,3,,,0,,0,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Franklin,8610,11367,4,,,,,8,,,3,,0,,12,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Gasconade,1285,5339,1,,,,,3,,,0,,0,,5,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Gentry,2508,3429,0,,,,,0,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Greene,19234,29673,18,,,,,26,,,5,,3,,29,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Grundy,2747,4790,0,,,,,4,,,0,,0,,14,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Harrison,2261,5191,4,,,,,3,,,2,,0,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Henry,4576,6628,0,,,,,7,,,0,,0,,9,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Hickory,622,2054,2,,,,,1,,,0,,0,,7,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Holt,1487,3476,4,,,,,11,,,0,,0,,7,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Howard,3635,2340,0,,,,,1,,,3,,0,,3,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Howell,3349,6608,8,,,,,14,,,0,,0,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Iron,2286,1831,0,,,,,6,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Jackson,138792,133093,70,,,,,169,,,33,,37,,103,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Jasper,14665,23065,20,,,,,22,,,6,,1,,33,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Jefferson,12808,9607,3,,,,,0,,,3,,1,,15,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Johnson,4294,6990,4,,,,,10,,,0,,1,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Knox,1988,2229,0,,,,,2,,,1,,0,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Laclede,2839,5312,1,,,,,1,,,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Lafayette,6020,8805,7,,,,,6,,,0,,0,,19,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Lawrence,4232,8029,8,,,,,17,,,1,,0,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Lewis,2896,2416,1,,,,,5,,,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Lincoln,4020,3458,1,,,,,1,,,2,,0,,5,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Linn,5189,5551,0,,,,,4,,,1,,0,,6,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Livingston,3757,5594,3,,,,,3,,,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Macon,4577,5537,1,,,,,6,,,1,,3,,0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Madison,2375,2676,0,,,,,14,,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Maries,1783,1501,0,,,,,0,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Marion,8457,6162,1,,,,,2,,,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,McDonald,2525,4121,2,,,,,0,,,1,,0,,15,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Mercer,936,2482,1,,,,,2,,,0,,0,,7,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Miller,2426,4237,1,,,,,2,,,0,,4,,11,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Mississippi,4331,2380,2,,,,,6,,,0,,2,,9,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Moniteau,2416,3658,2,,,,,2,,,0,,0,,3,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Monroe,4760,1488,1,,,,,3,,,3,,4,,0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Montgomery,2835,3670,4,,,,,0,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Morgan,1750,3390,0,,,,,0,,,6,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,New Madrid,8504,3809,2,,,,,9,,,1,,0,,4,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Newton,5070,8577,9,,,,,8,,,3,,2,,8,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Nodaway,4805,7614,4,,,,,8,,,0,,1,,9,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Oregon,2926,1804,2,,,,,11,,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Osage,2191,3404,5,,,,,3,,,1,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Ozark,734,2572,0,,,,,1,,,1,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Pemiscot,8913,4118,2,,,,,5,,,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1952,President,Perry,2324,4633,0,,,,,1,,,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
