State,Year,Office,County,D#,R#,IND#,Proh.#,S#,SL#,Pop.#,Prog.#,U#,Labor#,Comm.#,I1#,I2#,C#,L#,NL#,Ref.#,G#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,Country#,I#,W/I#,Year / Office
Wyoming,,,Niobrara,100,1000,,,,,,,,,,,,,38,,,,,,,,,,,,0,2010 Secretary of State
Wyoming,,,Park,1448,9409,,,,,,,,,,,,,430,,,,,,,,,,,,10,2010 Secretary of State
Wyoming,,,Platte,743,2876,,,,,,,,,,,,,156,,,,,,,,,,,,4,2010 Secretary of State
Wyoming,,,Sheridan,1964,8218,,,,,,,,,,,,,347,,,,,,,,,,,,6,2010 Secretary of State
Wyoming,,,Sublette,418,2796,,,,,,,,,,,,,127,,,,,,,,,,,,4,2010 Secretary of State
Wyoming,,,Sweetwater,3195,8396,,,,,,,,,,,,,623,,,,,,,,,,,,6,2010 Secretary of State
Wyoming,,,Teton,3161,4494,,,,,,,,,,,,,289,,,,,,,,,,,,5,2010 Secretary of State
Wyoming,,,Uinta,1049,4636,,,,,,,,,,,,,297,,,,,,,,,,,,5,2010 Secretary of State
Wyoming,,,Washakie,467,2770,,,,,,,,,,,,,140,,,,,,,,,,,,5,2010 Secretary of State
Wyoming,,,Weston,322,2276,,,,,,,,,,,,,159,,,,,,,,,,,,5,2010 Secretary of State
Wyoming,,,Albany,214,8814,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Big Horn,11,3927,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Campbell,42,10159,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Carbon,20,4503,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Converse,18,4452,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Crook,12,2786,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Fremont,82,11360,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Goshen,8,4399,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Hot Springs,12,1913,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Johnson,14,3400,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Laramie,251,25228,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Lincoln,41,5752,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Natrona,181,19207,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Niobrara,3,1080,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Park,55,9888,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Platte,20,3369,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Sheridan,67,9128,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Sublette,19,3024,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Sweetwater,65,10272,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Teton,75,5859,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Uinta,34,5364,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Washakie,23,3046,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Weston,15,2506,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Treasurer
Wyoming,,,Albany,219,7544,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Big Horn,14,3698,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Campbell,47,9301,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Carbon,20,3861,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Converse,12,3666,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Crook,10,2429,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Fremont,66,9859,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Goshen,11,3784,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Hot Springs,12,1707,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Johnson,14,2850,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Laramie,206,20922,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Lincoln,43,5083,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Natrona,210,16864,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Niobrara,3,942,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Park,71,8068,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Platte,21,3078,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Sheridan,90,7886,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Sublette,8,2696,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Sweetwater,112,9199,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Teton,79,5157,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Uinta,40,4977,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Washakie,10,2492,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Weston,7,2153,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Auditor
Wyoming,,,Albany,986,6316,,,,,,,,,,,,,1555,,,,,,,,,,,,136,2014 Secretary of State
Wyoming,,,Big Horn,748,2930,,,,,,,,,,,,,265,,,,,,,,,,,,8,2014 Secretary of State
Wyoming,,,Campbell,951,8429,,,,,,,,,,,,,724,,,,,,,,,,,,20,2014 Secretary of State
Wyoming,,,Carbon,570,3212,,,,,,,,,,,,,508,,,,,,,,,,,,10,2014 Secretary of State
Wyoming,,,Converse,510,3254,,,,,,,,,,,,,301,,,,,,,,,,,,6,2014 Secretary of State
Wyoming,,,Crook,261,2161,,,,,,,,,,,,,209,,,,,,,,,,,,4,2014 Secretary of State
Wyoming,,,Fremont,1319,8646,,,,,,,,,,,,,1276,,,,,,,,,,,,36,2014 Secretary of State
Wyoming,,,Goshen,686,3132,,,,,,,,,,,,,286,,,,,,,,,,,,25,2014 Secretary of State
Wyoming,,,Hot Springs,256,1459,,,,,,,,,,,,,186,,,,,,,,,,,,10,2014 Secretary of State
Wyoming,,,Johnson,233,2653,,,,,,,,,,,,,208,,,,,,,,,,,,8,2014 Secretary of State
Wyoming,,,Laramie,2893,18411,,,,,,,,,,,,,2872,,,,,,,,,,,,217,2014 Secretary of State
Wyoming,,,Lincoln,747,4281,,,,,,,,,,,,,477,,,,,,,,,,,,11,2014 Secretary of State
Wyoming,,,Natrona,2585,15101,,,,,,,,,,,,,1968,,,,,,,,,,,,119,2014 Secretary of State
Wyoming,,,Niobrara,116,822,,,,,,,,,,,,,66,,,,,,,,,,,,7,2014 Secretary of State
Wyoming,,,Park,1001,7112,,,,,,,,,,,,,732,,,,,,,,,,,,39,2014 Secretary of State
Wyoming,,,Platte,503,2548,,,,,,,,,,,,,343,,,,,,,,,,,,12,2014 Secretary of State
Wyoming,,,Sheridan,816,7038,,,,,,,,,,,,,1015,,,,,,,,,,,,38,2014 Secretary of State
Wyoming,,,Sublette,277,2393,,,,,,,,,,,,,237,,,,,,,,,,,,14,2014 Secretary of State
Wyoming,,,Sweetwater,1499,7311,,,,,,,,,,,,,1514,,,,,,,,,,,,50,2014 Secretary of State
Wyoming,,,Teton,529,4418,,,,,,,,,,,,,1226,,,,,,,,,,,,64,2014 Secretary of State
Wyoming,,,Uinta,890,4010,,,,,,,,,,,,,485,,,,,,,,,,,,20,2014 Secretary of State
Wyoming,,,Washakie,262,2247,,,,,,,,,,,,,214,,,,,,,,,,,,4,2014 Secretary of State
Wyoming,,,Weston,280,1888,,,,,,,,,,,,,191,,,,,,,,,,,,1,2014 Secretary of State
Wyoming,,,Albany,224,7641,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Big Horn,11,3653,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Campbell,42,9290,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Carbon,20,3846,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Converse,11,3685,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Crook,15,2431,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Fremont,70,9886,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Goshen,12,3829,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Hot Springs,8,1708,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Johnson,15,3032,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Laramie,178,21069,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Lincoln,33,5066,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Natrona,212,17119,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Niobrara,5,947,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Park,62,8029,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Platte,24,3067,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Sheridan,73,8121,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Sublette,12,2564,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Sweetwater,95,9097,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Teton,94,5262,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Uinta,33,4873,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Washakie,8,2488,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Weston,5,2128,,,,,,,,,,,,,,,,,,,,,,,,,,2014 Treasurer
Wyoming,,,Albany,6397,7329,,,,,,,,,,,,,,,,,,,,,,,,,14,2018 Auditor
Wyoming,,,Big Horn,543,3660,,,,,,,,,,,,,,,,,,,,,,,,,5,2018 Auditor
Wyoming,,,Campbell,1453,11135,,,,,,,,,,,,,,,,,,,,,,,,,13,2018 Auditor
Wyoming,,,Carbon,1264,3731,,,,,,,,,,,,,,,,,,,,,,,,,4,2018 Auditor
Wyoming,,,Converse,672,4161,,,,,,,,,,,,,,,,,,,,,,,,,1,2018 Auditor
Wyoming,,,Crook,334,2682,,,,,,,,,,,,,,,,,,,,,,,,,1,2018 Auditor
Wyoming,,,Fremont,3926,10029,,,,,,,,,,,,,,,,,,,,,,,,,14,2018 Auditor
Wyoming,,,Goshen,1027,3626,,,,,,,,,,,,,,,,,,,,,,,,,5,2018 Auditor
Wyoming,,,Hot Springs,343,1853,,,,,,,,,,,,,,,,,,,,,,,,,16,2018 Auditor
Wyoming,,,Johnson,536,3218,,,,,,,,,,,,,,,,,,,,,,,,,4,2018 Auditor
Wyoming,,,Laramie,10441,21328,,,,,,,,,,,,,,,,,,,,,,,,,28,2018 Auditor
Wyoming,,,Lincoln,1084,5914,,,,,,,,,,,,,,,,,,,,,,,,,1,2018 Auditor
Wyoming,,,Natrona,5993,17549,,,,,,,,,,,,,,,,,,,,,,,,,41,2018 Auditor
Wyoming,,,Niobrara,135,993,,,,,,,,,,,,,,,,,,,,,,,,,1,2018 Auditor
Wyoming,,,Park,2130,9361,,,,,,,,,,,,,,,,,,,,,,,,,14,2018 Auditor
Wyoming,,,Platte,749,2936,,,,,,,,,,,,,,,,,,,,,,,,,0,2018 Auditor
Wyoming,,,Sheridan,2569,8867,,,,,,,,,,,,,,,,,,,,,,,,,19,2018 Auditor
Wyoming,,,Sublette,560,2734,,,,,,,,,,,,,,,,,,,,,,,,,2,2018 Auditor
Wyoming,,,Sweetwater,3880,8519,,,,,,,,,,,,,,,,,,,,,,,,,14,2018 Auditor
Wyoming,,,Teton,6392,4653,,,,,,,,,,,,,,,,,,,,,,,,,9,2018 Auditor
Wyoming,,,Uinta,1198,4895,,,,,,,,,,,,,,,,,,,,,,,,,10,2018 Auditor
Wyoming,,,Washakie,527,2500,,,,,,,,,,,,,,,,,,,,,,,,,6,2018 Auditor
Wyoming,,,Weston,308,2307,,,,,,,,,,,,,,,,,,,,,,,,,0,2018 Auditor
Wyoming,,,Albany,6641,6666,,,,,,,,,,,,,674,,,,,,,,,,,,14,2018 Secretary of State
Wyoming,,,Big Horn,569,3510,,,,,,,,,,,,,166,,,,,,,,,,,,4,2018 Secretary of State
Wyoming,,,Campbell,1372,10846,,,,,,,,,,,,,504,,,,,,,,,,,,6,2018 Secretary of State
Wyoming,,,Carbon,1260,3543,,,,,,,,,,,,,276,,,,,,,,,,,,1,2018 Secretary of State
Wyoming,,,Converse,659,4001,,,,,,,,,,,,,194,,,,,,,,,,,,4,2018 Secretary of State
Wyoming,,,Crook,323,2627,,,,,,,,,,,,,94,,,,,,,,,,,,0,2018 Secretary of State
Wyoming,,,Fremont,4151,9166,,,,,,,,,,,,,703,,,,,,,,,,,,9,2018 Secretary of State
Wyoming,,,Goshen,740,3940,,,,,,,,,,,,,113,,,,,,,,,,,,0,2018 Secretary of State
Wyoming,,,Hot Springs,386,1729,,,,,,,,,,,,,99,,,,,,,,,,,,2,2018 Secretary of State
Wyoming,,,Johnson,543,3122,,,,,,,,,,,,,114,,,,,,,,,,,,0,2018 Secretary of State
Wyoming,,,Laramie,11178,19853,,,,,,,,,,,,,1170,,,,,,,,,,,,60,2018 Secretary of State
Wyoming,,,Lincoln,1008,5768,,,,,,,,,,,,,307,,,,,,,,,,,,0,2018 Secretary of State
Wyoming,,,Natrona,6006,16762,,,,,,,,,,,,,1156,,,,,,,,,,,,19,2018 Secretary of State
Wyoming,,,Niobrara,130,934,,,,,,,,,,,,,61,,,,,,,,,,,,7,2018 Secretary of State
Wyoming,,,Park,2236,8868,,,,,,,,,,,,,482,,,,,,,,,,,,6,2018 Secretary of State
Wyoming,,,Platte,681,2857,,,,,,,,,,,,,181,,,,,,,,,,,,0,2018 Secretary of State
Wyoming,,,Sheridan,2702,8420,,,,,,,,,,,,,440,,,,,,,,,,,,6,2018 Secretary of State
Wyoming,,,Sublette,575,2591,,,,,,,,,,,,,141,,,,,,,,,,,,0,2018 Secretary of State
Wyoming,,,Sweetwater,3493,8439,,,,,,,,,,,,,644,,,,,,,,,,,,7,2018 Secretary of State
Wyoming,,,Teton,6731,4055,,,,,,,,,,,,,498,,,,,,,,,,,,3,2018 Secretary of State
Wyoming,,,Uinta,1179,4646,,,,,,,,,,,,,312,,,,,,,,,,,,5,2018 Secretary of State
Wyoming,,,Washakie,511,2425,,,,,,,,,,,,,121,,,,,,,,,,,,3,2018 Secretary of State
Wyoming,,,Weston,281,2258,,,,,,,,,,,,,111,,,,,,,,,,,,0,2018 Secretary of State
Wyoming,,,Albany,6707,7222,,,,,,,,,,,,,,,,,,,,,,,,,16,2018 Treasurer
Wyoming,,,Big Horn,589,3617,,,,,,,,,,,,,,,,,,,,,,,,,4,2018 Treasurer
Wyoming,,,Campbell,1549,11024,,,,,,,,,,,,,,,,,,,,,,,,,13,2018 Treasurer
Wyoming,,,Carbon,1348,3677,,,,,,,,,,,,,,,,,,,,,,,,,1,2018 Treasurer
Wyoming,,,Converse,691,4135,,,,,,,,,,,,,,,,,,,,,,,,,1,2018 Treasurer
Wyoming,,,Crook,330,2687,,,,,,,,,,,,,,,,,,,,,,,,,2,2018 Treasurer
Wyoming,,,Fremont,4217,9680,,,,,,,,,,,,,,,,,,,,,,,,,9,2018 Treasurer
Wyoming,,,Goshen,971,3784,,,,,,,,,,,,,,,,,,,,,,,,,13,2018 Treasurer
Wyoming,,,Hot Springs,393,1798,,,,,,,,,,,,,,,,,,,,,,,,,2,2018 Treasurer
Wyoming,,,Johnson,573,3183,,,,,,,,,,,,,,,,,,,,,,,,,3,2018 Treasurer
Wyoming,,,Laramie,10999,20650,,,,,,,,,,,,,,,,,,,,,,,,,71,2018 Treasurer
Wyoming,,,Lincoln,1116,5872,,,,,,,,,,,,,,,,,,,,,,,,,4,2018 Treasurer
Wyoming,,,Natrona,6310,17287,,,,,,,,,,,,,,,,,,,,,,,,,34,2018 Treasurer
Wyoming,,,Niobrara,127,1012,,,,,,,,,,,,,,,,,,,,,,,,,3,2018 Treasurer
Wyoming,,,Park,2294,9195,,,,,,,,,,,,,,,,,,,,,,,,,15,2018 Treasurer
Wyoming,,,Platte,747,2954,,,,,,,,,,,,,,,,,,,,,,,,,0,2018 Treasurer
Wyoming,,,Sheridan,2772,8663,,,,,,,,,,,,,,,,,,,,,,,,,15,2018 Treasurer
Wyoming,,,Sublette,583,2702,,,,,,,,,,,,,,,,,,,,,,,,,1,2018 Treasurer
Wyoming,,,Sweetwater,3837,8641,,,,,,,,,,,,,,,,,,,,,,,,,16,2018 Treasurer
Wyoming,,,Teton,6651,4340,,,,,,,,,,,,,,,,,,,,,,,,,15,2018 Treasurer
Wyoming,,,Uinta,1250,4849,,,,,,,,,,,,,,,,,,,,,,,,,5,2018 Treasurer
Wyoming,,,Washakie,492,2552,,,,,,,,,,,,,,,,,,,,,,,,,3,2018 Treasurer
Wyoming,,,Weston,319,2302,,,,,,,,,,,,,,,,,,,,,,,,,0,2018 Treasurer
