State,Year,Office,County,D#,R%,GB#,Wor.#,CL#,ST#,Cit.#,Justice#,Delta#,PF#,Proh.#,Pop.#,ND#,Comm.#,SL#,Prog.#,S&L#,S#,SW#,U#,UL#,AI#,IND#,I1#,I2#,NL#,Ref.#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,R#,I#,W/I#,CM#,Mod.#,Comp.#,Year / Office,Town,I3#,I4#
Rhode Island,1954,US Senate,Newport,10399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10272,,,,,,,,,
Rhode Island,1954,US Senate,Providence,145248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88910,,,,,,,,,
Rhode Island,1954,US Senate,Washington,9123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9047,,,,,,,,,
Rhode Island,1958,US Senate,Bristol,9290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004,,,,,,,,,
Rhode Island,1958,US Senate,Kent,25170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19285,,,,,,,,,
Rhode Island,1958,US Senate,Newport,13009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9440,,,,,,,,,
Rhode Island,1958,US Senate,Providence,164059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78308,,,,,,,,,
Rhode Island,1958,US Senate,Washington,10638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9316,,,,,,,,,
Rhode Island,1960,US Senate,Bristol,11797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600,,,,,,,,,
Rhode Island,1960,US Senate,Kent,33752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20806,,,,,,,,,
Rhode Island,1960,US Senate,Newport,17976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9189,,,,,,,,,
Rhode Island,1960,US Senate,Providence,198960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76995,,,,,,,,,
Rhode Island,1960,US Senate,Washington,13090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10818,,,,,,,,,
Rhode Island,1964,US Senate,Bristol,14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4072,,,,,,,,,
Rhode Island,1964,US Senate,Kent,45189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10977,,,,,,,,,
Rhode Island,1964,US Senate,Newport,20209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5914,,,,,,,,,
Rhode Island,1964,US Senate,Providence,221644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39270,,,,,,,,,
Rhode Island,1964,US Senate,Washington,17957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6482,,,,,,,,,
Rhode Island,1966,US Senate,Bristol,9440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7079,,,,,,,,,
Rhode Island,1966,US Senate,Kent,30884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19943,,,,,,,,,
Rhode Island,1966,US Senate,Newport,15730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6829,,,,,,,,,
Rhode Island,1966,US Senate,Providence,151071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61686,,,,,,,,,
Rhode Island,1966,US Senate,Washington,12266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9301,,,,,,,,,
Rhode Island,1970,US Senate,Bristol,11299,,,,,,,,,174,,,,,,,,,34,,,,,,,,,,,,,,,,6026,,,,,,,,,
Rhode Island,1970,US Senate,Kent,36016,,,,,,,,,301,,,,,,,,,119,,,,,,,,,,,,,,,,19588,,,,,,,,,
Rhode Island,1970,US Senate,Newport,15789,,,,,,,,,362,,,,,,,,,67,,,,,,,,,,,,,,,,7392,,,,,,,,,
Rhode Island,1970,US Senate,Providence,152306,,,,,,,,,1363,,,,,,,,,703,,,,,,,,,,,,,,,,65518,,,,,,,,,
Rhode Island,1970,US Senate,Washington,15059,,,,,,,,,206,,,,,,,,,73,,,,,,,,,,,,,,,,8827,,,,,,,,,
Rhode Island,1972,US Senate,Bristol,10789,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,10907,93,,,,,,,,
Rhode Island,1972,US Senate,Kent,33390,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,36214,259,,,,,,,,
Rhode Island,1972,US Senate,Newport,16299,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,15015,125,,,,,,,,
Rhode Island,1972,US Senate,Providence,146380,,,,,,,,,,,,,,,,,,321,,,,,,,,,,,,,,,,109709,1420,,,,,,,,
Rhode Island,1972,US Senate,Washington,15084,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,17145,144,,,,,,,,
Rhode Island,1976,US Senate,Bristol,7652,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,13333,,,,,,,,,
Rhode Island,1976,US Senate,Kent,25323,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,43676,,,,,,,,,
Rhode Island,1976,US Senate,Newport,14112,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,17321,,,,,,,,,
Rhode Island,1976,US Senate,Providence,107837,,,,,,,,,,,,,581,,,,,,,,,,,,,,,,,,,,,133937,,,,,,,,,
Rhode Island,1976,US Senate,Washington,12741,,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,22062,,,,,,,,,
Rhode Island,1978,US Senate,Bristol,10487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192,,,,,,,,,
Rhode Island,1978,US Senate,Kent,38173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13885,,,,,,,,,
Rhode Island,1978,US Senate,Newport,16595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6723,,,,,,,,,
Rhode Island,1978,US Senate,Providence,145543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41660,,,,,,,,,
Rhode Island,1978,US Senate,Washington,18759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8601,,,,,,,,,
Rhode Island,1982,US Senate,Bristol,7139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9989,,,,,,,,,
Rhode Island,1982,US Senate,Kent,25407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33382,,,,,,,,,
Rhode Island,1982,US Senate,Newport,11515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14772,,,,,,,,,
Rhode Island,1982,US Senate,Providence,110275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97012,,,,,,,,,
Rhode Island,1982,US Senate,Washington,12947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20340,,,,,,,,,
Rhode Island,1984,US Senate,Bristol,13991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6324,,,,,,,,,
Rhode Island,1984,US Senate,Kent,49122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21082,,,,,,,,,
Rhode Island,1984,US Senate,Newport,22836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10050,,,,,,,,,
Rhode Island,1984,US Senate,Providence,173408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57429,,,,,,,,,
Rhode Island,1984,US Senate,Washington,27423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13607,,,,,,,,,
Rhode Island,1988,US Senate,Bristol,8554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13088,,,,,,,,,
Rhode Island,1988,US Senate,Kent,29540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41938,,,,,,,,,
Rhode Island,1988,US Senate,Newport,9809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14889,,,,,,,,,
Rhode Island,1988,US Senate,Providence,112804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114037,,,,,,,,,
Rhode Island,1988,US Senate,Washington,20010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33321,,,,,,,,,
Rhode Island,1990,US Senate,Bristol,11596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8122,,,,,,,,,
Rhode Island,1990,US Senate,Kent,37113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29475,,,,,,,,,
Rhode Island,1990,US Senate,Newport,13250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9081,,,,,,,,,
Rhode Island,1990,US Senate,Providence,136381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71526,,,,,,,,,
Rhode Island,1990,US Senate,Washington,26765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20743,,,,,,,,,
Rhode Island,1994,US Senate,Bristol,5393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12876,,,,,,,,,
Rhode Island,1994,US Senate,Kent,21891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43820,,,,,,,,,
Rhode Island,1994,US Senate,Newport,8875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19892,,,,,,,,,
Rhode Island,1994,US Senate,Providence,73698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117481,,,,,,,,,
Rhode Island,1994,US Senate,Washington,12675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28787,,,,,,,,,
Rhode Island,1996,US Senate,Bristol,11033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8615,230,,,,,,,,
Rhode Island,1996,US Senate,Kent,42026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25022,1035,,,,,,,,
Rhode Island,1996,US Senate,Newport,17736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13705,428,,,,,,,,
Rhode Island,1996,US Senate,Providence,132573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61918,2891,,,,,,,,
Rhode Island,1996,US Senate,Washington,27308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18108,743,,,,,,,,
Rhode Island,2000,US Senate,Bristol,8163,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,,,,,13537,230,,,,,,,,
Rhode Island,2000,US Senate,Kent,25593,,,,,,,,,,,,,,,,,,,,,,,,,,719,,,,,,,,44714,555,,,,,,,,
Rhode Island,2000,US Senate,Newport,12307,,,,,,,,,,,,,,,,,,,,,,,,,,349,,,,,,,,22673,387,,,,,,,,
Rhode Island,2000,US Senate,Providence,95193,,,,,,,,,,,,,,,,,,,,,,,,,,2231,,,,,,,,108904,1918,,,,,,,,
Rhode Island,2000,US Senate,Washington,19767,,,,,,,,,,,,,,,,,,,,,,,,,,625,,,,,,,,32760,545,,,,,,,,
Rhode Island,2002,US Senate,Bristol,13489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4308,,,,,,,,,
Rhode Island,2002,US Senate,Kent,45381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14209,,,,,,,,,
Rhode Island,2002,US Senate,Newport,21345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7435,,,,,,,,,
Rhode Island,2002,US Senate,Providence,140443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31948,,,,,,,,,
Rhode Island,2002,US Senate,Washington,33264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11981,,,,,,,,,
Rhode Island,2006,US Senate,Bristol,10435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10554,,66,,,,,,,
Rhode Island,2006,US Senate,Kent,34349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38370,,240,,,,,,,
Rhode Island,2006,US Senate,Newport,16609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17050,,114,,,,,,,
Rhode Island,2006,US Senate,Providence,119618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82679,,682,,,,,,,
Rhode Island,2006,US Senate,Washington,25098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30348,,152,,,,,,,
Rhode Island,2008,US Senate,Bristol,17507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6657,,84,,,,,,,
Rhode Island,2008,US Senate,Kent,55643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23885,,401,,,,,,,
Rhode Island,2008,US Senate,Newport,27981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11121,,114,,,,,,,
Rhode Island,2008,US Senate,Providence,176273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55607,,1140,,,,,,,
Rhode Island,2008,US Senate,Washington,43240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18904,,255,,,,,,,
Rhode Island,2012,US Senate,Bristol,14556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8390,,32,,,,,,,
Rhode Island,2012,US Senate,Kent,44332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30217,,170,,,,,,,
Rhode Island,2012,US Senate,Newport,22774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14224,,50,,,,,,,
Rhode Island,2012,US Senate,Providence,154123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69136,,549,,,,,,,
Rhode Island,2012,US Senate,Washington,35006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24209,,131,,,,,,,
Rhode Island,2014,US Senate,Bristol,12856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4940,,29,,,,,,,
Rhode Island,2014,US Senate,Kent,38320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19663,,80,,,,,,,
Rhode Island,2014,US Senate,Newport,20532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8472,,33,,,,,,,
Rhode Island,2014,US Senate,Providence,121097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43866,,331,,,,,,,
Rhode Island,2014,US Senate,Washington,30849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15742,,66,,,,,,,
Rhode Island,2018,US Senate,Bristol,13441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7757,,48,,,,,,,
Rhode Island,2018,US Senate,Kent,36704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30749,,145,,,,,,,
Rhode Island,2018,US Senate,Newport,21453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12228,,61,,,,,,,
Rhode Island,2018,US Senate,Providence,126669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70495,,476,,,,,,,
Rhode Island,2018,US Senate,Washington,33071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23189,,110,,,,,,,
Rhode Island,1801,Governor,Bristol,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,1801,Governor,Kent,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,1801,Governor,Newport,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,1801,Governor,Providence,1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,1801,Governor,Washington,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,1950,Governor,Bristol,6990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5020,,,,,,,,,
Rhode Island,1950,Governor,Kent,15589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15505,,,,,,,,,
Rhode Island,1950,Governor,Newport,9445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8190,,,,,,,,,
Rhode Island,1950,Governor,Providence,136827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83551,,,,,,,,,
Rhode Island,1950,Governor,Washington,7274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8418,,,,,,,,,
Rhode Island,1952,Governor,Bristol,8858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7793,,,,,,,,,
Rhode Island,1952,Governor,Kent,18837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26451,,,,,,,,,
Rhode Island,1952,Governor,Newport,12262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13542,,,,,,,,,
Rhode Island,1952,Governor,Providence,166552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133697,,,,,,,,,
Rhode Island,1952,Governor,Washington,9078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12619,,,,,,,,,
Rhode Island,1954,Governor,Bristol,7661,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,6509,,,,,,,,,
Rhode Island,1954,Governor,Kent,20310,,,,,,,,,,,,,,,,,,,,,,,232,,,,,,,,,,,19122,,,,,,,,,
Rhode Island,1954,Governor,Newport,9616,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,11464,,,,,,,,,
Rhode Island,1954,Governor,Providence,143017,,,,,,,,,,,,,,,,,,,,,,,1538,,,,,,,,,,,90867,,,,,,,,,
Rhode Island,1954,Governor,Washington,8991,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,9169,,,,,,,,,
Rhode Island,1956,Governor,Bristol,7935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8663,,,,,,,,,
Rhode Island,1956,Governor,Kent,19709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27649,,,,,,,,,
Rhode Island,1956,Governor,Newport,13026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12161,,,,,,,,,
Rhode Island,1956,Governor,Providence,142626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130711,,,,,,,,,
Rhode Island,1956,Governor,Washington,9019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12420,,,,,,,,,
Rhode Island,1958,Governor,Bristol,7260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8115,,,,,,,,,
Rhode Island,1958,Governor,Kent,18972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25900,,,,,,,,,
Rhode Island,1958,Governor,Newport,11357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11503,,,,,,,,,
Rhode Island,1958,Governor,Providence,124010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119582,,,,,,,,,
Rhode Island,1958,Governor,Washington,8676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11405,,,,,,,,,
Rhode Island,1960,Governor,Bristol,9432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9048,,0,,,,,,,
Rhode Island,1960,Governor,Kent,27322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27083,,0,,,,,,,
Rhode Island,1960,Governor,Newport,15207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11928,,0,,,,,,,
Rhode Island,1960,Governor,Providence,164021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113270,,0,,,,,,,
Rhode Island,1960,Governor,Washington,11336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12715,,1,,,,,,,
Rhode Island,1962,Governor,Bristol,6535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9345,,,,,,,,,
Rhode Island,1962,Governor,Kent,19430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27614,,,,,,,,,
Rhode Island,1962,Governor,Newport,10860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11736,,,,,,,,,
Rhode Island,1962,Governor,Providence,118727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103007,,,,,,,,,
Rhode Island,1962,Governor,Washington,8002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12250,,,,,,,,,
Rhode Island,1964,Governor,Bristol,5926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12946,,0,,,,,,,
Rhode Island,1964,Governor,Kent,19033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38098,,0,,,,,,,
Rhode Island,1964,Governor,Newport,9883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000,,0,,,,,,,
Rhode Island,1964,Governor,Providence,108315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155593,,0,,,,,,,
Rhode Island,1964,Governor,Washington,9008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15864,,0,,,,,,,
Rhode Island,1966,Governor,Bristol,4708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12120,,,,,,,,,
Rhode Island,1966,Governor,Kent,17852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34361,,,,,,,,,
Rhode Island,1966,Governor,Newport,7354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15523,,,,,,,,,
Rhode Island,1966,Governor,Providence,84685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133466,,,,,,,,,
Rhode Island,1966,Governor,Washington,7263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14732,,,,,,,,,
Rhode Island,1968,Governor,Bristol,8683,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,10735,,,,,,,,,
Rhode Island,1968,Governor,Kent,27360,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,33107,,,,,,,,,
Rhode Island,1968,Governor,Newport,12853,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,14657,,,,,,,,,
Rhode Island,1968,Governor,Providence,135223,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,114468,,,,,,,,,
Rhode Island,1968,Governor,Washington,11647,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,14991,,,,,,,,,
Rhode Island,1970,Governor,Bristol,8290,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,9452,,,,,,,,,
Rhode Island,1970,Governor,Kent,27075,,,,,,,,,,,,,,,,,,,,,,,187,,,,,,,,,,,29513,,,,,,,,,
Rhode Island,1970,Governor,Newport,11473,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,12562,,,,,,,,,
Rhode Island,1970,Governor,Providence,114853,,,,,,,,,,,,,,,,,,,,,,,919,,,,,,,,,,,107269,,,,,,,,,
Rhode Island,1970,Governor,Washington,11729,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,12753,,,,,,,,,
Rhode Island,1972,Governor,Bristol,11247,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,10449,,,,,,,,,
Rhode Island,1972,Governor,Kent,35518,,,,,,,,,,,,,,,,,,,,,,,223,,,,,,,,,,,34149,,,,,,,,,
Rhode Island,1972,Governor,Newport,17350,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,13752,,,,,,,,,
Rhode Island,1972,Governor,Providence,137497,,,,,,,,,,,,,,,,,,,,,,,1093,,,,,,,,,,,119060,,,,,,,,,
Rhode Island,1972,Governor,Washington,15341,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,16905,,,,,,,,,
Rhode Island,1974,Governor,Bristol,13083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4166,,,,,,,,,
Rhode Island,1974,Governor,Kent,42917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12581,,,,,,,,,
Rhode Island,1974,Governor,Newport,17696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289,,,,,,,,,
Rhode Island,1974,Governor,Providence,160219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39518,,,,,,,,,
Rhode Island,1974,Governor,Washington,18521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7670,,,,,,,,,
Rhode Island,1976,Governor,Bristol,10532,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,10233,,,,,29,,,,
Rhode Island,1976,Governor,Kent,33250,,,,,,,,,,,,,,,,,,,,,,,229,,,,,,,,,,,35556,,,,,79,,,,
Rhode Island,1976,Governor,Newport,16802,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,14193,,,,,96,,,,
Rhode Island,1976,Governor,Providence,142024,,,,,,,,,,,,,,,,,,,,,,,766,,,,,,,,,,,99522,,,,,327,,,,
Rhode Island,1976,Governor,Washington,15953,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,18750,,,,,70,,,,
Rhode Island,1978,Governor,Bristol,9513,,,,,,,,,,,,,,,,,,,,,,,643,,,,,,,,,,,5657,,,,,,,,,
Rhode Island,1978,Governor,Kent,32710,,,,,,,,,,,,,,,,,,,,,,,3442,,,,,,,,,,,16999,,,,,,,,,
Rhode Island,1978,Governor,Newport,15140,,,,,,,,,,,,,,,,,,,,,,,1385,,,,,,,,,,,6996,,,,,,,,,
Rhode Island,1978,Governor,Providence,124394,,,,,,,,,,,,,,,,,,,,,,,12922,,,,,,,,,,,56798,,,,,,,,,
Rhode Island,1978,Governor,Washington,15629,,,,,,,,,,,,,,,,,,,,,,,1989,,,,,,,,,,,10146,,,,,,,,,
Rhode Island,1980,Governor,Bristol,15260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5881,,,,,,,,,
Rhode Island,1980,Governor,Kent,53492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16606,,,,,,,,,
Rhode Island,1980,Governor,Newport,25336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7633,,,,,,,,,
Rhode Island,1980,Governor,Providence,175635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66571,,,,,,,,,
Rhode Island,1980,Governor,Washington,29451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10038,,,,,,,,,
Rhode Island,1982,Governor,Bristol,12134,,,,,,,,,,,,,,,,,,,,,,,232,177,,,,,,,,,,4463,,,,,,,,,
Rhode Island,1982,Governor,Kent,41117,,,,,,,,,,,,,,,,,,,,,,,1042,605,,,,,,,,,,14990,,,,,,,,,
Rhode Island,1982,Governor,Newport,19190,,,,,,,,,,,,,,,,,,,,,,,331,331,,,,,,,,,,6235,,,,,,,,,
Rhode Island,1982,Governor,Providence,152440,,,,,,,,,,,,,,,,,,,,,,,4341,1879,,,,,,,,,,45145,,,,,,,,,
Rhode Island,1982,Governor,Washington,22327,,,,,,,,,,,,,,,,,,,,,,,1087,413,,,,,,,,,,8769,,,,,,,,,
Rhode Island,1984,Governor,Bristol,7540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13292,,,,,,,,,
Rhode Island,1984,Governor,Kent,21688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50200,,,,,,,,,
Rhode Island,1984,Governor,Newport,12400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21315,,,,,,,,,
Rhode Island,1984,Governor,Providence,108761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131469,,,,,,,,,
Rhode Island,1984,Governor,Washington,12922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28783,,,,,,,,,
Rhode Island,1986,Governor,Bristol,4776,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,10810,,,1068,,,,,,
