State,Year,Office,County,D#,R#,S#,Comm.#,Liberty#,SW#,People's#,Proh.#,IND#,Labor#,Prog.#,Wor.#,FL#,U#,NRef#,Am.#,I1#,I2#,L#,Ref.#,NL#,G#,NA#,Delta#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I7#,W/I8#,W/I9#,New Ref.#,W/I#,Year / Office,C#,NPL#
Montana,1960,US Senate,Phillips,1620,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Pondera,1695,1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Powder River,447,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Powell,1747,1329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Prairie,409,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Ravalli,2842,2897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Richland,2149,2269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Roosevelt,2433,1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Rosebud,1049,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Sanders,1686,1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Sheridan,1786,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Silver Bow,11572,8247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Stillwater,1086,1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Sweet Grass,469,1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Teton,1646,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Toole,1839,1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Treasure,294,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Valley,3138,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Wheatland,687,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Wibaux,416,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1960,US Senate,Yellowstone,13062,18116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Beaverhead,1666,1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Big Horn,2777,1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Blaine,1928,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Broadwater,655,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Carbon,2424,1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Carter,522,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Cascade,18693,7749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Chouteau,1976,1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Custer,3181,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Daniels,1065,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Dawson,3245,1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Deer Lodge,4606,1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Fallon,905,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Fergus,3860,2604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Flathead,9405,5258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Gallatin,6273,4884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Garfield,423,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Glacier,2513,1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Golden Valley,352,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Granite,666,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Hill,4719,1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Jefferson,1005,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Judith Basin,956,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Lake,3419,2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Lewis and Clark,8566,5080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Liberty,651,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Lincoln,3655,1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Madison,1187,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,McCone,1002,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Meagher,442,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Mineral,998,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Missoula,14834,6531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Musselshell,1305,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Park,3241,2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Petroleum,242,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Phillips,1721,1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Pondera,1841,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Powder River,518,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Powell,1989,1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Prairie,557,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Ravalli,3494,2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Richland,2796,1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Roosevelt,2969,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Rosebud,1358,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Sanders,2078,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Sheridan,2109,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Silver Bow,15064,5454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Stillwater,1268,1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Sweet Grass,708,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Teton,1922,1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Toole,1837,1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Treasure,325,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Valley,3520,1537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Wheatland,866,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Wibaux,512,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1964,US Senate,Yellowstone,19834,12945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Beaverhead,1126,1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Big Horn,1826,1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Blaine,1629,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Broadwater,488,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Carbon,1894,1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Carter,436,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Cascade,15013,9667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Chouteau,1533,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Custer,2372,2358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Daniels,827,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Dawson,2272,2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Deer Lodge,4286,1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Fallon,699,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Fergus,2647,3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Flathead,7346,6508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Gallatin,4765,5824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Garfield,300,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Glacier,1930,1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Golden Valley,264,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Granite,565,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Hill,4018,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Jefferson,840,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Judith Basin,752,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Lake,2528,3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Lewis and Clark,6409,6750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Liberty,545,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Lincoln,2894,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Madison,891,1369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,McCone,784,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Meagher,302,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Mineral,734,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Missoula,10623,8762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Musselshell,978,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Park,2302,2570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Petroleum,197,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Phillips,1410,1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Pondera,1626,1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Powder River,376,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Powell,1641,1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Prairie,434,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Ravalli,2607,2799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Richland,2106,1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Roosevelt,2197,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Rosebud,1022,1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Sanders,1511,1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Sheridan,1609,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Silver Bow,12607,6309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Stillwater,957,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Sweet Grass,497,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Teton,1546,1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Toole,1397,1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Treasure,264,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Valley,2629,2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Wheatland,639,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Wibaux,375,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1966,US Senate,Yellowstone,13701,16332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Beaverhead,1414,1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Big Horn,1780,1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Blaine,1623,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Broadwater,595,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Carbon,2082,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Carter,486,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Cascade,16981,6866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Chouteau,1766,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Custer,2998,1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Daniels,814,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Dawson,2639,1563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Deer Lodge,4051,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Fallon,790,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Fergus,2822,2614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Flathead,6694,6568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Gallatin,5981,4564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Garfield,371,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Glacier,2053,1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Golden Valley,270,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Granite,525,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Hill,4099,1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Jefferson,1003,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Judith Basin,889,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Lake,2526,2751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Lewis and Clark,8297,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Liberty,566,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Lincoln,2608,1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Madison,1140,1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,McCone,775,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Meagher,356,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Mineral,650,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Missoula,11857,7827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Musselshell,1059,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Park,2348,2303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Petroleum,161,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Phillips,1524,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Pondera,1713,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Powder River,436,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Powell,1645,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Prairie,490,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Ravalli,2800,2859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Richland,2156,1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Roosevelt,2276,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Rosebud,1166,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Sanders,1502,1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Sheridan,1745,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Silver Bow,12281,4734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Stillwater,1066,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Sweet Grass,546,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Teton,1726,1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Toole,1296,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Treasure,278,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Valley,2784,1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Wheatland,732,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Wibaux,402,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1970,US Senate,Yellowstone,16427,12517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Beaverhead,1233,2244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Big Horn,2199,1672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Blaine,1585,1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Broadwater,521,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Carbon,1940,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Carter,375,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Cascade,17121,12654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Chouteau,1621,1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Custer,2952,2691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Daniels,858,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Dawson,2814,2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Deer Lodge,4986,1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Fallon,785,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Fergus,2501,3629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Flathead,8012,9259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Gallatin,6614,8265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Garfield,260,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Glacier,2140,1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Golden Valley,255,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Granite,524,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Hill,4201,3026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Jefferson,1240,1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Judith Basin,775,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Lake,2774,4065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Lewis and Clark,8294,8298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Liberty,563,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Lincoln,3460,2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Madison,1009,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,McCone,788,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Meagher,333,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Mineral,780,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Missoula,17280,13046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Musselshell,916,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Park,3015,2984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Petroleum,118,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Phillips,1252,1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Pondera,1674,1652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Powder River,474,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Powell,1571,1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Prairie,437,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Ravalli,3091,4455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Richland,2192,2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Roosevelt,2122,1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Rosebud,1159,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Sanders,1490,1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Sheridan,1652,1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Silver Bow,13112,6135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Stillwater,1137,1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Sweet Grass,535,1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,US Senate,Teton,1550,1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
