State,Year,Office,County,D#,R#,S#,FL#,Proh.#,Prog.#,Am.#,I#,Ref.#,L#,NA#,I1#,I2#,I3#,I4#,W/I#,Year / Office
Oklahoma,1928,President,McClain,1913,2399,32,12,,,,,,,,,,,,,
Oklahoma,1928,President,McCurtain,2877,1915,17,4,,,,,,,,,,,,,
Oklahoma,1928,President,McIntosh,2044,2742,28,7,,,,,,,,,,,,,
Oklahoma,1928,President,Major,674,2891,91,16,,,,,,,,,,,,,
Oklahoma,1928,President,Marshall,1358,1063,70,10,,,,,,,,,,,,,
Oklahoma,1928,President,Mayes,2161,3004,40,9,,,,,,,,,,,,,
Oklahoma,1928,President,Murray,1498,1631,26,10,,,,,,,,,,,,,
Oklahoma,1928,President,Muskogee,6343,9972,37,17,,,,,,,,,,,,,
Oklahoma,1928,President,Noble,1777,3607,41,23,,,,,,,,,,,,,
Oklahoma,1928,President,Nowata,1763,2930,12,7,,,,,,,,,,,,,
Oklahoma,1928,President,Okfuskee,2513,3612,61,15,,,,,,,,,,,,,
Oklahoma,1928,President,Oklahoma,16073,36608,237,35,,,,,,,,,,,,,
Oklahoma,1928,President,Okmulgee,5834,9149,64,9,,,,,,,,,,,,,
Oklahoma,1928,President,Osage,5010,10555,57,10,,,,,,,,,,,,,
Oklahoma,1928,President,Ottawa,4488,8144,69,19,,,,,,,,,,,,,
Oklahoma,1928,President,Pawnee,1949,4489,66,19,,,,,,,,,,,,,
Oklahoma,1928,President,Payne,2904,7864,83,42,,,,,,,,,,,,,
Oklahoma,1928,President,Pittsburg,5960,5875,87,20,,,,,,,,,,,,,
Oklahoma,1928,President,Pontotoc,3203,3356,26,12,,,,,,,,,,,,,
Oklahoma,1928,President,Pottawatomie,3797,8478,58,31,,,,,,,,,,,,,
Oklahoma,1928,President,Pushmataha,1384,1616,44,12,,,,,,,,,,,,,
Oklahoma,1928,President,Roger Mills,986,1948,114,19,,,,,,,,,,,,,
Oklahoma,1928,President,Rogers,2147,3477,31,10,,,,,,,,,,,,,
Oklahoma,1928,President,Seminole,4423,8072,0,0,,,,,,,,,,,,,
Oklahoma,1928,President,Sequoyah,2692,3296,0,0,,,,,,,,,,,,,
Oklahoma,1928,President,Stephens,2982,5192,80,25,,,,,,,,,,,,,
Oklahoma,1928,President,Texas,1240,2890,33,16,,,,,,,,,,,,,
Oklahoma,1928,President,Tillman,2141,3331,17,8,,,,,,,,,,,,,
Oklahoma,1928,President,Tulsa,16062,38769,128,39,,,,,,,,,,,,,
Oklahoma,1928,President,Wagoner,1745,2726,19,7,,,,,,,,,,,,,
Oklahoma,1928,President,Washington,2563,7258,41,15,,,,,,,,,,,,,
Oklahoma,1928,President,Washita,2024,3572,35,14,,,,,,,,,,,,,
Oklahoma,1928,President,Woods,1550,3941,87,22,,,,,,,,,,,,,
Oklahoma,1928,President,Woodward,1347,3188,59,22,,,,,,,,,,,,,
Oklahoma,1932,President,Adair,3812,1941,,,,,,,,,,,,,,,
Oklahoma,1932,President,Alfalfa,3642,2037,,,,,,,,,,,,,,,
Oklahoma,1932,President,Atoka,3678,562,,,,,,,,,,,,,,,
Oklahoma,1932,President,Beaver,2553,1358,,,,,,,,,,,,,,,
Oklahoma,1932,President,Beckham,5979,892,,,,,,,,,,,,,,,
Oklahoma,1932,President,Blaine,4719,1728,,,,,,,,,,,,,,,
Oklahoma,1932,President,Bryan,7681,825,,,,,,,,,,,,,,,
Oklahoma,1932,President,Caddo,11001,2972,,,,,,,,,,,,,,,
Oklahoma,1932,President,Canadian,6767,2549,,,,,,,,,,,,,,,
Oklahoma,1932,President,Carter,9633,1733,,,,,,,,,,,,,,,
Oklahoma,1932,President,Cherokee,4633,2275,,,,,,,,,,,,,,,
Oklahoma,1932,President,Choctaw,4908,1040,,,,,,,,,,,,,,,
Oklahoma,1932,President,Cimarron,1895,571,,,,,,,,,,,,,,,
Oklahoma,1932,President,Cleveland,5969,1868,,,,,,,,,,,,,,,
Oklahoma,1932,President,Coal,2788,300,,,,,,,,,,,,,,,
Oklahoma,1932,President,Comanche,7586,2046,,,,,,,,,,,,,,,
Oklahoma,1932,President,Cotton,4426,758,,,,,,,,,,,,,,,
Oklahoma,1932,President,Craig,4861,2124,,,,,,,,,,,,,,,
Oklahoma,1932,President,Creek,12963,6786,,,,,,,,,,,,,,,
Oklahoma,1932,President,Custer,6573,1684,,,,,,,,,,,,,,,
Oklahoma,1932,President,Delaware,3684,1469,,,,,,,,,,,,,,,
Oklahoma,1932,President,Dewey,3855,1051,,,,,,,,,,,,,,,
Oklahoma,1932,President,Ellis,2795,1089,,,,,,,,,,,,,,,
Oklahoma,1932,President,Garfield,10773,6837,,,,,,,,,,,,,,,
Oklahoma,1932,President,Garvin,7834,1034,,,,,,,,,,,,,,,
Oklahoma,1932,President,Grady,9247,2034,,,,,,,,,,,,,,,
Oklahoma,1932,President,Grant,4432,1902,,,,,,,,,,,,,,,
Oklahoma,1932,President,Greer,4240,418,,,,,,,,,,,,,,,
Oklahoma,1932,President,Harmon,3042,189,,,,,,,,,,,,,,,
Oklahoma,1932,President,Harper,2139,783,,,,,,,,,,,,,,,
Oklahoma,1932,President,Haskell,4357,1439,,,,,,,,,,,,,,,
Oklahoma,1932,President,Hughes,6485,1114,,,,,,,,,,,,,,,
Oklahoma,1932,President,Jackson,5759,603,,,,,,,,,,,,,,,
Oklahoma,1932,President,Jefferson,3566,485,,,,,,,,,,,,,,,
Oklahoma,1932,President,Johnston,3277,329,,,,,,,,,,,,,,,
Oklahoma,1932,President,Kay,12841,5884,,,,,,,,,,,,,,,
Oklahoma,1932,President,Kingfisher,3986,2103,,,,,,,,,,,,,,,
Oklahoma,1932,President,Kiowa,5204,966,,,,,,,,,,,,,,,
Oklahoma,1932,President,Latimer,3119,728,,,,,,,,,,,,,,,
Oklahoma,1932,President,Le Flore,8680,2363,,,,,,,,,,,,,,,
Oklahoma,1932,President,Lincoln,7641,3505,,,,,,,,,,,,,,,
Oklahoma,1932,President,Logan,5773,3959,,,,,,,,,,,,,,,
Oklahoma,1932,President,Love,2426,187,,,,,,,,,,,,,,,
Oklahoma,1932,President,McClain,5087,818,,,,,,,,,,,,,,,
Oklahoma,1932,President,McCurtain,5886,587,,,,,,,,,,,,,,,
Oklahoma,1932,President,McIntosh,4533,1077,,,,,,,,,,,,,,,
Oklahoma,1932,President,Major,2525,1374,,,,,,,,,,,,,,,
Oklahoma,1932,President,Marshall,3236,319,,,,,,,,,,,,,,,
Oklahoma,1932,President,Mayes,4444,1596,,,,,,,,,,,,,,,
Oklahoma,1932,President,Murray,3086,532,,,,,,,,,,,,,,,
Oklahoma,1932,President,Muskogee,12621,5351,,,,,,,,,,,,,,,
Oklahoma,1932,President,Noble,4414,1635,,,,,,,,,,,,,,,
Oklahoma,1932,President,Nowata,3773,1900,,,,,,,,,,,,,,,
Oklahoma,1932,President,Okfuskee,5126,1415,,,,,,,,,,,,,,,
Oklahoma,1932,President,Oklahoma,41130,21238,,,,,,,,,,,,,,,
Oklahoma,1932,President,Okmulgee,11287,4762,,,,,,,,,,,,,,,
Oklahoma,1932,President,Osage,10833,4775,,,,,,,,,,,,,,,
Oklahoma,1932,President,Ottawa,8175,3210,,,,,,,,,,,,,,,
Oklahoma,1932,President,Pawnee,5000,2280,,,,,,,,,,,,,,,
Oklahoma,1932,President,Payne,7819,3874,,,,,,,,,,,,,,,
Oklahoma,1932,President,Pittsburg,10536,2396,,,,,,,,,,,,,,,
Oklahoma,1932,President,Pontotoc,7227,1207,,,,,,,,,,,,,,,
Oklahoma,1932,President,Pottawatomie,12013,4063,,,,,,,,,,,,,,,
Oklahoma,1932,President,Pushmataha,3419,490,,,,,,,,,,,,,,,
Oklahoma,1932,President,Roger Mills,3648,511,,,,,,,,,,,,,,,
Oklahoma,1932,President,Rogers,5347,1879,,,,,,,,,,,,,,,
Oklahoma,1932,President,Seminole,12154,3348,,,,,,,,,,,,,,,
Oklahoma,1932,President,Sequoyah,4704,1833,,,,,,,,,,,,,,,
Oklahoma,1932,President,Stephens,7706,1012,,,,,,,,,,,,,,,
Oklahoma,1932,President,Texas,4033,1372,,,,,,,,,,,,,,,
Oklahoma,1932,President,Tillman,4960,523,,,,,,,,,,,,,,,
Oklahoma,1932,President,Tulsa,35330,25541,,,,,,,,,,,,,,,
Oklahoma,1932,President,Wagoner,4015,1505,,,,,,,,,,,,,,,
Oklahoma,1932,President,Washington,6863,4713,,,,,,,,,,,,,,,
Oklahoma,1932,President,Washita,6049,887,,,,,,,,,,,,,,,
Oklahoma,1932,President,Woods,4279,2008,,,,,,,,,,,,,,,
Oklahoma,1932,President,Woodward,3988,1614,,,,,,,,,,,,,,,
Oklahoma,1936,President,Adair,3257,2699,9,,7,,,,,,,,,,,,
Oklahoma,1936,President,Alfalfa,3398,2573,17,,38,,,,,,,,,,,,
Oklahoma,1936,President,Atoka,3173,1141,6,,3,,,,,,,,,,,,
Oklahoma,1936,President,Beaver,2502,1340,8,,13,,,,,,,,,,,,
Oklahoma,1936,President,Beckham,5372,1352,34,,22,,,,,,,,,,,,
Oklahoma,1936,President,Blaine,4242,2877,49,,28,,,,,,,,,,,,
Oklahoma,1936,President,Bryan,8106,1362,15,,5,,,,,,,,,,,,
Oklahoma,1936,President,Caddo,9358,5205,77,,29,,,,,,,,,,,,
Oklahoma,1936,President,Canadian,6135,3325,32,,16,,,,,,,,,,,,
Oklahoma,1936,President,Carter,9387,2247,23,,12,,,,,,,,,,,,
Oklahoma,1936,President,Cherokee,3966,2917,17,,4,,,,,,,,,,,,
Oklahoma,1936,President,Choctaw,4624,1269,14,,3,,,,,,,,,,,,
Oklahoma,1936,President,Cimarron,1342,555,6,,7,,,,,,,,,,,,
Oklahoma,1936,President,Cleveland,6304,2643,55,,20,,,,,,,,,,,,
Oklahoma,1936,President,Coal,2550,603,6,,1,,,,,,,,,,,,
Oklahoma,1936,President,Comanche,7026,3039,64,,11,,,,,,,,,,,,
Oklahoma,1936,President,Cotton,3842,1181,14,,3,,,,,,,,,,,,
Oklahoma,1936,President,Craig,4377,2964,7,,6,,,,,,,,,,,,
Oklahoma,1936,President,Creek,12540,7257,74,,32,,,,,,,,,,,,
Oklahoma,1936,President,Custer,5093,2386,30,,16,,,,,,,,,,,,
Oklahoma,1936,President,Delaware,3398,2632,11,,4,,,,,,,,,,,,
Oklahoma,1936,President,Dewey,2980,1846,22,,15,,,,,,,,,,,,
Oklahoma,1936,President,Ellis,2493,1324,22,,8,,,,,,,,,,,,
Oklahoma,1936,President,Garfield,11142,7457,22,,102,,,,,,,,,,,,
Oklahoma,1936,President,Garvin,6276,1700,40,,18,,,,,,,,,,,,
Oklahoma,1936,President,Grady,9025,3013,37,,24,,,,,,,,,,,,
Oklahoma,1936,President,Grant,3955,2307,10,,22,,,,,,,,,,,,
Oklahoma,1936,President,Greer,3745,766,6,,5,,,,,,,,,,,,
Oklahoma,1936,President,Harmon,2570,331,8,,3,,,,,,,,,,,,
Oklahoma,1936,President,Harper,1836,1068,4,,3,,,,,,,,,,,,
Oklahoma,1936,President,Haskell,3961,2182,1,,0,,,,,,,,,,,,
Oklahoma,1936,President,Hughes,5990,2032,5,,3,,,,,,,,,,,,
Oklahoma,1936,President,Jackson,5435,1095,22,,19,,,,,,,,,,,,
Oklahoma,1936,President,Jefferson,3719,1032,12,,10,,,,,,,,,,,,
Oklahoma,1936,President,Johnston,3099,743,12,,11,,,,,,,,,,,,
Oklahoma,1936,President,Kay,11846,6671,45,,87,,,,,,,,,,,,
Oklahoma,1936,President,Kingfisher,4081,2539,8,,24,,,,,,,,,,,,
Oklahoma,1936,President,Kiowa,5624,1684,38,,15,,,,,,,,,,,,
Oklahoma,1936,President,Latimer,2923,1344,14,,5,,,,,,,,,,,,
Oklahoma,1936,President,Le Flore,8061,3894,4,,10,,,,,,,,,,,,
Oklahoma,1936,President,Lincoln,5903,5452,36,,16,,,,,,,,,,,,
Oklahoma,1936,President,Logan,5425,4609,30,,31,,,,,,,,,,,,
Oklahoma,1936,President,Love,2227,440,15,,5,,,,,,,,,,,,
Oklahoma,1936,President,McClain,4092,1191,10,,7,,,,,,,,,,,,
Oklahoma,1936,President,McCurtain,5089,1119,12,,1,,,,,,,,,,,,
Oklahoma,1936,President,McIntosh,3898,2470,10,,6,,,,,,,,,,,,
Oklahoma,1936,President,Major,1929,2230,23,,22,,,,,,,,,,,,
Oklahoma,1936,President,Marshall,2840,415,17,,6,,,,,,,,,,,,
Oklahoma,1936,President,Mayes,3920,2690,5,,8,,,,,,,,,,,,
Oklahoma,1936,President,Murray,3181,823,11,,12,,,,,,,,,,,,
Oklahoma,1936,President,Muskogee,13344,6452,14,,19,,,,,,,,,,,,
Oklahoma,1936,President,Noble,3901,2461,8,,5,,,,,,,,,,,,
Oklahoma,1936,President,Nowata,3512,2552,11,,9,,,,,,,,,,,,
Oklahoma,1936,President,Okfuskee,4843,2162,40,,7,,,,,,,,,,,,
Oklahoma,1936,President,Oklahoma,50946,24312,230,,143,,,,,,,,,,,,
Oklahoma,1936,President,Okmulgee,12061,4975,32,,25,,,,,,,,,,,,
Oklahoma,1936,President,Osage,10090,4917,28,,21,,,,,,,,,,,,
Oklahoma,1936,President,Ottawa,7658,4697,42,,15,,,,,,,,,,,,
Oklahoma,1936,President,Pawnee,4031,2961,56,,16,,,,,,,,,,,,
Oklahoma,1936,President,Payne,8081,4783,39,,18,,,,,,,,,,,,
Oklahoma,1936,President,Pittsburg,9974,3651,23,,20,,,,,,,,,,,,
Oklahoma,1936,President,Pontotoc,8079,2015,32,,10,,,,,,,,,,,,
Oklahoma,1936,President,Pottawatomie,12187,4703,51,,27,,,,,,,,,,,,
Oklahoma,1936,President,Pushmataha,3389,1097,17,,2,,,,,,,,,,,,
Oklahoma,1936,President,Roger Mills,3383,989,46,,11,,,,,,,,,,,,
Oklahoma,1936,President,Rogers,4290,3119,30,,12,,,,,,,,,,,,
Oklahoma,1936,President,Seminole,11695,4001,56,,16,,,,,,,,,,,,
Oklahoma,1936,President,Sequoyah,4281,2609,0,,0,,,,,,,,,,,,
Oklahoma,1936,President,Stephens,6390,1636,38,,7,,,,,,,,,,,,
Oklahoma,1936,President,Texas,3229,1223,10,,9,,,,,,,,,,,,
Oklahoma,1936,President,Tillman,5268,1126,9,,7,,,,,,,,,,,,
Oklahoma,1936,President,Tulsa,41256,28759,254,,74,,,,,,,,,,,,
Oklahoma,1936,President,Wagoner,2977,2119,17,,4,,,,,,,,,,,,
Oklahoma,1936,President,Washington,6202,5201,15,,11,,,,,,,,,,,,
Oklahoma,1936,President,Washita,5205,1792,20,,12,,,,,,,,,,,,
Oklahoma,1936,President,Woods,4179,2346,14,,30,,,,,,,,,,,,
Oklahoma,1936,President,Woodward,3361,2430,20,,20,,,,,,,,,,,,
Oklahoma,1940,President,Adair,3203,3275,,,6,,,,,,,,,,,,
Oklahoma,1940,President,Alfalfa,2720,3675,,,60,,,,,,,,,,,,
Oklahoma,1940,President,Atoka,3601,2218,,,13,,,,,,,,,,,,
Oklahoma,1940,President,Beaver,2034,2219,,,29,,,,,,,,,,,,
Oklahoma,1940,President,Beckham,4598,2148,,,37,,,,,,,,,,,,
Oklahoma,1940,President,Blaine,3095,4080,,,41,,,,,,,,,,,,
Oklahoma,1940,President,Bryan,9095,2190,,,25,,,,,,,,,,,,
Oklahoma,1940,President,Caddo,8280,6304,,,61,,,,,,,,,,,,
Oklahoma,1940,President,Canadian,5506,4699,,,32,,,,,,,,,,,,
Oklahoma,1940,President,Carter,10441,3270,,,35,,,,,,,,,,,,
Oklahoma,1940,President,Cherokee,3952,4128,,,18,,,,,,,,,,,,
Oklahoma,1940,President,Choctaw,5177,2365,,,19,,,,,,,,,,,,
Oklahoma,1940,President,Cimarron,989,841,,,23,,,,,,,,,,,,
Oklahoma,1940,President,Cleveland,5933,3660,,,57,,,,,,,,,,,,
Oklahoma,1940,President,Coal,2377,1148,,,10,,,,,,,,,,,,
Oklahoma,1940,President,Comanche,6796,3703,,,36,,,,,,,,,,,,
Oklahoma,1940,President,Cotton,3121,1616,,,23,,,,,,,,,,,,
Oklahoma,1940,President,Craig,4316,3582,,,19,,,,,,,,,,,,
Oklahoma,1940,President,Creek,10976,9468,,,51,,,,,,,,,,,,
Oklahoma,1940,President,Custer,4612,3419,,,40,,,,,,,,,,,,
Oklahoma,1940,President,Delaware,3417,3305,,,17,,,,,,,,,,,,
Oklahoma,1940,President,Dewey,2391,2613,,,34,,,,,,,,,,,,
Oklahoma,1940,President,Ellis,1657,2162,,,17,,,,,,,,,,,,
Oklahoma,1940,President,Garfield,9544,10792,,,166,,,,,,,,,,,,
Oklahoma,1940,President,Garvin,7001,2958,,,40,,,,,,,,,,,,
Oklahoma,1940,President,Grady,8075,4299,,,43,,,,,,,,,,,,
Oklahoma,1940,President,Grant,2970,3394,,,38,,,,,,,,,,,,
Oklahoma,1940,President,Greer,3524,1195,,,21,,,,,,,,,,,,
Oklahoma,1940,President,Harmon,2292,731,,,18,,,,,,,,,,,,
Oklahoma,1940,President,Harper,1419,1616,,,38,,,,,,,,,,,,
Oklahoma,1940,President,Haskell,3896,2661,,,9,,,,,,,,,,,,
Oklahoma,1940,President,Hughes,6005,3168,,,21,,,,,,,,,,,,
Oklahoma,1940,President,Jackson,4832,1540,,,36,,,,,,,,,,,,
Oklahoma,1940,President,Jefferson,3814,1226,,,20,,,,,,,,,,,,
Oklahoma,1940,President,Johnston,2955,1362,,,12,,,,,,,,,,,,
Oklahoma,1940,President,Kay,10725,10003,,,156,,,,,,,,,,,,
Oklahoma,1940,President,Kingfisher,2865,3718,,,25,,,,,,,,,,,,
Oklahoma,1940,President,Kiowa,4679,2539,,,34,,,,,,,,,,,,
Oklahoma,1940,President,Latimer,3138,1600,,,28,,,,,,,,,,,,
Oklahoma,1940,President,Le Flore,8379,4664,,,44,,,,,,,,,,,,
Oklahoma,1940,President,Lincoln,5271,6269,,,34,,,,,,,,,,,,
Oklahoma,1940,President,Logan,4752,5427,,,46,,,,,,,,,,,,
Oklahoma,1940,President,Love,2485,687,,,11,,,,,,,,,,,,
Oklahoma,1940,President,McClain,3768,1862,,,11,,,,,,,,,,,,
Oklahoma,1940,President,McCurtain,6994,2225,,,29,,,,,,,,,,,,
Oklahoma,1940,President,McIntosh,3771,3487,,,17,,,,,,,,,,,,
Oklahoma,1940,President,Major,1404,3453,,,34,,,,,,,,,,,,
Oklahoma,1940,President,Marshall,2723,1032,,,15,,,,,,,,,,,,
Oklahoma,1940,President,Mayes,4057,3631,,,21,,,,,,,,,,,,
Oklahoma,1940,President,Murray,3126,1238,,,17,,,,,,,,,,,,
Oklahoma,1940,President,Muskogee,12917,9585,,,49,,,,,,,,,,,,
Oklahoma,1940,President,Noble,3226,3441,,,7,,,,,,,,,,,,
Oklahoma,1940,President,Nowata,3615,3406,,,39,,,,,,,,,,,,
Oklahoma,1940,President,Okfuskee,4574,3001,,,24,,,,,,,,,,,,
Oklahoma,1940,President,Oklahoma,53649,35639,,,329,,,,,,,,,,,,
Oklahoma,1940,President,Okmulgee,11016,6696,,,84,,,,,,,,,,,,
Oklahoma,1940,President,Osage,9019,6419,,,43,,,,,,,,,,,,
Oklahoma,1940,President,Ottawa,7873,5738,,,35,,,,,,,,,,,,
Oklahoma,1940,President,Pawnee,3435,3991,,,38,,,,,,,,,,,,
Oklahoma,1940,President,Payne,7704,6772,,,63,,,,,,,,,,,,
Oklahoma,1940,President,Pittsburg,10169,4484,,,23,,,,,,,,,,,,
Oklahoma,1940,President,Pontotoc,9310,3449,,,35,,,,,,,,,,,,
Oklahoma,1940,President,Pottawatomie,12058,6776,,,78,,,,,,,,,,,,
Oklahoma,1940,President,Pushmataha,3952,1709,,,9,,,,,,,,,,,,
Oklahoma,1940,President,Roger Mills,2580,1504,,,22,,,,,,,,,,,,
Oklahoma,1940,President,Rogers,4028,4086,,,25,,,,,,,,,,,,
Oklahoma,1940,President,Seminole,11167,6880,,,36,,,,,,,,,,,,
Oklahoma,1940,President,Sequoyah,4469,3803,,,9,,,,,,,,,,,,
Oklahoma,1940,President,Stephens,6149,2989,,,34,,,,,,,,,,,,
Oklahoma,1940,President,Texas,2831,1918,,,28,,,,,,,,,,,,
Oklahoma,1940,President,Tillman,4920,1564,,,24,,,,,,,,,,,,
Oklahoma,1940,President,Tulsa,33098,40342,,,135,,,,,,,,,,,,
Oklahoma,1940,President,Wagoner,2946,4647,,,25,,,,,,,,,,,,
Oklahoma,1940,President,Washington,6289,7347,,,40,,,,,,,,,,,,
Oklahoma,1940,President,Washita,4256,2978,,,11,,,,,,,,,,,,
Oklahoma,1940,President,Woods,3506,3440,,,61,,,,,,,,,,,,
Oklahoma,1940,President,Woodward,2806,3403,,,34,,,,,,,,,,,,
Oklahoma,1944,President,Adair,2760,2792,,,12,,,,,,,,,,,,
Oklahoma,1944,President,Alfalfa,1716,3434,,,32,,,,,,,,,,,,
Oklahoma,1944,President,Atoka,2172,1515,,,6,,,,,,,,,,,,
Oklahoma,1944,President,Beaver,1355,1913,,,27,,,,,,,,,,,,
Oklahoma,1944,President,Beckham,3608,2034,,,15,,,,,,,,,,,,
Oklahoma,1944,President,Blaine,2097,3480,,,14,,,,,,,,,,,,
Oklahoma,1944,President,Bryan,7180,1677,,,17,,,,,,,,,,,,
Oklahoma,1944,President,Caddo,6850,5529,,,24,,,,,,,,,,,,
Oklahoma,1944,President,Canadian,4800,4674,,,18,,,,,,,,,,,,
Oklahoma,1944,President,Carter,9184,2446,,,24,,,,,,,,,,,,
Oklahoma,1944,President,Cherokee,3415,3336,,,12,,,,,,,,,,,,
Oklahoma,1944,President,Choctaw,4358,1404,,,13,,,,,,,,,,,,
Oklahoma,1944,President,Cimarron,746,822,,,11,,,,,,,,,,,,
Oklahoma,1944,President,Cleveland,5240,3642,,,21,,,,,,,,,,,,
Oklahoma,1944,President,Coal,1959,760,,,5,,,,,,,,,,,,
Oklahoma,1944,President,Comanche,7342,4109,,,28,,,,,,,,,,,,
Oklahoma,1944,President,Cotton,2711,1266,,,17,,,,,,,,,,,,
Oklahoma,1944,President,Craig,3363,3111,,,11,,,,,,,,,,,,
Oklahoma,1944,President,Creek,8342,7549,,,41,,,,,,,,,,,,
Oklahoma,1944,President,Custer,3928,3349,,,25,,,,,,,,,,,,
Oklahoma,1944,President,Delaware,2373,2660,,,93,,,,,,,,,,,,
Oklahoma,1944,President,Dewey,1808,2166,,,13,,,,,,,,,,,,
Oklahoma,1944,President,Ellis,1104,1939,,,8,,,,,,,,,,,,
Oklahoma,1944,President,Garfield,7879,11211,,,65,,,,,,,,,,,,
Oklahoma,1944,President,Garvin,5328,2086,,,7,,,,,,,,,,,,
Oklahoma,1944,President,Grady,7689,4069,,,20,,,,,,,,,,,,
Oklahoma,1944,President,Grant,2045,3021,,,13,,,,,,,,,,,,
Oklahoma,1944,President,Greer,2984,1075,,,5,,,,,,,,,,,,
Oklahoma,1944,President,Harmon,1933,503,,,10,,,,,,,,,,,,
Oklahoma,1944,President,Harper,1056,1394,,,23,,,,,,,,,,,,
Oklahoma,1944,President,Haskell,2924,2102,,,15,,,,,,,,,,,,
Oklahoma,1944,President,Hughes,5009,2484,,,13,,,,,,,,,,,,
Oklahoma,1944,President,Jackson,4866,1313,,,13,,,,,,,,,,,,
Oklahoma,1944,President,Jefferson,2948,974,,,15,,,,,,,,,,,,
Oklahoma,1944,President,Johnston,2339,925,,,14,,,,,,,,,,,,
Oklahoma,1944,President,Kay,8656,9498,,,88,,,,,,,,,,,,
Oklahoma,1944,President,Kingfisher,2175,3417,,,17,,,,,,,,,,,,
Oklahoma,1944,President,Kiowa,4175,2081,,,24,,,,,,,,,,,,
Oklahoma,1944,President,Latimer,1948,1296,,,11,,,,,,,,,,,,
Oklahoma,1944,President,Le Flore,5660,3667,,,22,,,,,,,,,,,,
Oklahoma,1944,President,Lincoln,3910,4801,,,28,,,,,,,,,,,,
Oklahoma,1944,President,Logan,3795,4586,,,36,,,,,,,,,,,,
Oklahoma,1944,President,Love,1955,446,,,4,,,,,,,,,,,,
Oklahoma,1944,President,McClain,3301,1492,,,8,,,,,,,,,,,,
Oklahoma,1944,President,McCurtain,5322,1419,,,10,,,,,,,,,,,,
Oklahoma,1944,President,McIntosh,3190,2569,,,12,,,,,,,,,,,,
Oklahoma,1944,President,Major,965,3019,,,21,,,,,,,,,,,,
Oklahoma,1944,President,Marshall,2261,752,,,11,,,,,,,,,,,,
Oklahoma,1944,President,Mayes,3830,3822,,,19,,,,,,,,,,,,
Oklahoma,1944,President,Murray,2602,1005,,,9,,,,,,,,,,,,
Oklahoma,1944,President,Muskogee,11679,8280,,,31,,,,,,,,,,,,
Oklahoma,1944,President,Noble,2300,3060,,,13,,,,,,,,,,,,
Oklahoma,1944,President,Nowata,2581,2730,,,15,,,,,,,,,,,,
Oklahoma,1944,President,Okfuskee,3291,2177,,,9,,,,,,,,,,,,
Oklahoma,1944,President,Oklahoma,57812,42464,,,116,,,,,,,,,,,,
Oklahoma,1944,President,Okmulgee,9737,5430,,,25,,,,,,,,,,,,
Oklahoma,1944,President,Osage,6846,5557,,,7,,,,,,,,,,,,
Oklahoma,1944,President,Ottawa,5876,5056,,,13,,,,,,,,,,,,
Oklahoma,1944,President,Pawnee,2460,3310,,,16,,,,,,,,,,,,
Oklahoma,1944,President,Payne,5624,6048,,,30,,,,,,,,,,,,
Oklahoma,1944,President,Pittsburg,8535,4068,,,23,,,,,,,,,,,,
Oklahoma,1944,President,Pontotoc,6552,2960,,,21,,,,,,,,,,,,
Oklahoma,1944,President,Pottawatomie,9130,6486,,,43,,,,,,,,,,,,
Oklahoma,1944,President,Pushmataha,2848,1181,,,11,,,,,,,,,,,,
Oklahoma,1944,President,Roger Mills,2015,1148,,,13,,,,,,,,,,,,
Oklahoma,1944,President,Rogers,3209,3739,,,8,,,,,,,,,,,,
Oklahoma,1944,President,Seminole,7116,4560,,,16,,,,,,,,,,,,
Oklahoma,1944,President,Sequoyah,3571,2893,,,8,,,,,,,,,,,,
Oklahoma,1944,President,Stephens,6189,2766,,,19,,,,,,,,,,,,
Oklahoma,1944,President,Texas,2119,1731,,,20,,,,,,,,,,,,
Oklahoma,1944,President,Tillman,3902,1496,,,12,,,,,,,,,,,,
Oklahoma,1944,President,Tulsa,33436,42663,,,89,,,,,,,,,,,,
Oklahoma,1944,President,Wagoner,2373,3467,,,8,,,,,,,,,,,,
Oklahoma,1944,President,Washington,5090,6533,,,18,,,,,,,,,,,,
Oklahoma,1944,President,Washita,3524,2706,,,18,,,,,,,,,,,,
Oklahoma,1944,President,Woods,2426,3226,,,23,,,,,,,,,,,,
Oklahoma,1944,President,Woodward,2152,3055,,,18,,,,,,,,,,,,
Oklahoma,1948,President,Adair,3067,2407,,,,,,,,,,,,,,,
Oklahoma,1948,President,Alfalfa,1838,2765,,,,,,,,,,,,,,,
Oklahoma,1948,President,Atoka,3104,1033,,,,,,,,,,,,,,,
Oklahoma,1948,President,Beaver,1596,1420,,,,,,,,,,,,,,,
Oklahoma,1948,President,Beckham,4544,1310,,,,,,,,,,,,,,,
Oklahoma,1948,President,Blaine,2595,2835,,,,,,,,,,,,,,,
Oklahoma,1948,President,Bryan,7748,1366,,,,,,,,,,,,,,,
Oklahoma,1948,President,Caddo,8110,3793,,,,,,,,,,,,,,,
Oklahoma,1948,President,Canadian,5568,3729,,,,,,,,,,,,,,,
Oklahoma,1948,President,Carter,9474,2147,,,,,,,,,,,,,,,
Oklahoma,1948,President,Cherokee,4249,2785,,,,,,,,,,,,,,,
Oklahoma,1948,President,Choctaw,4750,1036,,,,,,,,,,,,,,,
Oklahoma,1948,President,Cimarron,894,650,,,,,,,,,,,,,,,
