State,Year,Office,County,D#,R#,Prog.#,S#,SW#,Soc.Lib#,Comm.#,Proh.#,A#,SR#,AI#,Ref.#,NL#,G#,L#,PF#,NA#,Wor.#,Eco.#,Tea#,Obj.#,Just.#,Am.#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,I1#,I2#,I3#,I4#,I5#,I6#,V#,C#,Ind.#,TEA#
Florida,1978,Treasurer,Gulf,2529,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Hamilton,1640,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Hardee,3091,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Hendry,2583,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Hernando,9942,2836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Highlands,8613,3671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Hillsborough,108559,25216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Holmes,3309,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Indian River,8231,5956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Jackson,8166,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Jefferson,2178,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Lafayette,1254,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Lake,19988,7582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Lee,42016,18598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Leon,30621,5894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Levy,3565,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Liberty,1190,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Madison,3143,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Manatee,29051,13865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Marion,20010,5497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Martin,10060,7171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Miami-Dade,269037,69218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Monroe,9048,3360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Nassau,4823,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Okaloosa,16654,7280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Okeechobee,2676,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Orange,77163,19670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Osceola,8168,2615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Palm Beach,103629,53134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Pasco,40323,15754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Pinellas,156159,79596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Polk,52803,15006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Putnam,9260,1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Santa Rosa,11023,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Sarasota,36973,24390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Seminole,26695,9093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Saint Johns,8533,2663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Saint Lucie,11861,5950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Sumter,4398,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Suwannee,4706,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Taylor,3325,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Union,1554,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Volusia,46659,14297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Wakulla,2659,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Walton,4842,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1978,Treasurer,Washington,3805,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Alachua,17975,9170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Baker,1789,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Bay,11755,7774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Bradford,2924,1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Brevard,41561,39954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Broward,189018,119519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Calhoun,1888,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Charlotte,11140,14049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Citrus,11057,8369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Clay,6428,5551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Collier,9080,17451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Columbia,4359,2725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,DeSoto,2418,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Dixie,1598,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Duval,66653,42269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Escambia,29441,15965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Flagler,2683,1731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Franklin,1215,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Gadsden,5464,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Gilchrist,1315,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Glades,1049,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Gulf,1856,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Hamilton,1134,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Hardee,2173,1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Hendry,2453,1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Hernando,11057,8857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Highlands,7875,7332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Hillsborough,89128,56915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Holmes,2306,1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Indian River,8629,10431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Jackson,5697,2895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Jefferson,1851,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Lafayette,1181,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Lake,13110,16630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Lee,40397,41592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Leon,25845,13900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Levy,2993,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Liberty,841,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Madison,2812,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Manatee,23256,26172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Marion,15609,15100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Martin,10338,14238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Miami-Dade,220831,116728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Monroe,8619,5736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Nassau,3592,2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Okaloosa,11636,11303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Okeechobee,2687,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Orange,49853,49574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Osceola,6963,7193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Palm Beach,116762,88232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Pasco,41503,34670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Pinellas,125561,132872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Polk,40004,30668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Putnam,7117,3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Santa Rosa,8301,5154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Sarasota,32125,46765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Seminole,19161,22736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Saint Johns,6509,5532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Saint Lucie,13294,11888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Sumter,2772,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Suwannee,3173,1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Taylor,2326,1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Union,1002,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Volusia,35634,26797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Wakulla,2129,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Walton,3636,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,Secretary of State,Washington,2543,1483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Alachua,19343,7862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Baker,2090,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Bay,11835,7170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Bradford,3323,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Brevard,45213,36239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Broward,195075,110844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Calhoun,2150,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Charlotte,12181,12899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Citrus,12097,7416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Clay,7478,4689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Collier,11544,14907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Columbia,5272,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,DeSoto,2949,1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Dixie,1833,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Duval,74920,33192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Escambia,31751,13656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Flagler,2884,1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Franklin,1307,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Gadsden,6282,1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Gilchrist,1506,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Glades,1178,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Gulf,2114,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Hamilton,1397,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Hardee,2887,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Hendry,3001,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Hernando,12083,7986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Highlands,9736,5858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Hillsborough,101692,46076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Holmes,2699,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Indian River,9825,9763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Jackson,6890,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Jefferson,2130,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Lafayette,1399,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Lake,17326,13195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Lee,43702,38211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Leon,26500,12638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Levy,3623,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Liberty,1042,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Madison,3196,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Manatee,25909,23566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Marion,19473,11757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Martin,10726,13543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Miami-Dade,214582,114132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Monroe,8811,5514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Nassau,4257,1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Okaloosa,12714,10318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Okeechobee,3253,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Orange,60246,40296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Osceola,8875,5437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Palm Beach,115930,87985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Pasco,44071,31275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Pinellas,135206,120706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Polk,48928,23240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Putnam,8286,2828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Santa Rosa,9040,4582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Sarasota,33146,45260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Seminole,22504,19217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Saint Johns,7177,4891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Saint Lucie,13572,11190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Sumter,3770,1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Suwannee,3950,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Taylor,3018,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Union,1179,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Volusia,37180,23990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Wakulla,2403,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Walton,3977,1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1982,AgComm,Washington,2942,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Alachua,26100,15269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Baker,2401,1457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Bay,16089,10910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Bradford,3626,1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Brevard,54319,58285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Broward,209182,148798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Calhoun,2056,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Charlotte,13942,18655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Citrus,15105,13793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Clay,10510,12073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Collier,11696,23326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Columbia,6170,3778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,DeSoto,3180,2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Dixie,2494,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Duval,81705,65296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Escambia,36156,26024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Flagler,3717,3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Franklin,1538,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Gadsden,6939,2257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Gilchrist,1627,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Glades,1335,861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Gulf,2374,1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Hamilton,1339,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Hardee,2201,2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Hendry,2677,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Hernando,16430,16981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Highlands,9535,10715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1986,Secretary of State,Hillsborough,103735,89067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
