State,Year,Office,County,D#,R#,SPD#,WFG#,S#,Liberty#,Comm.#,Labor#,Proh.#,SD#,Pop.#,CN#,SM#,Prog.#,Indiv.#,Workers#,U#,Am.#,AI#,SW#,I1#,I2#,I3#,I4#,I5#,I6#,Ref.#,NL#,G#,L#,ER#,NA#,Cit.#,NP#,Delta#,W/I#,IR#,GFC#,CFB#,R1#,R2#,Year / Office,INOM1#,INOM2#
North Dakota,1916,President,Nelson,861,1013,,,77,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Oliver,327,346,,,48,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Pembina,1400,1469,,,16,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Pierce,789,703,,,74,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Ramsey,1331,1169,,,90,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Ransom,1121,1093,,,45,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Renville,1012,532,,,119,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Richland,1772,2097,,,41,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Rolette,762,600,,,132,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Sargent,868,1050,,,67,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Sheridan,310,807,,,25,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Sioux,200,232,,,24,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Slope,867,516,,,91,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Stark,953,1409,,,57,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Steele,515,676,,,71,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Stutsman,1846,1664,,,109,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Towner,769,665,,,77,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Traill,664,1423,,,72,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Walsh,2003,1670,,,126,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Ward,2791,1743,,,301,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Wells,810,1226,,,48,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1916,President,Williams,1769,903,,,495,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Adams,347,1377,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Barnes,1101,5150,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Benson,680,3540,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Billings,61,787,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Bottineau,970,3487,,,,,,,,,,,,,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Bowman,321,1192,,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Burke,456,1911,,,,,,,,,,,,,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Burleigh,943,4300,,,,,,,,,,,,,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Cass,2817,10735,,,,,,,,,,,,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Cavalier,981,3936,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Dickey,766,2887,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Divide,462,2438,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Dunn,457,2102,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Eddy,577,1525,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Emmons,238,2900,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Foster,371,1583,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Golden Valley,286,1177,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Grand Forks,2527,7646,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Grant,296,2184,,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Griggs,530,1739,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Hettinger,327,1849,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Kidder,336,1855,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,LaMoure,645,2991,,,,,,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Logan,154,1590,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,McHenry,848,3534,,,,,,,,,,,,,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,McIntosh,79,1782,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,McKenzie,511,2587,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,McLean,748,3724,,,,,,,,,,,,,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Mercer,172,1786,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Morton,632,4618,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Mountrail,687,2960,,,,,,,,,,,,,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Nelson,501,3127,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Oliver,111,1105,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Pembina,1405,3925,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Pierce,294,2102,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Ramsey,937,3996,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Ransom,802,3010,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Renville,581,1987,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Richland,1339,5483,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Rolette,535,2139,,,,,,,,,,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Sargent,673,2787,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Sheridan,134,1776,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Sioux,163,776,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Slope,235,1143,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Stark,532,3526,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Steele,337,2222,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Stutsman,1394,5531,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Towner,476,2192,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Traill,523,3666,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Walsh,2047,4581,,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Ward,2291,6166,,,,,,,,,,,,,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Wells,456,3202,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1920,President,Williams,1330,3768,,,,,,,,,,,,,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Adams,106,776,,,1045,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Barnes,346,3205,,,2675,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Benson,246,1870,,,2038,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Billings,32,421,,,418,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Bottineau,221,1338,,,2621,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Bowman,67,776,,,875,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Burke,135,996,,,1376,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Burleigh,379,3152,,,2338,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Cass,1352,9906,,,3769,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Cavalier,539,2428,,,1471,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Dickey,352,1716,,,1856,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Divide,91,743,,,1605,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Dunn,190,980,,,1112,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Eddy,101,881,,,1258,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Emmons,123,1198,,,1695,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Foster,287,922,,,833,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Golden Valley,140,718,,,628,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Grand Forks,943,6690,,,3011,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Grant,125,1120,,,1618,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Griggs,116,738,,,1360,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Hettinger,128,936,,,1291,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Kidder,110,844,,,1187,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,LaMoure,221,1647,,,1940,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Logan,29,787,,,994,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,McHenry,264,1692,,,2630,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,McIntosh,39,637,,,1172,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,McKenzie,137,1113,,,1661,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,McLean,194,1651,,,2718,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Mercer,70,522,,,1489,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Morton,265,2377,,,2716,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Mountrail,130,1354,,,2209,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Nelson,175,1697,,,1571,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Oliver,31,367,,,739,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Pembina,588,2783,,,1341,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Pierce,157,1160,,,1156,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Ramsey,359,3110,,,1505,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Ransom,303,1862,,,1919,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Renville,120,649,,,1247,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Richland,769,3235,,,2617,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Rolette,137,869,,,1410,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Sargent,232,1468,,,1656,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Sheridan,49,594,,,1069,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Sioux,58,777,,,407,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Slope,47,616,,,913,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Stark,266,2130,,,1808,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Steele,85,1247,,,1029,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Stutsman,463,3952,,,2552,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Towner,223,1173,,,1053,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Traill,234,2596,,,1752,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Walsh,917,2837,,,2009,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Ward,721,4166,,,3784,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Wells,138,1644,,,1917,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1924,President,Williams,308,1865,,,2859,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Adams,644,1590,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Barnes,3293,3755,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Benson,2194,2621,13,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Billings,412,458,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Bottineau,2648,2680,13,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Bowman,821,1031,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Burke,1336,2002,70,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Burleigh,3076,3955,68,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Cass,6315,12480,14,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Cavalier,2510,3068,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Dickey,1977,2250,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Divide,1250,1963,25,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Dunn,1561,1360,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Eddy,1240,1071,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Emmons,2066,1792,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Foster,1178,1137,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Golden Valley,552,937,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Grand Forks,4300,8024,15,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Grant,1434,1759,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Griggs,1182,1329,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Hettinger,1323,1553,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Kidder,1190,1200,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,LaMoure,1800,2245,16,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Logan,1293,1013,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,McHenry,2535,2914,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,McIntosh,1474,1196,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,McKenzie,1289,2100,35,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,McLean,2855,2730,21,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Mercer,1619,971,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Morton,3946,2881,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Mountrail,2003,2354,108,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Nelson,1542,2364,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Oliver,631,680,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Pembina,2141,3324,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Pierce,1606,1469,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Ramsey,2672,3246,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Ransom,1505,2613,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Renville,1174,1473,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Richland,3604,4251,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Rolette,2181,1327,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Sargent,1989,1772,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Sheridan,944,1242,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Sioux,988,687,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Slope,542,873,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Stark,3231,1924,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Steele,1152,1574,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Stutsman,3873,4782,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Towner,1324,1588,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Traill,1447,3638,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Walsh,3798,3657,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Ward,4362,6561,22,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Wells,2123,2364,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1928,President,Williams,2503,3591,121,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Adams,1514,915,,,37,128,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Barnes,4833,2527,,,120,166,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Benson,3650,1170,,,59,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Billings,760,295,,,10,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Bottineau,4178,1201,,,166,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Bowman,1292,616,,,213,44,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Burke,2473,906,,,131,15,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Burleigh,5621,2687,,,90,9,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Cass,11094,8937,,,321,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Cavalier,3770,1471,,,29,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Dickey,3068,1424,,,59,25,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Divide,2374,817,,,68,124,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Dunn,2380,569,,,27,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Eddy,1888,537,,,44,47,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Emmons,3089,916,,,30,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Foster,1838,609,,,9,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Golden Valley,1023,653,,,11,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Grand Forks,7579,5090,,,187,17,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Grant,2912,657,,,38,33,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Griggs,1838,428,,,41,60,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Hettinger,2336,921,,,54,33,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Kidder,2042,709,,,29,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,LaMoure,3310,1134,,,88,43,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Logan,2350,390,,,11,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,McHenry,3937,1396,,,166,59,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,McIntosh,3078,465,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,McKenzie,2655,710,,,91,74,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,McLean,4354,1369,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Mercer,2491,480,,,10,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1932,President,Morton,5548,1828,,,38,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
