State,Year,Office,County,D#,R#,Prog.#,U#,Proh.#,S#,Comm.#,SL#,AI#,I#,Ref.#,NL#,G#,L#,ST#,IL#,BL#,Cit.#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,I1#,I2#,I3#,I4#,T#,DN#,SW#,DS#,IHT#,Wor.#,W/I#,Town
Maine,1992,President,,282,239,,,,,,,,342,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Medway Town
Maine,1992,President,,108,70,,,,,,,,144,,,,3,,,,,0,0,,,,,,,,,,,0,,,,,,,Mercer Town
Maine,1992,President,,45,43,,,,,,,,27,,,,1,,,,,1,0,,,,,,,,,,,0,,,,,,,Merrill Town
Maine,1992,President,,885,287,,,,,,,,649,,,,3,,,,,0,0,,,,,,,,,,,1,,,,,,,Mexico Town
Maine,1992,President,,238,239,,,,,,,,244,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Milbridge Town
Maine,1992,President,,608,310,,,,,,,,621,,,,3,,,,,0,0,,,,,,,,,,,0,,,,,,,Milford Town
Maine,1992,President,,1568,889,,,,,,,,1412,,,,2,,,,,0,0,,,,,,,,,,,3,,,,,,,Millinocket Town
Maine,1992,President,,529,400,,,,,,,,499,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Milo Town
Maine,1992,President,,22,5,,,,,,,,20,,,,0,,,,,1,0,,,,,,,,,,,0,,,,,,,Milton UT
Maine,1992,President,,292,334,,,,,,,,388,,,,4,,,,,1,0,,,,,,,,,,,1,,,,,,,Minot Town
Maine,1992,President,,40,20,,,,,,,,20,,,,0,,,,,1,0,,,,,,,,,,,0,,,,,,,Monhegan Plantation
Maine,1992,President,,668,586,,,,,,,,757,,,,2,,,,,0,0,,,,,,,,,,,4,,,,,,,Monmouth Town
Maine,1992,President,,185,139,,,,,,,,169,,,,1,,,,,1,0,,,,,,,,,,,1,,,,,,,Monroe Town
Maine,1992,President,,148,131,,,,,,,,202,,,,1,,,,,1,0,,,,,,,,,,,0,,,,,,,Monson Town
Maine,1992,President,,103,202,,,,,,,,106,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Monticello Town
Maine,1992,President,,207,92,,,,,,,,153,,,,5,,,,,1,0,,,,,,,,,,,0,,,,,,,Montville Town
Maine,1992,President,,29,30,,,,,,,,63,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Moose River Town
Maine,1992,President,,9,8,,,,,,,,13,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Moro Plantation
Maine,1992,President,,93,134,,,,,,,,147,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Morrill Town
Maine,1992,President,,100,80,,,,,,,,107,,,,1,,,,,1,0,,,,,,,,,,,0,,,,,,,Moscow Town
Maine,1992,President,,27,64,,,,,,,,42,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Mount Chase Town
Maine,1992,President,,557,444,,,,,,,,389,,,,4,,,,,2,0,,,,,,,,,,,1,,,,,,,Mount Desert Town
Maine,1992,President,,319,184,,,,,,,,312,,,,4,,,,,1,0,,,,,,,,,,,0,,,,,,,Mount Vernon Town
Maine,1992,President,,585,589,,,,,,,,584,,,,1,,,,,1,2,,,,,,,,,,,0,,,,,,,Naples Town
Maine,1992,President,,12,2,,,,,,,,7,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Nashville Plantation
Maine,1992,President,,74,30,,,,,,,,23,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,New Canada Town
Maine,1992,President,,762,764,,,,,,,,702,,,,2,,,,,0,4,,,,,,,,,,,3,,,,,,,New Gloucester Town
Maine,1992,President,,97,125,,,,,,,,78,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,New Limerick Town
Maine,1992,President,,151,142,,,,,,,,166,,,,3,,,,,0,0,,,,,,,,,,,0,,,,,,,New Portland Town
Maine,1992,President,,249,222,,,,,,,,242,,,,4,,,,,0,0,,,,,,,,,,,0,,,,,,,New Sharon Town
Maine,1992,President,,137,128,,,,,,,,119,,,,0,,,,,1,0,,,,,,,,,,,1,,,,,,,New Sweden Town
Maine,1992,President,,126,151,,,,,,,,119,,,,3,,,,,0,0,,,,,,,,,,,0,,,,,,,New Vineyard Town
Maine,1992,President,,256,214,,,,,,,,286,,,,3,,,,,0,0,,,,,,,,,,,0,,,,,,,Newburgh Town
Maine,1992,President,,422,324,,,,,,,,275,,,,4,,,,,1,1,,,,,,,,,,,0,,,,,,,Newcastle Town
Maine,1992,President,,187,187,,,,,,,,242,,,,0,,,,,1,0,,,,,,,,,,,0,,,,,,,Newfield Town
Maine,1992,President,,485,551,,,,,,,,612,,,,2,,,,,1,0,,,,,,,,,,,2,,,,,,,Newport Town
Maine,1992,President,,67,66,,,,,,,,88,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Newry Town
Maine,1992,President,,360,331,,,,,,,,280,,,,5,,,,,0,0,,,,,,,,,,,0,,,,,,,Nobleboro Town
Maine,1992,President,,478,425,,,,,,,,613,,,,5,,,,,0,0,,,,,,,,,,,0,,,,,,,Norridgewock Town
Maine,1992,President,,611,681,,,,,,,,624,,,,4,,,,,2,0,,,,,,,,,,,0,,,,,,,North Berwick Town
Maine,1992,President,,96,74,,,,,,,,82,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,North Haven Town
Maine,1992,President,,590,583,,,,,,,,469,,,,5,,,,,0,0,,,,,,,,,,,0,,,,,,,North Yarmouth Town
Maine,1992,President,,26,17,,,,,,,,19,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Northfield Town
Maine,1992,President,,254,220,,,,,,,,293,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Northport Town
Maine,1992,President,,911,750,,,,,,,,769,,,,4,,,,,5,0,,,,,,,,,,,4,,,,,,,Norway Town
Maine,1992,President,,14,8,,,,,,,,16,,,,1,,,,,1,0,,,,,,,,,,,3,,,,,,,No. 8 S.D. UT
Maine,1992,President,,13,20,,,,,,,,11,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,No. 21 UT
Maine,1992,President,,132,134,,,,,,,,97,,,,0,,,,,0,0,,,,,,,,,,,1,,,,,,,Oakfield Town
Maine,1992,President,,1064,803,,,,,,,,1058,,,,4,,,,,1,0,,,,,,,,,,,3,,,,,,,Oakland Town
Maine,1992,President,,331,316,,,,,,,,215,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Ogunquit Town
Maine,1992,President,,2162,1503,,,,,,,,1365,,,,4,,,,,6,3,,,,,,,,,,,4,,,,,,,Old Orchard Beach Town
Maine,1992,President,,2272,1173,,,,,,,,1302,,,,14,,,,,4,0,,,,,,,,,,,1,,,,,,,Old Town City
Maine,1992,President,,26,30,,,,,,,,22,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Orient Town
Maine,1992,President,,477,290,,,,,,,,437,,,,2,,,,,0,0,,,,,,,,,,,3,,,,,,,Orland Town
Maine,1992,President,,2813,1336,,,,,,,,1502,,,,15,,,,,2,2,,,,,,,,,,,1,,,,,,,Orono Town
Maine,1992,President,,678,652,,,,,,,,802,,,,4,,,,,3,0,,,,,,,,,,,1,,,,,,,Orrington Town
Maine,1992,President,,5,15,,,,,,,,25,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Osborn Town
Maine,1992,President,,72,68,,,,,,,,132,,,,3,,,,,0,0,,,,,,,,,,,1,,,,,,,Otis Town
Maine,1992,President,,269,220,,,,,,,,220,,,,3,,,,,0,0,,,,,,,,,,,0,,,,,,,Otisfield Town
Maine,1992,President,,306,405,,,,,,,,290,,,,5,,,,,0,0,,,,,,,,,,,1,,,,,,,Owls Head Town
Maine,1992,President,,24,13,,,,,,,,10,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Oxbow Plantation
Maine,1992,President,,612,525,,,,,,,,647,,,,3,,,,,0,0,,,,,,,,,,,0,,,,,,,Oxford Town
Maine,1992,President,,194,188,,,,,,,,192,,,,1,,,,,1,0,,,,,,,,,,,0,,,,,,,Palermo Town
Maine,1992,President,,285,261,,,,,,,,433,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Palmyra Town
Maine,1992,President,,862,823,,,,,,,,693,,,,15,,,,,4,0,,,,,,,,,,,1,,,,,,,Paris Town
Maine,1992,President,,137,84,,,,,,,,186,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Parkman Town
Maine,1992,President,,295,290,,,,,,,,243,,,,3,,,,,0,0,,,,,,,,,,,0,,,,,,,Parsonsfield Town
Maine,1992,President,,85,65,,,,,,,,69,,,,1,,,,,0,0,,,,,,,,,,,1,,,,,,,Passadumkeag Town
Maine,1992,President,,178,239,,,,,,,,209,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Patten Town
Maine,1992,President,,176,142,,,,,,,,165,,,,0,,,,,2,0,,,,,,,,,,,0,,,,,,,Pembroke Town
Maine,1992,President,,263,223,,,,,,,,237,,,,3,,,,,1,0,,,,,,,,,,,0,,,,,,,Penobscot Town
Maine,1992,President,,64,86,,,,,,,,46,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Perham Town
Maine,1992,President,,2,0,,,,,,,,5,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Perkins UT
Maine,1992,President,,118,126,,,,,,,,96,,,,2,,,,,2,0,,,,,,,,,,,0,,,,,,,Perry Town
Maine,1992,President,,400,192,,,,,,,,321,,,,0,,,,,2,0,,,,,,,,,,,0,,,,,,,Peru Town
Maine,1992,President,,210,170,,,,,,,,209,,,,0,,,,,2,0,,,,,,,,,,,1,,,,,,,Phillips Town
Maine,1992,President,,389,435,,,,,,,,425,,,,2,,,,,2,0,,,,,,,,,,,0,,,,,,,Phippsburg Town
Maine,1992,President,,692,712,,,,,,,,838,,,,2,,,,,2,0,,,,,,,,,,,2,,,,,,,Pittsfield Town
Maine,1992,President,,530,419,,,,,,,,514,,,,6,,,,,0,0,,,,,,,,,,,1,,,,,,,Pittston Town
Maine,1992,President,,106,25,,,,,,,,33,,,,0,,,,,0,0,,,,,,,,,,,1,,,,,,,Pleasant Point Voting District
Maine,1992,President,,13,16,,,,,,,,31,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Pleasant Ridge Plantation
Maine,1992,President,,202,158,,,,,,,,258,,,,3,,,,,1,0,,,,,,,,,,,1,,,,,,,Plymouth Town
Maine,1992,President,,782,651,,,,,,,,955,,,,8,,,,,1,0,,,,,,,,,,,1,,,,,,,Poland Town
Maine,1992,President,,131,78,,,,,,,,71,,,,6,,,,,0,0,,,,,,,,,,,0,,,,,,,Portage Lake Town
Maine,1992,President,,253,256,,,,,,,,211,,,,1,,,,,1,0,,,,,,,,,,,0,,,,,,,Porter Town
Maine,1992,President,,19510,8660,,,,,,,,6910,,,,136,,,,,36,11,,,,,,,,,,,11,,,,,,,Portland City
Maine,1992,President,,298,273,,,,,,,,272,,,,4,,,,,1,0,,,,,,,,,,,0,,,,,,,Pownal Town
Maine,1992,President,,1750,1709,,,,,,,,1318,,,,1,,,,,2,0,,,,,,,,,,,3,,,,,,,Presque Isle City
Maine,1992,President,,186,158,,,,,,,,201,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Princeton Town
Maine,1992,President,,128,86,,,,,,,,102,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Prospect Town
Maine,1992,President,,480,275,,,,,,,,385,,,,3,,,,,1,0,,,,,,,,,,,0,,,,,,,Randolph Town
Maine,1992,President,,207,265,,,,,,,,256,,,,1,,,,,1,0,,,,,,,,,,,1,,,,,,,Rangeley Town
Maine,1992,President,,17,34,,,,,,,,17,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Rangeley Plantation
Maine,1992,President,,756,740,,,,,,,,667,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Raymond Town
Maine,1992,President,,563,373,,,,,,,,432,,,,5,,,,,2,0,,,,,,,,,,,0,,,,,,,Readfield Town
Maine,1992,President,,35,34,,,,,,,,40,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Reed Plantation
Maine,1992,President,,560,467,,,,,,,,537,,,,4,,,,,0,0,,,,,,,,,,,3,,,,,,,Richmond Town
Maine,1992,President,,63,85,,,,,,,,100,,,,0,,,,,1,0,,,,,,,,,,,0,,,,,,,Ripley Town
Maine,1992,President,,92,78,,,,,,,,100,,,,6,,,,,0,0,,,,,,,,,,,0,,,,,,,Robbinston Town
Maine,1992,President,,1192,1081,,,,,,,,1059,,,,14,,,,,0,0,,,,,,,,,,,9,,,,,,,Rockland City
Maine,1992,President,,758,614,,,,,,,,521,,,,5,,,,,3,0,,,,,,,,,,,0,,,,,,,Rockport Town
Maine,1992,President,,40,71,,,,,,,,64,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Rockwood UT
Maine,1992,President,,195,131,,,,,,,,166,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Rome Town
Maine,1992,President,,56,34,,,,,,,,53,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Roque Bluffs Town
Maine,1992,President,,114,29,,,,,,,,91,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Roxbury Town
Maine,1992,President,,1896,736,,,,,,,,1301,,,,5,,,,,5,0,,,,,,,,,,,4,,,,,,,Rumford Town
Maine,1992,President,,701,451,,,,,,,,933,,,,3,,,,,0,0,,,,,,,,,,,2,,,,,,,Sabattus Town
Maine,1992,President,,4000,2769,,,,,,,,2303,,,,17,,,,,2,0,,,,,,,,,,,4,,,,,,,Saco City
Maine,1992,President,,333,53,,,,,,,,132,,,,0,,,,,0,0,,,,,,,,,,,1,,,,,,,Saint Agatha Town
Maine,1992,President,,292,288,,,,,,,,366,,,,1,,,,,0,2,,,,,,,,,,,1,,,,,,,Saint Albans Town
Maine,1992,President,,210,60,,,,,,,,68,,,,2,,,,,1,0,,,,,,,,,,,0,,,,,,,Saint Francis Town
Maine,1992,President,,618,426,,,,,,,,458,,,,8,,,,,1,0,,,,,,,,,,,3,,,,,,,Saint George Town
Maine,1992,President,,73,31,,,,,,,,25,,,,0,,,,,1,0,,,,,,,,,,,0,,,,,,,Saint John Plantation
Maine,1992,President,,14,23,,,,,,,,18,,,,0,,,,,0,0,,,,,,,,,,,1,,,,,,,Sandy River Plantation
Maine,1992,President,,3854,3030,,,,,,,,3215,,,,19,,,,,13,0,,,,,,,,,,,18,,,,,,,Sanford Town
Maine,1992,President,,244,219,,,,,,,,270,,,,3,,,,,0,1,,,,,,,,,,,0,,,,,,,Sangerville Town
Maine,1992,President,,2941,3235,,,,,,,,2033,,,,12,,,,,5,0,,,,,,,,,,,2,,,,,,,Scarborough Town
Maine,1992,President,,207,131,,,,,,,,212,,,,2,,,,,2,0,,,,,,,,,,,3,,,,,,,Searsmont Town
Maine,1992,President,,460,473,,,,,,,,529,,,,7,,,,,1,0,,,,,,,,,,,0,,,,,,,Searsport Town
Maine,1992,President,,312,323,,,,,,,,274,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Sebago Town
Maine,1992,President,,108,100,,,,,,,,113,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Sebec Town
Maine,1992,President,,13,4,,,,,,,,9,,,,0,,,,,0,0,,,,,,,,,,,1,,,,,,,Seboeis Plantation
Maine,1992,President,,221,153,,,,,,,,178,,,,3,,,,,1,2,,,,,,,,,,,1,,,,,,,Sedgwick Town
Maine,1992,President,,395,369,,,,,,,,456,,,,6,,,,,1,0,,,,,,,,,,,0,,,,,,,Shapleigh Town
Maine,1992,President,,136,261,,,,,,,,239,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Sherman Town
Maine,1992,President,,25,43,,,,,,,,59,,,,4,,,,,0,0,,,,,,,,,,,0,,,,,,,Shirley Town
Maine,1992,President,,580,513,,,,,,,,625,,,,6,,,,,1,0,,,,,,,,,,,1,,,,,,,Sidney Town
Maine,1992,President,,90,19,,,,,,,,31,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Sinclair UT
Maine,1992,President,,1717,1078,,,,,,,,1458,,,,4,,,,,2,0,,,,,,,,,,,1,,,,,,,Skowhegan Town
Maine,1992,President,,151,124,,,,,,,,214,,,,1,,,,,0,0,,,,,,,,,,,1,,,,,,,Smithfield Town
Maine,1992,President,,68,61,,,,,,,,47,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Smyrna Town
Maine,1992,President,,232,113,,,,,,,,218,,,,1,,,,,1,0,,,,,,,,,,,0,,,,,,,Solon Town
Maine,1992,President,,94,63,,,,,,,,86,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Somerville Town
Maine,1992,President,,63,49,,,,,,,,76,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Sorrento Town
Maine,1992,President,,1058,1211,,,,,,,,866,,,,10,,,,,2,0,,,,,,,,,,,1,,,,,,,South Berwick Town
Maine,1992,President,,210,200,,,,,,,,153,,,,2,,,,,0,0,,,,,,,,,,,2,,,,,,,South Bristol Town
Maine,1992,President,,5933,3999,,,,,,,,2734,,,,31,,,,,9,1,,,,,,,,,,,5,,,,,,,South Portland City
Maine,1992,President,,253,244,,,,,,,,256,,,,0,,,,,1,1,,,,,,,,,,,1,,,,,,,South Thomaston Town
Maine,1992,President,,172,208,,,,,,,,124,,,,3,,,,,1,0,,,,,,,,,,,0,,,,,,,Southport Town
Maine,1992,President,,434,382,,,,,,,,414,,,,3,,,,,1,1,,,,,,,,,,,0,,,,,,,Southwest Harbor Town
Maine,1992,President,,69,41,,,,,,,,70,,,,2,,,,,0,0,,,,,,,,,,,1,,,,,,,Springfield Town
Maine,1992,President,,107,87,,,,,,,,71,,,,0,,,,,0,1,,,,,,,,,,,0,,,,,,,Stacyville Town
Maine,1992,President,,1440,1416,,,,,,,,1307,,,,11,,,,,3,2,,,,,,,,,,,2,,,,,,,Standish Town
Maine,1992,President,,111,49,,,,,,,,144,,,,3,,,,,0,0,,,,,,,,,,,0,,,,,,,Starks Town
Maine,1992,President,,135,126,,,,,,,,201,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Stetson Town
Maine,1992,President,,190,169,,,,,,,,211,,,,0,,,,,0,0,,,,,,,,,,,1,,,,,,,Steuben Town
Maine,1992,President,,103,46,,,,,,,,48,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Stockholm Town
Maine,1992,President,,348,244,,,,,,,,326,,,,6,,,,,1,0,,,,,,,,,,,0,,,,,,,Stockton Springs Town
Maine,1992,President,,41,40,,,,,,,,66,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Stoneham Town
Maine,1992,President,,264,136,,,,,,,,227,,,,2,,,,,1,0,,,,,,,,,,,0,,,,,,,Stonington Town
Maine,1992,President,,60,54,,,,,,,,36,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Stow Town
Maine,1992,President,,300,235,,,,,,,,237,,,,4,,,,,1,0,,,,,,,,,,,1,,,,,,,Strong Town
Maine,1992,President,,181,175,,,,,,,,288,,,,0,,,,,2,0,,,,,,,,,,,1,,,,,,,Sullivan Town
Maine,1992,President,,130,150,,,,,,,,150,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Sumner Town
Maine,1992,President,,261,244,,,,,,,,237,,,,3,,,,,0,1,,,,,,,,,,,1,,,,,,,Surry Town
Maine,1992,President,,57,116,,,,,,,,54,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Swan's Island Town
Maine,1992,President,,195,143,,,,,,,,223,,,,4,,,,,1,0,,,,,,,,,,,1,,,,,,,Swanville Town
Maine,1992,President,,48,57,,,,,,,,50,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Sweden Town
Maine,1992,President,,19,12,,,,,,,,32,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,T1 R9 UT
Maine,1992,President,,35,12,,,,,,,,18,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,T17 R5 UT
Maine,1992,President,,1,0,,,,,,,,1,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,T-3 UT
Maine,1992,President,,45,18,,,,,,,,61,,,,1,,,,,0,0,,,,,,,,,,,1,,,,,,,T3 & T4 UT
Maine,1992,President,,1,0,,,,,,,,3,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,T-A R-10 R-12 UT
Maine,1992,President,,6,22,,,,,,,,11,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Talmadge Town
Maine,1992,President,,152,75,,,,,,,,118,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Temple Town
Maine,1992,President,,6,11,,,,,,,,23,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,The Forks Plantation
Maine,1992,President,,516,507,,,,,,,,465,,,,2,,,,,1,0,,,,,,,,,,,0,,,,,,,Thomaston Town
Maine,1992,President,,111,98,,,,,,,,152,,,,2,,,,,0,0,,,,,,,,,,,1,,,,,,,Thorndike Town
Maine,1992,President,,51,36,,,,,,,,36,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Topsfield Town
Maine,1992,President,,1645,1473,,,,,,,,1358,,,,3,,,,,3,0,,,,,,,,,,,3,,,,,,,Topsham Town
Maine,1992,President,,314,261,,,,,,,,319,,,,5,,,,,1,0,,,,,,,,,,,0,,,,,,,Tremont Town
Maine,1992,President,,184,193,,,,,,,,267,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Trenton Town
Maine,1992,President,,181,116,,,,,,,,188,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Troy Town
Maine,1992,President,,800,727,,,,,,,,808,,,,2,,,,,2,2,,,,,,,,,,,1,,,,,,,Turner Town
Maine,1992,President,,369,379,,,,,,,,453,,,,6,,,,,1,0,,,,,,,,,,,0,,,,,,,Union Town
Maine,1992,President,,278,258,,,,,,,,323,,,,3,,,,,3,0,,,,,,,,,,,6,,,,,,,Unity Town
Maine,1992,President,,14,23,,,,,,,,22,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Upton Town
Maine,1992,President,,992,149,,,,,,,,331,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Van Buren Town
Maine,1992,President,,63,38,,,,,,,,26,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Vanceboro Town
Maine,1992,President,,774,503,,,,,,,,860,,,,2,,,,,1,1,,,,,,,,,,,4,,,,,,,Vassalboro Town
Maine,1992,President,,391,371,,,,,,,,328,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Veazie Town
Maine,1992,President,,116,81,,,,,,,,110,,,,0,,,,,1,1,,,,,,,,,,,0,,,,,,,Verona Town
Maine,1992,President,,133,62,,,,,,,,120,,,,0,,,,,1,0,,,,,,,,,,,0,,,,,,,Vienna Town
Maine,1992,President,,330,149,,,,,,,,256,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Vinalhaven Town
Maine,1992,President,,37,53,,,,,,,,33,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Wade Town
Maine,1992,President,,36,15,,,,,,,,17,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Waite Town
Maine,1992,President,,95,72,,,,,,,,141,,,,6,,,,,0,0,,,,,,,,,,,0,,,,,,,Waldo Town
Maine,1992,President,,860,737,,,,,,,,809,,,,25,,,,,2,0,,,,,,,,,,,4,,,,,,,Waldoboro Town
Maine,1992,President,,177,180,,,,,,,,246,,,,3,,,,,2,0,,,,,,,,,,,0,,,,,,,Wales Town
Maine,1992,President,,193,48,,,,,,,,73,,,,0,,,,,0,1,,,,,,,,,,,0,,,,,,,Wallagrass Town
Maine,1992,President,,38,66,,,,,,,,59,,,,1,,,,,0,0,,,,,,,,,,,2,,,,,,,Waltham Town
Maine,1992,President,,487,476,,,,,,,,589,,,,6,,,,,0,0,,,,,,,,,,,0,,,,,,,Warren Town
Maine,1992,President,,330,361,,,,,,,,252,,,,4,,,,,3,0,,,,,,,,,,,1,,,,,,,Washburn Town
Maine,1992,President,,284,186,,,,,,,,231,,,,1,,,,,1,0,,,,,,,,,,,0,,,,,,,Washington Town
Maine,1992,President,,863,837,,,,,,,,965,,,,6,,,,,2,0,,,,,,,,,,,0,,,,,,,Waterboro Town
Maine,1992,President,,257,270,,,,,,,,277,,,,0,,,,,1,0,,,,,,,,,,,0,,,,,,,Waterford Town
Maine,1992,President,,3868,1832,,,,,,,,2257,,,,10,,,,,5,0,,,,,,,,,,,5,,,,,,,Waterville City
Maine,1992,President,,287,215,,,,,,,,208,,,,1,,,,,1,0,,,,,,,,,,,0,,,,,,,Wayne Town
Maine,1992,President,,12,7,,,,,,,,17,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Webster Plantation
Maine,1992,President,,103,78,,,,,,,,96,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Weld Town
Maine,1992,President,,88,17,,,,,,,,45,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Wellington Town
Maine,1992,President,,1549,1884,,,,,,,,1336,,,,10,,,,,2,0,,,,,,,,,,,2,,,,,,,Wells Town
Maine,1992,President,,37,27,,,,,,,,24,,,,1,,,,,0,0,,,,,,,,,,,1,,,,,,,Wesley Town
Maine,1992,President,,373,345,,,,,,,,298,,,,1,,,,,1,0,,,,,,,,,,,0,,,,,,,West Bath Town
Maine,1992,President,,17,22,,,,,,,,13,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,West Forks Plantation
Maine,1992,President,,499,383,,,,,,,,619,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,West Gardiner Town
Maine,1992,President,,291,257,,,,,,,,297,,,,4,,,,,0,0,,,,,,,,,,,1,,,,,,,West Paris Town
Maine,1992,President,,3665,2904,,,,,,,,2512,,,,13,,,,,10,1,,,,,,,,,,,4,,,,,,,Westbrook City
Maine,1992,President,,118,112,,,,,,,,58,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Westfield Town
Maine,1992,President,,15,17,,,,,,,,10,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Westmanland Town
Maine,1992,President,,27,61,,,,,,,,55,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Weston Town
Maine,1992,President,,142,183,,,,,,,,150,,,,3,,,,,0,0,,,,,,,,,,,1,,,,,,,Westport Town
Maine,1992,President,,419,281,,,,,,,,380,,,,3,,,,,0,0,,,,,,,,,,,0,,,,,,,Whitefield Town
Maine,1992,President,,87,80,,,,,,,,102,,,,3,,,,,0,0,,,,,,,,,,,0,,,,,,,Whiting Town
Maine,1992,President,,48,48,,,,,,,,47,,,,1,,,,,1,0,,,,,,,,,,,0,,,,,,,Whitneyville Town
Maine,1992,President,,13,50,,,,,,,,35,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Willimantic Town
Maine,1992,President,,1015,698,,,,,,,,744,,,,3,,,,,0,0,,,,,,,,,,,1,,,,,,,Wilton Town
Maine,1992,President,,2444,2603,,,,,,,,2250,,,,12,,,,,3,1,,,,,,,,,,,2,,,,,,,Windham Town
Maine,1992,President,,380,343,,,,,,,,376,,,,4,,,,,0,0,,,,,,,,,,,1,,,,,,,Windsor Town
Maine,1992,President,,72,90,,,,,,,,87,,,,0,,,,,1,0,,,,,,,,,,,1,,,,,,,Winn Town
Maine,1992,President,,1724,1019,,,,,,,,1696,,,,6,,,,,3,0,,,,,,,,,,,2,,,,,,,Winslow Town
Maine,1992,President,,104,159,,,,,,,,153,,,,0,,,,,0,0,,,,,,,,,,,1,,,,,,,Winter Harbor Town
Maine,1992,President,,592,548,,,,,,,,688,,,,5,,,,,2,0,,,,,,,,,,,0,,,,,,,Winterport Town
