State,Year,Office,County,D1#,R#,SD#,D2#,AS#,Nat.#,Wor.#,AF#,Lib.#,TC#,NP#,HR#,Cit.#,GB#,FL#,Proh.#,Labor#,UL#,Pop.#,SW#,S#,Comm.#,SL#,SE#,CW#,ST#,Prog.#,U#,AI#,Ind.#,Tisch#,I1#,I2#,I3#,I4#,Ref.#,NL#,G#,L#,WL#,UC#,W/I#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,D#,FN#,WW#,I#,WAC#,W/I1#,IND#,Am.#,CON#,SD#.1,PU#,Tisch #,W/I7#,W/I8#,W/I9#,SqD#,CD#,T#
Michigan,1884,President,Bay,4963,2916,,,,,,,,,,,,255,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Benzie,380,556,,,,,,,,,,,,0,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Berrien,4458,4445,,,,,,,,,,,,0,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Branch,2958,3671,,,,,,,,,,,,1,,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Calhoun,4309,5113,,,,,,,,,,,,0,,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Cass,2744,2764,,,,,,,,,,,,5,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Charlevoix,825,1043,,,,,,,,,,,,0,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Cheboygan,897,777,,,,,,,,,,,,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Chippewa,635,686,,,,,,,,,,,,0,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Clare,685,622,,,,,,,,,,,,5,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Clinton,3220,2782,,,,,,,,,,,,2,,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Crawford,223,304,,,,,,,,,,,,0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Delta,609,1201,,,,,,,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Eaton,3717,4106,,,,,,,,,,,,0,,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Emmet,895,779,,,,,,,,,,,,0,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Genesee,3657,4328,,,,,,,,,,,,0,,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Gladwin,213,288,,,,,,,,,,,,18,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Grand Traverse,808,1645,,,,,,,,,,,,0,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Gratiot,2736,2676,,,,,,,,,,,,0,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Hillsdale,3222,4315,,,,,,,,,,,,6,,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Houghton,1694,2383,,,,,,,,,,,,0,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Huron,1898,1355,,,,,,,,,,,,0,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Ingham,4562,3709,,,,,,,,,,,,12,,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Ionia,3814,3552,,,,,,,,,,,,7,,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Iosco,864,1016,,,,,,,,,,,,0,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Isabella,1610,1617,,,,,,,,,,,,5,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Jackson,5452,4804,,,,,,,,,,,,51,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Kalamazoo,3750,4515,,,,,,,,,,,,0,,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Kalkaska,369,630,,,,,,,,,,,,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Kent,9639,9007,,,,,,,,,,,,5,,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Keweenaw,201,620,,,,,,,,,,,,0,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Lake,656,951,,,,,,,,,,,,0,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Lapeer,2741,3062,,,,,,,,,,,,27,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Leelanau,571,811,,,,,,,,,,,,0,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Lenawee,5572,5827,,,,,,,,,,,,1,,1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Livingston,2938,2597,,,,,,,,,,,,0,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Mackinac,558,479,,,,,,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Macomb,3464,2782,,,,,,,,,,,,4,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Manistee,1926,1305,,,,,,,,,,,,0,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Manitou,148,18,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Marquette,1478,4230,,,,,,,,,,,,0,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Mason,1217,1299,,,,,,,,,,,,0,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Mecosta,1847,2365,,,,,,,,,,,,0,,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Menominee,936,2614,,,,,,,,,,,,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Midland,883,1071,,,,,,,,,,,,9,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Missaukee,373,470,,,,,,,,,,,,0,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Monroe,3920,3025,,,,,,,,,,,,54,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Montcalm,3788,3857,,,,,,,,,,,,3,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Montmorency,137,93,,,,,,,,,,,,0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Muskegon,3171,3483,,,,,,,,,,,,25,,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Newaygo,2051,1971,,,,,,,,,,,,0,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Oakland,5386,4842,,,,,,,,,,,,3,,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Oceana,1213,1637,,,,,,,,,,,,0,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Ogemaw,472,478,,,,,,,,,,,,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Ontonagon,233,301,,,,,,,,,,,,0,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Osceola,792,1497,,,,,,,,,,,,0,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Oscoda,87,199,,,,,,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Otsego,410,485,,,,,,,,,,,,0,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Ottawa,3049,3758,,,,,,,,,,,,5,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Presque Isle,225,394,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Roscommon,435,427,,,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Saginaw,7047,5939,,,,,,,,,,,,100,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Saint Clair,4668,4017,,,,,,,,,,,,53,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Saint Joseph,3554,3261,,,,,,,,,,,,6,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Sanilac,1817,1923,,,,,,,,,,,,12,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Schoolcraft,289,518,,,,,,,,,,,,0,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Shiawassee,3141,2705,,,,,,,,,,,,17,,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Tuscola,2624,2914,,,,,,,,,,,,0,,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Van Buren,2933,4219,,,,,,,,,,,,6,,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Washtenaw,5315,4049,,,,,,,,,,,,9,,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Wayne,20930,17315,,,,,,,,,,,,0,,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1884,President,Wexford,876,1220,,,,,,,,,,,,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Alcona,502,645,,,,,,,,,,,,,,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Alger,162,284,,,,,,,,,,,,,,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Allegan,3829,5078,,,,,,,,,,,,,,721,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Alpena,1504,1486,,,,,,,,,,,,,,118,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Antrim,881,1305,,,,,,,,,,,,,,114,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Arenac,261,357,,,,,,,,,,,,,,41,,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Baraga,406,389,,,,,,,,,,,,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Barry,2676,3212,,,,,,,,,,,,,,391,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Bay,5386,4378,,,,,,,,,,,,,,121,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Benzie,412,710,,,,,,,,,,,,,,94,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Berrien,4689,5128,,,,,,,,,,,,,,468,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Branch,2739,4098,,,,,,,,,,,,,,503,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Calhoun,4358,5732,,,,,,,,,,,,,,613,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Cass,2564,2929,,,,,,,,,,,,,,282,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Charlevoix,874,1270,,,,,,,,,,,,,,95,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Cheboygan,1237,1110,,,,,,,,,,,,,,76,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Chippewa,909,1055,,,,,,,,,,,,,,82,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Clare,912,905,,,,,,,,,,,,,,57,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Clinton,3248,3493,,,,,,,,,,,,,,348,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Crawford,479,436,,,,,,,,,,,,,,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Delta,1332,1587,,,,,,,,,,,,,,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Eaton,3266,4624,,,,,,,,,,,,,,607,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Emmet,1056,946,,,,,,,,,,,,,,106,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Genesee,3904,5404,,,,,,,,,,,,,,836,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Gladwin,357,525,,,,,,,,,,,,,,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Gogebic,1112,1367,,,,,,,,,,,,,,36,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Grand Traverse,925,1859,,,,,,,,,,,,,,154,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Gratiot,2854,3667,,,,,,,,,,,,,,416,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Hillsdale,3035,4959,,,,,,,,,,,,,,566,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Houghton,2696,3012,,,,,,,,,,,,,,184,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Huron,1988,1608,,,,,,,,,,,,,,206,,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Ingham,4782,4547,,,,,,,,,,,,,,507,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Ionia,3779,4436,,,,,,,,,,,,,,482,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Iosco,1639,1505,,,,,,,,,,,,,,114,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Iron,520,598,,,,,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Isabella,1841,2154,,,,,,,,,,,,,,175,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Jackson,5170,5646,,,,,,,,,,,,,,586,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Kalamazoo,3950,5437,,,,,,,,,,,,,,522,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Kalkaska,400,798,,,,,,,,,,,,,,77,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Kent,11864,12811,,,,,,,,,,,,,,1252,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Keweenaw,185,411,,,,,,,,,,,,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Lake,807,1061,,,,,,,,,,,,,,86,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Lapeer,2914,3662,,,,,,,,,,,,,,262,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Leelanau,673,899,,,,,,,,,,,,,,48,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Lenawee,5671,6475,,,,,,,,,,,,,,916,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Livingston,2842,2706,,,,,,,,,,,,,,348,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Luce,172,212,,,,,,,,,,,,,,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Mackinac,913,625,,,,,,,,,,,,,,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Macomb,3708,3245,,,,,,,,,,,,,,217,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Manistee,2328,1668,,,,,,,,,,,,,,212,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Manitou,141,3,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Marquette,2105,4512,,,,,,,,,,,,,,244,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Mason,1573,1697,,,,,,,,,,,,,,67,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Mecosta,1793,2604,,,,,,,,,,,,,,333,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Menominee,2228,3156,,,,,,,,,,,,,,96,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Midland,1148,1336,,,,,,,,,,,,,,127,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Missaukee,572,632,,,,,,,,,,,,,,47,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Monroe,3940,3430,,,,,,,,,,,,,,182,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Montcalm,3495,4480,,,,,,,,,,,,,,372,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Montmorency,237,235,,,,,,,,,,,,,,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Muskegon,3514,4521,,,,,,,,,,,,,,396,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Newaygo,1932,2448,,,,,,,,,,,,,,241,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Oakland,5410,5389,,,,,,,,,,,,,,589,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Oceana,1426,1726,,,,,,,,,,,,,,434,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Ogemaw,579,620,,,,,,,,,,,,,,32,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Ontonagon,542,308,,,,,,,,,,,,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Osceola,1090,1882,,,,,,,,,,,,,,320,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Oscoda,299,277,,,,,,,,,,,,,,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Otsego,434,573,,,,,,,,,,,,,,64,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Ottawa,3191,4302,,,,,,,,,,,,,,268,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Presque Isle,484,408,,,,,,,,,,,,,,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Roscommon,358,360,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Saginaw,8923,6723,,,,,,,,,,,,,,325,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Saint Clair,5286,5419,,,,,,,,,,,,,,326,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Saint Joseph,3217,3372,,,,,,,,,,,,,,180,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Sanilac,2434,2940,,,,,,,,,,,,,,245,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Schoolcraft,589,590,,,,,,,,,,,,,,55,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Shiawassee,3187,4007,,,,,,,,,,,,,,513,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Tuscola,3112,3888,,,,,,,,,,,,,,295,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Van Buren,2986,4783,,,,,,,,,,,,,,458,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Washtenaw,5482,4549,,,,,,,,,,,,,,543,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Wayne,25986,21326,,,,,,,,,,,,,,877,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1888,President,Wexford,1065,1437,,,,,,,,,,,,,,160,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1892,President,Alcona,380,556,,,,,,,,,,,,,,29,,,5,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1892,President,Alger,156,160,,,,,,,,,,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1892,President,Allegan,3207,4283,,,,,,,,,,,,,,544,,,371,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1892,President,Alpena,1536,1526,,,,,,,,,,,,,,26,,,19,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
