State,Year,Office,County,D#,R#,Liberty#,I1#,I2#,I3#,Proh.#,Pop.#,SD#,FL#,S#,Wor.#,Prog.#,Ref.#,C#,L#,NP#,SoJ,W/I#,I#,Year / Office
South Dakota,1916,President,Aurora,793,735,,,,,45,,,,23,,,,,,,,,,
South Dakota,1916,President,Beadle,1828,1662,,,,,24,,,,121,,,,,,,,,,
South Dakota,1916,President,Bennett,222,67,,,,,4,,,,4,,,,,,,,,,
South Dakota,1916,President,Bon Homme,1278,1231,,,,,20,,,,40,,,,,,,,,,
South Dakota,1916,President,Brookings,1385,1638,,,,,94,,,,46,,,,,,,,,,
South Dakota,1916,President,Brown,2676,2659,,,,,77,,,,472,,,,,,,,,,
South Dakota,1916,President,Brule,975,729,,,,,6,,,,40,,,,,,,,,,
South Dakota,1916,President,Buffalo,182,80,,,,,2,,,,1,,,,,,,,,,
South Dakota,1916,President,Butte,930,537,,,,,10,,,,135,,,,,,,,,,
South Dakota,1916,President,Campbell,163,644,,,,,11,,,,14,,,,,,,,,,
South Dakota,1916,President,Charles Mix,2011,1450,,,,,12,,,,41,,,,,,,,,,
South Dakota,1916,President,Clark,1016,1226,,,,,56,,,,28,,,,,,,,,,
South Dakota,1916,President,Clay,1207,1000,,,,,14,,,,25,,,,,,,,,,
South Dakota,1916,President,Codington,1344,1550,,,,,50,,,,47,,,,,,,,,,
South Dakota,1916,President,Corson,641,503,,,,,7,,,,41,,,,,,,,,,
South Dakota,1916,President,Custer,488,392,,,,,1,,,,50,,,,,,,,,,
South Dakota,1916,President,Davison,1374,1516,,,,,46,,,,67,,,,,,,,,,
South Dakota,1916,President,Day,907,1758,,,,,86,,,,121,,,,,,,,,,
South Dakota,1916,President,Deuel,584,908,,,,,24,,,,14,,,,,,,,,,
South Dakota,1916,President,Dewey,379,352,,,,,4,,,,14,,,,,,,,,,
South Dakota,1916,President,Douglas,597,815,,,,,3,,,,3,,,,,,,,,,
South Dakota,1916,President,Edmunds,634,894,,,,,43,,,,41,,,,,,,,,,
South Dakota,1916,President,Fall River,922,668,,,,,10,,,,44,,,,,,,,,,
South Dakota,1916,President,Faulk,629,759,,,,,22,,,,25,,,,,,,,,,
South Dakota,1916,President,Grant,772,1098,,,,,67,,,,48,,,,,,,,,,
South Dakota,1916,President,Gregory,1242,1434,,,,,17,,,,72,,,,,,,,,,
South Dakota,1916,President,Haakon,475,399,,,,,12,,,,86,,,,,,,,,,
South Dakota,1916,President,Hamlin,692,1039,,,,,36,,,,30,,,,,,,,,,
South Dakota,1916,President,Hand,905,801,,,,,27,,,,49,,,,,,,,,,
South Dakota,1916,President,Hanson,712,767,,,,,13,,,,9,,,,,,,,,,
South Dakota,1916,President,Harding,597,520,,,,,15,,,,119,,,,,,,,,,
South Dakota,1916,President,Hughes,536,611,,,,,9,,,,39,,,,,,,,,,
South Dakota,1916,President,Hutchinson,519,1636,,,,,27,,,,53,,,,,,,,,,
South Dakota,1916,President,Hyde,305,438,,,,,5,,,,40,,,,,,,,,,
South Dakota,1916,President,Jackson,279,283,,,,,5,,,,6,,,,,,,,,,
South Dakota,1916,President,Jerauld,589,612,,,,,58,,,,5,,,,,,,,,,
South Dakota,1916,President,Kingsbury,1096,1339,,,,,80,,,,70,,,,,,,,,,
South Dakota,1916,President,Lake,1027,1398,,,,,23,,,,92,,,,,,,,,,
South Dakota,1916,President,Lawrence,2157,2074,,,,,20,,,,114,,,,,,,,,,
South Dakota,1916,President,Lincoln,936,1591,,,,,50,,,,62,,,,,,,,,,
South Dakota,1916,President,Lyman,1052,981,,,,,17,,,,99,,,,,,,,,,
South Dakota,1916,President,Marshall,885,808,,,,,24,,,,56,,,,,,,,,,
South Dakota,1916,President,McCook,1021,1194,,,,,24,,,,49,,,,,,,,,,
South Dakota,1916,President,McPherson,224,992,,,,,7,,,,16,,,,,,,,,,
South Dakota,1916,President,Meade,1224,858,,,,,20,,,,141,,,,,,,,,,
South Dakota,1916,President,Mellette,436,379,,,,,2,,,,15,,,,,,,,,,
South Dakota,1916,President,Miner,880,1006,,,,,17,,,,24,,,,,,,,,,
South Dakota,1916,President,Minnehaha,3494,4318,,,,,194,,,,197,,,,,,,,,,
South Dakota,1916,President,Moody,898,973,,,,,22,,,,89,,,,,,,,,,
South Dakota,1916,President,Pennington,1339,1108,,,,,24,,,,122,,,,,,,,,,
South Dakota,1916,President,Perkins,939,890,,,,,13,,,,118,,,,,,,,,,
South Dakota,1916,President,Potter,408,512,,,,,11,,,,7,,,,,,,,,,
South Dakota,1916,President,Roberts,1191,1259,,,,,32,,,,187,,,,,,,,,,
South Dakota,1916,President,Sanborn,898,711,,,,,56,,,,28,,,,,,,,,,
South Dakota,1916,President,Spink,1622,1660,,,,,59,,,,74,,,,,,,,,,
South Dakota,1916,President,Stanley,381,254,,,,,10,,,,19,,,,,,,,,,
South Dakota,1916,President,Sully,268,281,,,,,0,,,,8,,,,,,,,,,
South Dakota,1916,President,Tripp,1341,1074,,,,,10,,,,40,,,,,,,,,,
South Dakota,1916,President,Turner,1134,1573,,,,,38,,,,18,,,,,,,,,,
South Dakota,1916,President,Union,1313,1108,,,,,25,,,,19,,,,,,,,,,
South Dakota,1916,President,Walworth,590,761,,,,,4,,,,28,,,,,,,,,,
South Dakota,1916,President,Yankton,1438,1429,,,,,25,,,,45,,,,,,,,,,
South Dakota,1916,President,Ziebach,211,275,,,,,5,,,,10,,,,,,,,,,
South Dakota,1920,President,Aurora,445,1004,,3,,,,,,,,,,,,,589,,,,
South Dakota,1920,President,Beadle,925,2852,,27,,,,,,,,,,,,,1240,,,,
South Dakota,1920,President,Bennett,199,220,,3,,,,,,,,,,,,,30,,,,
South Dakota,1920,President,Bon Homme,960,1872,,9,,,,,,,,,,,,,676,,,,
South Dakota,1920,President,Brookings,564,2743,,76,,,,,,,,,,,,,613,,,,
South Dakota,1920,President,Brown,1364,5581,,33,,,,,,,,,,,,,2893,,,,
South Dakota,1920,President,Brule,671,1036,,13,,,,,,,,,,,,,310,,,,
South Dakota,1920,President,Buffalo,101,200,,4,,,,,,,,,,,,,30,,,,
South Dakota,1920,President,Butte,672,1722,,24,,,,,,,,,,,,,741,,,,
South Dakota,1920,President,Campbell,67,1128,,5,,,,,,,,,,,,,383,,,,
South Dakota,1920,President,Charles Mix,1305,2021,,6,,,,,,,,,,,,,696,,,,
South Dakota,1920,President,Clark,437,1753,,28,,,,,,,,,,,,,692,,,,
South Dakota,1920,President,Clay,907,1885,,6,,,,,,,,,,,,,248,,,,
South Dakota,1920,President,Codington,867,2706,,20,,,,,,,,,,,,,929,,,,
South Dakota,1920,President,Corson,484,1448,,22,,,,,,,,,,,,,424,,,,
South Dakota,1920,President,Custer,383,784,,6,,,,,,,,,,,,,116,,,,
South Dakota,1920,President,Davison,1105,2605,,27,,,,,,,,,,,,,1073,,,,
South Dakota,1920,President,Day,436,2739,,26,,,,,,,,,,,,,1378,,,,
South Dakota,1920,President,Deuel,159,1569,,17,,,,,,,,,,,,,498,,,,
South Dakota,1920,President,Dewey,335,880,,3,,,,,,,,,,,,,172,,,,
South Dakota,1920,President,Douglas,386,1247,,6,,,,,,,,,,,,,325,,,,
South Dakota,1920,President,Edmunds,283,1486,,12,,,,,,,,,,,,,681,,,,
South Dakota,1920,President,Fall River,680,1236,,4,,,,,,,,,,,,,106,,,,
South Dakota,1920,President,Faulk,346,1341,,7,,,,,,,,,,,,,353,,,,
South Dakota,1920,President,Grant,350,1813,,3,,,,,,,,,,,,,856,,,,
South Dakota,1920,President,Gregory,744,1833,,4,,,,,,,,,,,,,601,,,,
South Dakota,1920,President,Haakon,393,713,,9,,,,,,,,,,,,,321,,,,
South Dakota,1920,President,Hamlin,337,1322,,19,,,,,,,,,,,,,398,,,,
South Dakota,1920,President,Hand,655,1511,,17,,,,,,,,,,,,,291,,,,
South Dakota,1920,President,Hanson,418,1001,,3,,,,,,,,,,,,,508,,,,
South Dakota,1920,President,Harding,213,648,,7,,,,,,,,,,,,,241,,,,
South Dakota,1920,President,Hughes,433,1313,,4,,,,,,,,,,,,,172,,,,
South Dakota,1920,President,Hutchinson,243,1873,,18,,,,,,,,,,,,,1528,,,,
South Dakota,1920,President,Hyde,233,710,,1,,,,,,,,,,,,,92,,,,
South Dakota,1920,President,Jackson,206,595,,0,,,,,,,,,,,,,42,,,,
South Dakota,1920,President,Jerauld,357,1038,,28,,,,,,,,,,,,,397,,,,
South Dakota,1920,President,Jones,255,609,,3,,,,,,,,,,,,,110,,,,
South Dakota,1920,President,Kingsbury,481,2344,,17,,,,,,,,,,,,,429,,,,
South Dakota,1920,President,Lake,398,2333,,13,,,,,,,,,,,,,590,,,,
South Dakota,1920,President,Lawrence,1201,2986,,21,,,,,,,,,,,,,151,,,,
South Dakota,1920,President,Lincoln,441,2790,,8,,,,,,,,,,,,,555,,,,
South Dakota,1920,President,Lyman,463,1050,,4,,,,,,,,,,,,,244,,,,
South Dakota,1920,President,Marshall,266,1557,,5,,,,,,,,,,,,,954,,,,
South Dakota,1920,President,McCook,565,1864,,28,,,,,,,,,,,,,623,,,,
South Dakota,1920,President,McPherson,112,1470,,19,,,,,,,,,,,,,415,,,,
South Dakota,1920,President,Meade,894,1894,,21,,,,,,,,,,,,,436,,,,
South Dakota,1920,President,Mellette,261,533,,1,,,,,,,,,,,,,44,,,,
South Dakota,1920,President,Miner,651,1450,,7,,,,,,,,,,,,,448,,,,
South Dakota,1920,President,Minnehaha,2534,8290,,83,,,,,,,,,,,,,2220,,,,
South Dakota,1920,President,Moody,371,1667,,15,,,,,,,,,,,,,570,,,,
South Dakota,1920,President,Pennington,1205,2568,,13,,,,,,,,,,,,,212,,,,
South Dakota,1920,President,Perkins,417,1326,,11,,,,,,,,,,,,,441,,,,
South Dakota,1920,President,Potter,255,1073,,16,,,,,,,,,,,,,140,,,,
South Dakota,1920,President,Roberts,447,2335,,24,,,,,,,,,,,,,1889,,,,
South Dakota,1920,President,Sanborn,517,1125,,19,,,,,,,,,,,,,594,,,,
South Dakota,1920,President,Shannon,0,0,,0,,,,,,,,,,,,,0,,,,
South Dakota,1920,President,Spink,785,2923,,23,,,,,,,,,,,,,760,,,,
South Dakota,1920,President,Stanley,394,598,,3,,,,,,,,,,,,,58,,,,
South Dakota,1920,President,Sully,147,542,,2,,,,,,,,,,,,,170,,,,
South Dakota,1920,President,Todd,0,0,,0,,,,,,,,,,,,,0,,,,
South Dakota,1920,President,Tripp,968,1819,,4,,,,,,,,,,,,,275,,,,
South Dakota,1920,President,Turner,604,2703,,3,,,,,,,,,,,,,689,,,,
South Dakota,1920,President,Union,841,1942,,10,,,,,,,,,,,,,142,,,,
South Dakota,1920,President,Walworth,478,1411,,11,,,,,,,,,,,,,398,,,,
South Dakota,1920,President,Washabaugh,0,0,,0,,,,,,,,,,,,,0,,,,
South Dakota,1920,President,Washington,0,0,,0,,,,,,,,,,,,,0,,,,
South Dakota,1920,President,Yankton,1147,2555,,12,,,,,,,,,,,,,420,,,,
South Dakota,1920,President,Ziebach,177,507,,4,,,,,,,,,,,,,87,,,,
South Dakota,1924,President,Aurora,665,967,,,,,,,,,,,1031,,,,,,,,
South Dakota,1924,President,Beadle,851,3466,,,,,,,,,,,2177,,,,,,,,
South Dakota,1924,President,Bennett,102,444,,,,,,,,,,,232,,,,,,,,
South Dakota,1924,President,Bon Homme,860,1420,,,,,,,,,,,1118,,,,,,,,
South Dakota,1924,President,Brookings,1010,4708,,,,,,,,,,,3987,,,,,,,,
South Dakota,1924,President,Brown,361,2740,,,,,,,,,,,1415,,,,,,,,
South Dakota,1924,President,Brule,650,1060,,,,,,,,,,,1146,,,,,,,,
South Dakota,1924,President,Buffalo,225,309,,,,,,,,,,,210,,,,,,,,
South Dakota,1924,President,Butte,277,1199,,,,,,,,,,,681,,,,,,,,
South Dakota,1924,President,Campbell,46,641,,,,,,,,,,,488,,,,,,,,
South Dakota,1924,President,Charles Mix,1306,1680,,,,,,,,,,,2396,,,,,,,,
South Dakota,1924,President,Clark,325,1684,,,,,,,,,,,953,,,,,,,,
South Dakota,1924,President,Clay,492,1415,,,,,,,,,,,1438,,,,,,,,
South Dakota,1924,President,Codington,627,1862,,,,,,,,,,,2011,,,,,,,,
South Dakota,1924,President,Corson,140,1364,,,,,,,,,,,910,,,,,,,,
South Dakota,1924,President,Custer,236,833,,,,,,,,,,,492,,,,,,,,
South Dakota,1924,President,Davison,578,2801,,,,,,,,,,,2038,,,,,,,,
South Dakota,1924,President,Day,308,2193,,,,,,,,,,,1474,,,,,,,,
South Dakota,1924,President,Deuel,168,1362,,,,,,,,,,,728,,,,,,,,
South Dakota,1924,President,Dewey,222,956,,,,,,,,,,,624,,,,,,,,
South Dakota,1924,President,Douglas,317,1125,,,,,,,,,,,797,,,,,,,,
South Dakota,1924,President,Edmunds,277,1043,,,,,,,,,,,1141,,,,,,,,
South Dakota,1924,President,Fall River,342,1392,,,,,,,,,,,936,,,,,,,,
South Dakota,1924,President,Faulk,277,1112,,,,,,,,,,,594,,,,,,,,
South Dakota,1924,President,Grant,202,1227,,,,,,,,,,,1491,,,,,,,,
South Dakota,1924,President,Gregory,818,1643,,,,,,,,,,,1222,,,,,,,,
South Dakota,1924,President,Haakon,319,797,,,,,,,,,,,482,,,,,,,,
South Dakota,1924,President,Hamlin,207,1144,,,,,,,,,,,833,,,,,,,,
South Dakota,1924,President,Hand,690,1727,,,,,,,,,,,781,,,,,,,,
South Dakota,1924,President,Hanson,299,811,,,,,,,,,,,894,,,,,,,,
South Dakota,1924,President,Harding,107,702,,,,,,,,,,,322,,,,,,,,
South Dakota,1924,President,Hughes,325,1260,,,,,,,,,,,783,,,,,,,,
South Dakota,1924,President,Hutchinson,180,893,,,,,,,,,,,2550,,,,,,,,
South Dakota,1924,President,Hyde,257,669,,,,,,,,,,,398,,,,,,,,
South Dakota,1924,President,Jackson,194,583,,,,,,,,,,,247,,,,,,,,
South Dakota,1924,President,Jerauld,228,1054,,,,,,,,,,,711,,,,,,,,
South Dakota,1924,President,Jones,141,732,,,,,,,,,,,447,,,,,,,,
South Dakota,1924,President,Kingsbury,333,2242,,,,,,,,,,,840,,,,,,,,
South Dakota,1924,President,Lake,297,1888,,,,,,,,,,,1978,,,,,,,,
South Dakota,1924,President,Lawrence,649,3255,,,,,,,,,,,676,,,,,,,,
South Dakota,1924,President,Lincoln,265,1825,,,,,,,,,,,2076,,,,,,,,
South Dakota,1924,President,Lyman,387,1061,,,,,,,,,,,947,,,,,,,,
South Dakota,1924,President,Marshall,190,1271,,,,,,,,,,,1005,,,,,,,,
South Dakota,1924,President,McCook,457,1368,,,,,,,,,,,1265,,,,,,,,
South Dakota,1924,President,McPherson,94,833,,,,,,,,,,,1962,,,,,,,,
South Dakota,1924,President,Meade,786,2006,,,,,,,,,,,701,,,,,,,,
South Dakota,1924,President,Mellette,604,642,,,,,,,,,,,362,,,,,,,,
South Dakota,1924,President,Miner,308,995,,,,,,,,,,,1488,,,,,,,,
South Dakota,1924,President,Minnehaha,1524,8822,,,,,,,,,,,5427,,,,,,,,
South Dakota,1924,President,Moody,234,1181,,,,,,,,,,,1418,,,,,,,,
South Dakota,1924,President,Pennington,854,3201,,,,,,,,,,,980,,,,,,,,
South Dakota,1924,President,Perkins,277,1421,,,,,,,,,,,702,,,,,,,,
South Dakota,1924,President,Potter,283,1075,,,,,,,,,,,439,,,,,,,,
South Dakota,1924,President,Roberts,215,1744,,,,,,,,,,,2296,,,,,,,,
South Dakota,1924,President,Sanborn,327,1184,,,,,,,,,,,990,,,,,,,,
South Dakota,1924,President,Shannon,76,992,,,,,,,,,,,48,,,,,,,,
South Dakota,1924,President,Spink,595,2613,,,,,,,,,,,1312,,,,,,,,
South Dakota,1924,President,Stanley,249,531,,,,,,,,,,,432,,,,,,,,
South Dakota,1924,President,Sully,138,555,,,,,,,,,,,247,,,,,,,,
South Dakota,1924,President,Todd,237,837,,,,,,,,,,,175,,,,,,,,
South Dakota,1924,President,Tripp,932,1647,,,,,,,,,,,1301,,,,,,,,
South Dakota,1924,President,Turner,285,1708,,,,,,,,,,,1726,,,,,,,,
South Dakota,1924,President,Union,877,1665,,,,,,,,,,,1155,,,,,,,,
South Dakota,1924,President,Walworth,114,1033,,,,,,,,,,,1193,,,,,,,,
South Dakota,1924,President,Washabaugh,121,246,,,,,,,,,,,58,,,,,,,,
South Dakota,1924,President,Washington,31,277,,,,,,,,,,,8,,,,,,,,
South Dakota,1924,President,Yankton,693,1504,,,,,,,,,,,1584,,,,,,,,
South Dakota,1924,President,Ziebach,153,659,,,,,,,,,,,386,,,,,,,,
South Dakota,1928,President,Armstrong,7,0,,,,,,,,0,0,0,,,,,,,,,
South Dakota,1928,President,Aurora,1426,1552,,,,,,,,14,7,2,,,,,,,,,
South Dakota,1928,President,Beadle,3168,5094,,,,,,,,17,12,2,,,,,,,,,
South Dakota,1928,President,Bennett,544,766,,,,,,,,4,2,1,,,,,,,,,
South Dakota,1928,President,Bon Homme,2166,2262,,,,,,,,6,7,0,,,,,,,,,
South Dakota,1928,President,Brookings,1915,4586,,,,,,,,42,4,0,,,,,,,,,
South Dakota,1928,President,Brown,5065,7266,,,,,,,,67,48,76,,,,,,,,,
South Dakota,1928,President,Brule,1599,1431,,,,,,,,15,28,7,,,,,,,,,
South Dakota,1928,President,Buffalo,387,405,,,,,,,,2,0,0,,,,,,,,,
South Dakota,1928,President,Butte,840,1988,,,,,,,,11,6,21,,,,,,,,,
South Dakota,1928,President,Campbell,588,1346,,,,,,,,8,4,1,,,,,,,,,
South Dakota,1928,President,Charles Mix,3039,3087,,,,,,,,6,2,6,,,,,,,,,
South Dakota,1928,President,Clark,1370,2665,,,,,,,,30,5,1,,,,,,,,,
South Dakota,1928,President,Clay,1474,2573,,,,,,,,10,0,0,,,,,,,,,
South Dakota,1928,President,Codington,3299,3762,,,,,,,,21,4,1,,,,,,,,,
South Dakota,1928,President,Corson,1374,1847,,,,,,,,11,10,3,,,,,,,,,
South Dakota,1928,President,Custer,715,1464,,,,,,,,9,2,0,,,,,,,,,
South Dakota,1928,President,Davison,2729,3821,,,,,,,,12,9,0,,,,,,,,,
South Dakota,1928,President,Day,2642,3180,,,,,,,,28,11,4,,,,,,,,,
South Dakota,1928,President,Deuel,999,1869,,,,,,,,22,9,3,,,,,,,,,
South Dakota,1928,President,Dewey,996,1293,,,,,,,,2,2,0,,,,,,,,,
South Dakota,1928,President,Douglas,879,1949,,,,,,,,6,2,2,,,,,,,,,
South Dakota,1928,President,Edmunds,1597,1743,,,,,,,,7,5,3,,,,,,,,,
South Dakota,1928,President,Fall River,1258,2216,,,,,,,,9,6,0,,,,,,,,,
South Dakota,1928,President,Faulk,1135,1907,,,,,,,,3,6,2,,,,,,,,,
South Dakota,1928,President,Grant,1656,2508,,,,,,,,29,17,6,,,,,,,,,
South Dakota,1928,President,Gregory,2001,2274,,,,,,,,10,2,0,,,,,,,,,
South Dakota,1928,President,Haakon,663,1255,,,,,,,,25,6,2,,,,,,,,,
South Dakota,1928,President,Hamlin,1088,1959,,,,,,,,34,5,14,,,,,,,,,
South Dakota,1928,President,Hand,1397,2430,,,,,,,,7,7,0,,,,,,,,,
South Dakota,1928,President,Hanson,1129,1576,,,,,,,,3,3,0,,,,,,,,,
South Dakota,1928,President,Harding,368,1032,,,,,,,,12,3,3,,,,,,,,,
South Dakota,1928,President,Hughes,1171,1912,,,,,,,,16,4,3,,,,,,,,,
South Dakota,1928,President,Hutchinson,1898,2145,,,,,,,,26,2,6,,,,,,,,,
South Dakota,1928,President,Hyde,608,961,,,,,,,,7,3,1,,,,,,,,,
South Dakota,1928,President,Jackson,417,704,,,,,,,,2,0,1,,,,,,,,,
South Dakota,1928,President,Jerauld,875,1517,,,,,,,,15,13,0,,,,,,,,,
South Dakota,1928,President,Jones,422,857,,,,,,,,5,5,1,,,,,,,,,
South Dakota,1928,President,Kingsbury,1352,3499,,,,,,,,15,2,0,,,,,,,,,
South Dakota,1928,President,Lake,1744,3048,,,,,,,,15,0,0,,,,,,,,,
South Dakota,1928,President,Lawrence,1785,4141,,,,,,,,17,4,0,,,,,,,,,
South Dakota,1928,President,Lincoln,1364,3463,,,,,,,,14,9,0,,,,,,,,,
South Dakota,1928,President,Lyman,1222,1488,,,,,,,,5,3,0,,,,,,,,,
South Dakota,1928,President,Marshall,1315,1858,,,,,,,,10,3,0,,,,,,,,,
South Dakota,1928,President,McCook,1758,2234,,,,,,,,6,2,1,,,,,,,,,
South Dakota,1928,President,McPherson,1468,1234,,,,,,,,73,4,2,,,,,,,,,
South Dakota,1928,President,Meade,1441,2845,,,,,,,,11,10,1,,,,,,,,,
South Dakota,1928,President,Mellette,927,943,,,,,,,,5,6,0,,,,,,,,,
South Dakota,1928,President,Miner,1341,1990,,,,,,,,13,7,1,,,,,,,,,
South Dakota,1928,President,Minnehaha,6805,13741,,,,,,,,35,20,7,,,,,,,,,
South Dakota,1928,President,Moody,1416,2108,,,,,,,,5,4,2,,,,,,,,,
South Dakota,1928,President,Pennington,2266,4645,,,,,,,,9,10,6,,,,,,,,,
South Dakota,1928,President,Perkins,1010,2262,,,,,,,,12,11,4,,,,,,,,,
South Dakota,1928,President,Potter,1100,1240,,,,,,,,6,2,2,,,,,,,,,
South Dakota,1928,President,Roberts,2619,2966,,,,,,,,26,7,7,,,,,,,,,
South Dakota,1928,President,Sanborn,1321,1576,,,,,,,,12,4,1,,,,,,,,,
South Dakota,1928,President,Shannon,601,469,,,,,,,,2,3,0,,,,,,,,,
South Dakota,1928,President,Spink,2451,3868,,,,,,,,16,14,3,,,,,,,,,
South Dakota,1928,President,Stanley,437,739,,,,,,,,1,6,1,,,,,,,,,
South Dakota,1928,President,Sully,415,999,,,,,,,,0,3,0,,,,,,,,,
South Dakota,1928,President,Todd,831,789,,,,,,,,7,2,0,,,,,,,,,
South Dakota,1928,President,Tripp,2099,2396,,,,,,,,10,14,0,,,,,,,,,
South Dakota,1928,President,Turner,1380,3362,,,,,,,,10,5,2,,,,,,,,,
South Dakota,1928,President,Union,2106,2415,,,,,,,,5,9,5,,,,,,,,,
South Dakota,1928,President,Walworth,1216,1854,,,,,,,,15,5,2,,,,,,,,,
South Dakota,1928,President,Washabaugh,282,294,,,,,,,,3,1,0,,,,,,,,,
South Dakota,1928,President,Washington,228,205,,,,,,,,0,0,0,,,,,,,,,
South Dakota,1928,President,Yankton,2841,2971,,,,,,,,14,9,4,,,,,,,,,
South Dakota,1928,President,Ziebach,615,759,,,,,,,,2,3,1,,,,,,,,,
South Dakota,1932,President,Armstrong,17,0,0,0,0,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Aurora,2304,860,17,33,5,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Beadle,6246,2995,32,58,13,2,,,,,,,,,,,,,,,
South Dakota,1932,President,Bennett,1410,453,22,16,1,6,,,,,,,,,,,,,,,
South Dakota,1932,President,Bon Homme,3504,1354,9,14,3,2,,,,,,,,,,,,,,,
South Dakota,1932,President,Brookings,3247,3231,33,61,25,2,,,,,,,,,,,,,,,
South Dakota,1932,President,Brown,8669,4639,89,93,9,102,,,,,,,,,,,,,,,
South Dakota,1932,President,Brule,2465,797,5,40,7,1,,,,,,,,,,,,,,,
South Dakota,1932,President,Buffalo,634,270,5,1,1,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Butte,1684,1594,18,3,3,35,,,,,,,,,,,,,,,
South Dakota,1932,President,Campbell,1116,770,12,2,4,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Charles Mix,5399,1397,15,26,5,4,,,,,,,,,,,,,,,
South Dakota,1932,President,Clark,2649,1572,51,13,13,2,,,,,,,,,,,,,,,
South Dakota,1932,President,Clay,3040,1514,23,38,7,2,,,,,,,,,,,,,,,
South Dakota,1932,President,Codington,4806,2538,23,20,7,2,,,,,,,,,,,,,,,
South Dakota,1932,President,Corson,2403,946,111,20,2,2,,,,,,,,,,,,,,,
South Dakota,1932,President,Custer,1548,977,21,12,9,1,,,,,,,,,,,,,,,
South Dakota,1932,President,Davison,5233,2147,40,30,22,8,,,,,,,,,,,,,,,
South Dakota,1932,President,Day,3910,1983,208,27,8,55,,,,,,,,,,,,,,,
South Dakota,1932,President,Deuel,1658,1131,9,7,5,2,,,,,,,,,,,,,,,
South Dakota,1932,President,Dewey,1591,710,18,7,1,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Douglas,2005,1045,7,6,3,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Edmunds,2588,1183,23,23,7,12,,,,,,,,,,,,,,,
South Dakota,1932,President,Fall River,2603,1351,41,23,10,1,,,,,,,,,,,,,,,
South Dakota,1932,President,Faulk,1743,1141,16,23,7,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Grant,2887,1515,33,26,4,7,,,,,,,,,,,,,,,
South Dakota,1932,President,Gregory,3278,1169,18,4,3,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Haakon,1245,797,175,14,3,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Hamlin,1920,1267,14,13,13,3,,,,,,,,,,,,,,,
South Dakota,1932,President,Hand,2658,1394,33,14,6,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Hanson,1783,845,14,7,1,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Harding,715,625,76,22,4,2,,,,,,,,,,,,,,,
South Dakota,1932,President,Hughes,1852,1374,22,8,12,2,,,,,,,,,,,,,,,
South Dakota,1932,President,Hutchinson,3630,1504,21,27,3,7,,,,,,,,,,,,,,,
South Dakota,1932,President,Hyde,895,678,8,13,2,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Jackson,812,499,23,4,3,3,,,,,,,,,,,,,,,
South Dakota,1932,President,Jerauld,1773,836,33,8,23,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Jones,929,472,26,23,4,1,,,,,,,,,,,,,,,
South Dakota,1932,President,Kingsbury,2808,2135,72,11,7,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Lake,3090,2222,54,37,4,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Lawrence,3106,3708,12,30,4,8,,,,,,,,,,,,,,,
South Dakota,1932,President,Lincoln,3300,2160,25,66,8,1,,,,,,,,,,,,,,,
South Dakota,1932,President,Lyman,1879,811,23,13,3,1,,,,,,,,,,,,,,,
South Dakota,1932,President,Marshall,2137,935,89,9,2,2,,,,,,,,,,,,,,,
South Dakota,1932,President,McCook,2884,1436,24,20,2,0,,,,,,,,,,,,,,,
South Dakota,1932,President,McPherson,2650,606,349,9,13,3,,,,,,,,,,,,,,,
South Dakota,1932,President,Meade,2687,1735,126,37,17,6,,,,,,,,,,,,,,,
South Dakota,1932,President,Mellette,1583,657,9,5,1,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Miner,2332,976,85,20,2,1,,,,,,,,,,,,,,,
South Dakota,1932,President,Minnehaha,12646,10288,126,152,15,46,,,,,,,,,,,,,,,
South Dakota,1932,President,Moody,2547,1289,33,34,3,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Pennington,5178,3638,42,0,16,1,,,,,,,,,,,,,,,
South Dakota,1932,President,Perkins,1852,1406,134,34,6,6,,,,,,,,,,,,,,,
South Dakota,1932,President,Potter,1668,660,5,9,8,0,,,,,,,,,,,,,,,
South Dakota,1932,President,Roberts,4440,1381,485,40,18,4,,,,,,,,,,,,,,,
South Dakota,1932,President,Sanborn,2398,860,18,1,2,2,,,,,,,,,,,,,,,
