State,Year,Office,County,D#,R#,Prog.#,S#,SD#,Proh.#,SR#,Am.#,IND#,I1#,I2#,Ref.#,NL#,L#,G#,NA#,UC#,W/I#,D1#,D2#,I#,W/I1#,W/I2#,Year / Office,C#,All.#
South Carolina,,,Barnwell,3030,1128,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Beaufort,6071,4528,,,,,,,,,,,,,,,,1,,,,,,1978 Secretary of State,,
South Carolina,,,Berkeley,10267,3100,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Calhoun,2190,742,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Charleston,31047,21407,,,,,,,,,,,,,,,,3,,,,,,1978 Secretary of State,,
South Carolina,,,Cherokee,5663,1364,,,,,,,,,,,,,,,,2,,,,,,1978 Secretary of State,,
South Carolina,,,Chester,4124,962,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Chesterfield,5122,1013,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Clarendon,4796,1419,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Colleton,5189,1800,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Darlington,7924,3347,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Dillon,4256,935,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Dorchester,7548,3480,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Edgefield,3318,706,,,,,,,,,,,,,,,,3,,,,,,1978 Secretary of State,,
South Carolina,,,Fairfield,3797,679,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Florence,15263,6605,,,,,,,,,,,,,,,,6,,,,,,1978 Secretary of State,,
South Carolina,,,Georgetown,6407,2064,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Greenville,36715,21182,,,,,,,,,,,,,,,,321,,,,,,1978 Secretary of State,,
South Carolina,,,Greenwood,9261,1935,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Hampton,3465,650,,,,,,,,,,,,,,,,2,,,,,,1978 Secretary of State,,
South Carolina,,,Horry,10674,4619,,,,,,,,,,,,,,,,6,,,,,,1978 Secretary of State,,
South Carolina,,,Jasper,2199,559,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Kershaw,6576,2507,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Lancaster,7733,1743,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Laurens,7567,1878,,,,,,,,,,,,,,,,2,,,,,,1978 Secretary of State,,
South Carolina,,,Lee,3455,1415,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Lexington,18805,11440,,,,,,,,,,,,,,,,2,,,,,,1978 Secretary of State,,
South Carolina,,,Marion,4064,1040,,,,,,,,,,,,,,,,1,,,,,,1978 Secretary of State,,
South Carolina,,,Marlboro,4415,742,,,,,,,,,,,,,,,,1,,,,,,1978 Secretary of State,,
South Carolina,,,McCormick,1571,233,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Newberry,6049,1523,,,,,,,,,,,,,,,,2,,,,,,1978 Secretary of State,,
South Carolina,,,Oconee,7059,1383,,,,,,,,,,,,,,,,3,,,,,,1978 Secretary of State,,
South Carolina,,,Orangeburg,14426,4783,,,,,,,,,,,,,,,,6,,,,,,1978 Secretary of State,,
South Carolina,,,Pickens,8511,3046,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Richland,41803,15167,,,,,,,,,,,,,,,,9,,,,,,1978 Secretary of State,,
South Carolina,,,Saluda,2730,823,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Spartanburg,24477,11614,,,,,,,,,,,,,,,,1,,,,,,1978 Secretary of State,,
South Carolina,,,Sumter,11179,3819,,,,,,,,,,,,,,,,6,,,,,,1978 Secretary of State,,
South Carolina,,,Union,5800,1251,,,,,,,,,,,,,,,,3,,,,,,1978 Secretary of State,,
South Carolina,,,Williamsburg,6914,2031,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,York,10193,3632,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Abbeville,3177,917,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Aiken,11381,9229,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Allendale,1928,464,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Anderson,15527,7617,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Bamberg,2752,1195,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Barnwell,2533,1429,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Beaufort,7515,6860,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Berkeley,9853,7665,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Calhoun,2213,1463,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Charleston,30930,27693,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Cherokee,6402,2731,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Chester,4528,1318,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Chesterfield,5219,1751,,,,,,,,,,,,,,,,1,,,,,,1982 Attorney General,,
South Carolina,,,Clarendon,5352,2187,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Colleton,5299,2643,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Darlington,8193,4259,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Dillon,4179,1570,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Dorchester,6545,7729,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Edgefield,2231,1257,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Fairfield,3948,1113,,,,,,,,,,,,,,,,1,,,,,,1982 Attorney General,,
South Carolina,,,Florence,15971,9015,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Georgetown,6563,3007,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Greenville,34479,31788,,,,,,,,,,,,,,,,68,,,,,,1982 Attorney General,,
South Carolina,,,Greenwood,8049,3369,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Hampton,4934,1275,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Horry,11844,9431,,,,,,,,,,,,,,,,2,,,,,,1982 Attorney General,,
South Carolina,,,Jasper,3539,1141,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Kershaw,5072,4256,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Lancaster,6739,3411,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Laurens,6713,3261,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Lee,3679,1536,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Lexington,12561,19295,,,,,,,,,,,,,,,,4,,,,,,1982 Attorney General,,
South Carolina,,,Marion,4641,1734,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Marlboro,4958,1497,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,McCormick,1234,565,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Newberry,4037,3302,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Oconee,5858,3208,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Orangeburg,14556,7791,,,,,,,,,,,,,,,,1,,,,,,1982 Attorney General,,
South Carolina,,,Pickens,6220,5426,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Richland,38263,20371,,,,,,,,,,,,,,,,1,,,,,,1982 Attorney General,,
South Carolina,,,Saluda,1927,1765,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Spartanburg,22527,14061,,,,,,,,,,,,,,,,1,,,,,,1982 Attorney General,,
South Carolina,,,Sumter,8510,5229,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Union,5373,2314,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Williamsburg,7499,3035,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,York,12191,6284,,,,,,,,,,,,,,,,0,,,,,,1982 Attorney General,,
South Carolina,,,Abbeville,3301,809,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Aiken,12301,8300,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Allendale,1945,488,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Anderson,16631,6911,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Bamberg,3146,867,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Barnwell,2808,1185,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Beaufort,8289,6301,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Berkeley,11735,6336,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Calhoun,2560,1144,,,,,,,,,,,,,,,,1,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Charleston,36325,22910,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Cherokee,8076,1182,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Chester,4727,1127,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Chesterfield,5540,1491,,,,,,,,,,,,,,,,3,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Clarendon,5924,1765,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Colleton,5901,2056,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Darlington,9100,3465,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Dillon,4750,1029,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Dorchester,8398,5948,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Edgefield,2574,915,,,,,,,,,,,,,,,,1,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Fairfield,4139,993,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Florence,17651,7184,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Georgetown,7111,2481,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Greenville,38807,27807,,,,,,,,,,,,,,,,79,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Greenwood,8366,3105,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Hampton,4912,1082,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Horry,14205,7100,,,,,,,,,,,,,,,,1,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Jasper,3692,1078,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Kershaw,5788,3580,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Lancaster,7817,2487,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Laurens,6964,3015,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Lee,3904,1312,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Lexington,15548,16296,,,,,,,,,,,,,,,,22,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Marion,5251,1216,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Marlboro,5434,1171,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,McCormick,1490,302,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Newberry,4770,2596,,,,,,,,,,,,,,,,8,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Oconee,6291,2946,,,,,,,,,,,,,,,,2,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Orangeburg,16552,5822,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Pickens,6832,4845,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Richland,37757,20919,,,,,,,,,,,,,,,,6,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Saluda,2394,1163,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Spartanburg,24487,12294,,,,,,,,,,,,,,,,6,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Sumter,9353,4385,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Union,6016,1756,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Williamsburg,8314,2322,,,,,,,,,,,,,,,,0,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,York,12987,5587,,,,,,,,,,,,,,,,5,,,,,,1982 Lt. Gubernatorial,,
South Carolina,,,Abbeville,3545,1909,,,,,,,,,,,,40,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Aiken,9463,14760,,,,,,,,,,,,201,,,,34,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Allendale,1922,1040,,,,,,,,,,,,22,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Anderson,14810,13547,,,,,,,,,,,,182,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Bamberg,2492,1562,,,,,,,,,,,,25,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Barnwell,2755,2786,,,,,,,,,,,,54,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Beaufort,5951,9081,,,,,,,,,,,,98,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Berkeley,8240,9729,,,,,,,,,,,,233,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Calhoun,1831,1768,,,,,,,,,,,,23,,,,1,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Charleston,26200,32154,,,,,,,,,,,,688,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Cherokee,8269,3606,,,,,,,,,,,,111,,,,26,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Chester,4308,1986,,,,,,,,,,,,39,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Chesterfield,4678,2391,,,,,,,,,,,,74,,,,1,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Clarendon,4901,3050,,,,,,,,,,,,27,,,,1,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Colleton,4050,3585,,,,,,,,,,,,99,,,,4,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Darlington,6824,5532,,,,,,,,,,,,123,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Dillon,3663,2144,,,,,,,,,,,,59,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Dorchester,6291,8725,,,,,,,,,,,,170,,,,4,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Edgefield,2416,2171,,,,,,,,,,,,24,,,,1,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Fairfield,4177,1737,,,,,,,,,,,,90,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Florence,12964,12308,,,,,,,,,,,,133,,,,1,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Georgetown,5723,4401,,,,,,,,,,,,68,,,,17,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Greenville,37075,36072,,,,,,,,,,,,368,,,,40,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Greenwood,6597,5092,,,,,,,,,,,,171,,,,1,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Hampton,3217,1918,,,,,,,,,,,,50,,,,3,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Horry,13330,14110,,,,,,,,,,,,263,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Jasper,3252,2063,,,,,,,,,,,,51,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Kershaw,4876,5819,,,,,,,,,,,,110,,,,18,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Lancaster,7059,4863,,,,,,,,,,,,106,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Laurens,6775,4667,,,,,,,,,,,,55,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Lee,3338,2026,,,,,,,,,,,,22,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Lexington,11577,28143,,,,,,,,,,,,412,,,,7,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Marion,4442,2469,,,,,,,,,,,,18,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Marlboro,4773,1661,,,,,,,,,,,,49,,,,1,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,McCormick,1327,549,,,,,,,,,,,,63,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Newberry,4063,4381,,,,,,,,,,,,50,,,,1,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Oconee,5468,5186,,,,,,,,,,,,97,,,,17,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Orangeburg,13240,10263,,,,,,,,,,,,182,,,,14,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Pickens,7535,8480,,,,,,,,,,,,102,,,,7,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Richland,34478,31929,,,,,,,,,,,,597,,,,4,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Saluda,2034,2158,,,,,,,,,,,,21,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Spartanburg,23064,23722,,,,,,,,,,,,542,,,,2,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Sumter,9219,7859,,,,,,,,,,,,110,,,,29,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Union,4959,3621,,,,,,,,,,,,49,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Williamsburg,6212,3895,,,,,,,,,,,,34,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,York,10946,9502,,,,,,,,,,,,180,,,,0,,,,,,1986 Lt. Gubernatorial,,
South Carolina,,,Abbeville,4076,1088,,,,,,21,,,,,,73,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Aiken,11858,11819,,,,,,123,,,,,,317,,,,43,,,,,,1986 Secretary of State,,
South Carolina,,,Allendale,2246,592,,,,,,15,,,,,,45,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Anderson,17204,10247,,,,,,173,,,,,,446,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Bamberg,2959,988,,,,,,15,,,,,,34,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Barnwell,3356,2010,,,,,,33,,,,,,89,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Beaufort,6891,7740,,,,,,317,,,,,,176,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Berkeley,9766,7216,,,,,,116,,,,,,526,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Calhoun,2137,1382,,,,,,7,,,,,,30,,,,1,,,,,,1986 Secretary of State,,
South Carolina,,,Charleston,27647,25940,,,,,,863,,,,,,1348,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Cherokee,8593,2846,,,,,,83,,,,,,265,,,,44,,,,,,1986 Secretary of State,,
South Carolina,,,Chester,4634,1548,,,,,,31,,,,,,79,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Chesterfield,5169,1822,,,,,,25,,,,,,89,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Clarendon,5516,2111,,,,,,35,,,,,,71,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Colleton,4789,2587,,,,,,33,,,,,,167,,,,1,,,,,,1986 Secretary of State,,
South Carolina,,,Darlington,7020,4020,,,,,,142,,,,,,258,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Dillon,4232,1341,,,,,,43,,,,,,105,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Dorchester,7378,6923,,,,,,91,,,,,,355,,,,2,,,,,,1986 Secretary of State,,
South Carolina,,,Edgefield,2917,1573,,,,,,14,,,,,,40,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Fairfield,4457,1299,,,,,,25,,,,,,172,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Florence,15086,9130,,,,,,82,,,,,,335,,,,2,,,,,,1986 Secretary of State,,
South Carolina,,,Georgetown,6478,3174,,,,,,72,,,,,,147,,,,11,,,,,,1986 Secretary of State,,
South Carolina,,,Greenville,36252,33454,,,,,,628,,,,,,1254,,,,66,,,,,,1986 Secretary of State,,
South Carolina,,,Greenwood,7261,3828,,,,,,69,,,,,,347,,,,1,,,,,,1986 Secretary of State,,
South Carolina,,,Hampton,3813,1132,,,,,,17,,,,,,64,,,,1,,,,,,1986 Secretary of State,,
South Carolina,,,Horry,15719,10622,,,,,,131,,,,,,513,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Jasper,3895,1070,,,,,,32,,,,,,87,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Kershaw,5833,4469,,,,,,65,,,,,,198,,,,69,,,,,,1986 Secretary of State,,
South Carolina,,,Lancaster,7966,3335,,,,,,29,,,,,,149,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Laurens,6528,3537,,,,,,30,,,,,,337,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Lee,3652,1585,,,,,,22,,,,,,56,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Lexington,16650,22074,,,,,,184,,,,,,769,,,,6,,,,,,1986 Secretary of State,,
South Carolina,,,Marion,4868,1757,,,,,,7,,,,,,22,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Marlboro,5052,1131,,,,,,24,,,,,,88,,,,1,,,,,,1986 Secretary of State,,
South Carolina,,,McCormick,1421,384,,,,,,30,,,,,,92,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Newberry,4703,3543,,,,,,30,,,,,,96,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Oconee,6146,4105,,,,,,90,,,,,,289,,,,19,,,,,,1986 Secretary of State,,
South Carolina,,,Orangeburg,14589,7896,,,,,,82,,,,,,288,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Pickens,8081,7207,,,,,,117,,,,,,340,,,,39,,,,,,1986 Secretary of State,,
South Carolina,,,Richland,36264,26673,,,,,,674,,,,,,918,,,,1,,,,,,1986 Secretary of State,,
South Carolina,,,Saluda,2537,1515,,,,,,17,,,,,,55,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Spartanburg,23965,18540,,,,,,460,,,,,,1396,,,,1,,,,,,1986 Secretary of State,,
South Carolina,,,Sumter,10556,5988,,,,,,205,,,,,,248,,,,20,,,,,,1986 Secretary of State,,
South Carolina,,,Union,5699,2323,,,,,,39,,,,,,145,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Williamsburg,6865,2830,,,,,,35,,,,,,76,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,York,12152,7869,,,,,,100,,,,,,253,,,,0,,,,,,1986 Secretary of State,,
South Carolina,,,Abbeville,4737,,,,,,,67,,,,,,57,,,38,0,,,,,,1986 Treasurer,,
South Carolina,,,Aiken,16948,,,,,,,939,,,,,,924,,,424,43,,,,,,1986 Treasurer,,
South Carolina,,,Allendale,2436,,,,,,,57,,,,,,67,,,56,0,,,,,,1986 Treasurer,,
South Carolina,,,Anderson,22496,,,,,,,959,,,,,,874,,,592,0,,,,,,1986 Treasurer,,
South Carolina,,,Bamberg,3278,,,,,,,30,,,,,,52,,,49,0,,,,,,1986 Treasurer,,
South Carolina,,,Barnwell,3946,,,,,,,116,,,,,,112,,,70,0,,,,,,1986 Treasurer,,
South Carolina,,,Beaufort,9587,,,,,,,873,,,,,,481,,,403,1,,,,,,1986 Treasurer,,
South Carolina,,,Berkeley,12228,,,,,,,542,,,,,,884,,,527,0,,,,,,1986 Treasurer,,
South Carolina,,,Calhoun,2598,,,,,,,41,,,,,,63,,,36,3,,,,,,1986 Treasurer,,
South Carolina,,,Charleston,34576,,,,,,,1163,,,,,,2290,,,1749,0,,,,,,1986 Treasurer,,
South Carolina,,,Cherokee,10187,,,,,,,397,,,,,,416,,,177,23,,,,,,1986 Treasurer,,
South Carolina,,,Chester,5289,,,,,,,98,,,,,,143,,,73,0,,,,,,1986 Treasurer,,
South Carolina,,,Chesterfield,5834,,,,,,,160,,,,,,150,,,61,0,,,,,,1986 Treasurer,,
South Carolina,,,Clarendon,6242,,,,,,,111,,,,,,71,,,61,0,,,,,,1986 Treasurer,,
South Carolina,,,Colleton,5625,,,,,,,169,,,,,,279,,,72,1,,,,,,1986 Treasurer,,
South Carolina,,,Darlington,7778,,,,,,,338,,,,,,424,,,214,0,,,,,,1986 Treasurer,,
South Carolina,,,Dillon,4686,,,,,,,199,,,,,,112,,,68,0,,,,,,1986 Treasurer,,
South Carolina,,,Dorchester,9643,,,,,,,403,,,,,,704,,,442,7,,,,,,1986 Treasurer,,
South Carolina,,,Edgefield,3450,,,,,,,88,,,,,,89,,,27,0,,,,,,1986 Treasurer,,
South Carolina,,,Fairfield,4976,,,,,,,63,,,,,,173,,,39,0,,,,,,1986 Treasurer,,
South Carolina,,,Florence,18275,,,,,,,592,,,,,,733,,,247,4,,,,,,1986 Treasurer,,
South Carolina,,,Georgetown,7931,,,,,,,343,,,,,,288,,,211,19,,,,,,1986 Treasurer,,
South Carolina,,,Greenville,53537,,,,,,,3362,,,,,,3089,,,887,115,,,,,,1986 Treasurer,,
South Carolina,,,Greenwood,8676,,,,,,,157,,,,,,376,,,92,3,,,,,,1986 Treasurer,,
South Carolina,,,Hampton,4125,,,,,,,86,,,,,,82,,,51,0,,,,,,1986 Treasurer,,
