State,Year,Office,County,D#,R#,GR#,Justice#,C#,FLR#,IND#,I#,New#,PF#,LU#,T#,S&L,SW#,Labor#,S#,Comm.#,SL#,Proh.#,Pop.#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,GD#,Prog.#,GWP#,Ref.#,NL#,G#,SD#,NA#,Cit.#,L#,P&P,KISS#,ABC#,I1#,I2#,I3#,I4#,I5#,I6#,I7#,GR#.1,M#,W/I#,ER#,CRE#,RJF#,PoV#,Loc.#,Year / Office,Town,S&L#,P&P#
Vermont,1928,President,Windsor,2747,10739,,,,,,,,,,,,,,,,,28,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1932,President,Addison,3031,5295,,,,,,,,,,,,,,89,13,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1932,President,Bennington,3964,5250,,,,,,,,,,,,,,185,17,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1932,President,Caledonia,3621,6066,,,,,,,,,,,,,,46,8,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1932,President,Chittenden,9104,7208,,,,,,,,,,,,,,112,11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1932,President,Essex,1397,1567,,,,,,,,,,,,,,12,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1932,President,Franklin,6179,4999,,,,,,,,,,,,,,74,34,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1932,President,Grand Isle,811,649,,,,,,,,,,,,,,15,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1932,President,Lamoille,1096,2599,,,,,,,,,,,,,,30,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1932,President,Orange,1830,4305,,,,,,,,,,,,,,70,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1932,President,Orleans,2530,5132,,,,,,,,,,,,,,61,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1932,President,Rutland,8924,10821,,,,,,,,,,,,,,181,24,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1932,President,Washington,5777,8393,,,,,,,,,,,,,,339,31,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1932,President,Windham,3659,7347,,,,,,,,,,,,,,111,12,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1932,President,Windsor,4343,9353,,,,,,,,,,,,,,208,22,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1936,President,Addison,2646,5161,,,,,,,,,,,,,,,24,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1936,President,Bennington,4166,5515,,,,,,,,,,,,,,,40,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1936,President,Caledonia,3342,6054,,,,,,,,,,,,,,,27,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1936,President,Chittenden,10962,7757,,,,,,,,,,,,,,,55,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1936,President,Essex,1203,1474,,,,,,,,,,,,,,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1936,President,Franklin,6817,5507,,,,,,,,,,,,,,,36,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1936,President,Grand Isle,852,712,,,,,,,,,,,,,,,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1936,President,Lamoille,1279,2846,,,,,,,,,,,,,,,12,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1936,President,Orange,1796,4956,,,,,,,,,,,,,,,11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1936,President,Orleans,2662,5038,,,,,,,,,,,,,,,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1936,President,Rutland,9543,10794,,,,,,,,,,,,,,,45,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1936,President,Washington,8073,8351,,,,,,,,,,,,,,,63,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1936,President,Windham,3699,7369,,,,,,,,,,,,,,,22,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1936,President,Windsor,5084,9489,,,,,,,,,,,,,,,44,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1940,President,Addison,2593,4500,,,,,,,,,,,,,,,25,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1940,President,Bennington,4308,5845,,,,,,,,,,,,,,,24,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1940,President,Caledonia,3444,5793,,,,,,,,,,,,,,,23,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1940,President,Chittenden,11069,7926,,,,,,,,,,,,,,,66,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1940,President,Essex,1531,1365,,,,,,,,,,,,,,,11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1940,President,Franklin,7439,5258,,,,,,,,,,,,,,,63,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1940,President,Grand Isle,998,716,,,,,,,,,,,,,,,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1940,President,Lamoille,1463,2566,,,,,,,,,,,,,,,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1940,President,Orange,2029,4527,,,,,,,,,,,,,,,23,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1940,President,Orleans,3294,4480,,,,,,,,,,,,,,,15,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1940,President,Rutland,8798,10829,,,,,,,,,,,,,,,54,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1940,President,Washington,7727,8426,,,,,,,,,,,,,,,48,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1940,President,Windham,4101,7031,,,,,,,,,,,,,,,21,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1940,President,Windsor,5475,9109,,,,,,,,,,,,,,,28,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1944,President,Addison,2079,4097,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1944,President,Bennington,3709,5252,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1944,President,Caledonia,2804,5086,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1944,President,Chittenden,10788,7513,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1944,President,Essex,1126,1064,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1944,President,Franklin,6036,4374,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1944,President,Grand Isle,801,667,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1944,President,Lamoille,1031,2212,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1944,President,Orange,1464,4117,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1944,President,Orleans,2657,3801,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1944,President,Rutland,7111,9544,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1944,President,Washington,5749,7162,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1944,President,Windham,3376,6708,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1944,President,Windsor,5089,9930,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1948,President,Addison,1615,4148,,,,,,,,,,,,,,44,,,,,0,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1948,President,Bennington,3340,5840,,,,,,,,,,,,,,84,,,,,0,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1948,President,Caledonia,2585,5873,,,,,,,,,,,,,,27,,,,,0,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1948,President,Chittenden,8903,8509,,,,,,,,,,,,,,77,,,,,0,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1948,President,Essex,881,1055,,,,,,,,,,,,,,5,,,,,0,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1948,President,Franklin,5455,4897,,,,,,,,,,,,,,29,,,,,0,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1948,President,Grand Isle,822,724,,,,,,,,,,,,,,4,,,,,0,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1948,President,Lamoille,816,2344,,,,,,,,,,,,,,10,,,,,0,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1948,President,Orange,1139,4061,,,,,,,,,,,,,,20,,,,,0,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1948,President,Orleans,2204,3775,,,,,,,,,,,,,,15,,,,,0,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1948,President,Rutland,6452,10206,,,,,,,,,,,,,,73,,,,,0,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1948,President,Washington,4839,7720,,,,,,,,,,,,,,55,,,,,35,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1948,President,Windham,2770,7148,,,,,,,,,,,,,,78,,,,,0,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1948,President,Windsor,3736,9626,,,,,,,,,,,,,,64,,,,,0,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1952,President,Addison,1667,6057,,,,,,,,,,,,,,11,,,,,0,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1952,President,Bennington,3018,8385,,,,,,,,,,,,,,15,,,,,0,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1952,President,Caledonia,1807,7595,,,,,,,,,,,,,,10,,,,,0,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1952,President,Chittenden,9746,13533,,,,,,,,,,,,,,45,,,,,0,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1952,President,Essex,705,1592,,,,,,,,,,,,,,6,,,,,0,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1952,President,Franklin,5018,6949,,,,,,,,,,,,,,14,,,,,0,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1952,President,Grand Isle,665,976,,,,,,,,,,,,,,5,,,,,0,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1952,President,Lamoille,633,3516,,,,,,,,,,,,,,6,,,,,0,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1952,President,Orange,1082,5610,,,,,,,,,,,,,,3,,,,,11,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1952,President,Orleans,2003,5830,,,,,,,,,,,,,,11,,,,,0,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1952,President,Rutland,5970,13980,,,,,,,,,,,,,,19,,,,,0,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1952,President,Washington,4460,11979,,,,,,,,,,,,,,16,,,,,5,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1952,President,Windham,2790,9774,,,,,,,,,,,,,,11,,,,,2,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1952,President,Windsor,3791,13941,,,,,,,,,,,,,,13,,,,,0,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1956,President,Addison,1668,5990,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1956,President,Bennington,2719,8434,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1956,President,Caledonia,1744,7560,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1956,President,Chittenden,10474,14108,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1956,President,Essex,719,1714,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1956,President,Franklin,4840,7125,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1956,President,Grand Isle,604,978,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1956,President,Lamoille,678,3464,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1956,President,Orange,1072,5616,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1956,President,Orleans,2052,5344,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1956,President,Rutland,5165,14570,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1956,President,Washington,4520,11351,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1956,President,Windham,2474,9979,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1956,President,Windsor,3820,14157,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1960,President,Addison,2969,5520,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1960,President,Bennington,4502,7099,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1960,President,Caledonia,2909,6688,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1960,President,Chittenden,16959,13072,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1960,President,Essex,1063,1439,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1960,President,Franklin,7028,5444,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1960,President,Grand Isle,819,798,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1960,President,Lamoille,1032,3272,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1960,President,Orange,1581,5363,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1960,President,Orleans,3354,5027,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1960,President,Rutland,9246,12166,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1960,President,Washington,7116,10458,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1960,President,Windham,4358,9128,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1960,President,Windsor,6250,12657,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1964,President,Addison,4758,3500,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1964,President,Bennington,7359,3895,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1964,President,Caledonia,5732,3258,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1964,President,Chittenden,21817,9050,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1964,President,Essex,1673,750,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1964,President,Franklin,8823,3261,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1964,President,Grand Isle,996,506,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1964,President,Lamoille,2376,2036,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1964,President,Orange,3918,2723,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1964,President,Orleans,4898,3009,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1964,President,Rutland,13241,7165,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1964,President,Washington,12002,5750,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1964,President,Windham,8371,4180,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1964,President,Windsor,12163,5859,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1968,President,Addison,2914,5006,,,,,,,25,,,,,1,,,,,,,4,,,,,,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1968,President,Bennington,4966,5967,,,,,,,37,,,,,43,,,,,,,2,,,,,,,,,,,,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1968,President,Caledonia,3201,4996,,,,,,,27,,,,,9,,,,,,,2,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1968,President,Chittenden,16420,14621,,,,,,,131,,,,,76,,,,,,,2,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1968,President,Essex,952,1009,,,,,,,6,,,,,1,,,,,,,0,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1968,President,Franklin,6027,5218,,,,,,,28,,,,,8,,,,,,,2,,,,,,,,,,,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1968,President,Grand Isle,730,754,,,,,,,1,,,,,1,,,,,,,0,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1968,President,Lamoille,1239,2965,,,,,,,12,,,,,2,,,,,,,0,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1968,President,Orange,1879,4135,,,,,,,22,,,,,13,,,,,,,1,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1968,President,Orleans,2762,4055,,,,,,,9,,,,,17,,,,,,,6,,,,,,,,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1968,President,Rutland,9000,10318,,,,,,,50,,,,,56,,,,,,,4,,,,,,,,,,,,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1968,President,Washington,7826,9387,,,,,,,83,,,,,44,,,,,,,2,,,,,,,,,,,,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1968,President,Windham,5353,6916,,,,,,,63,,,,,11,,,,,,,4,,,,,,,,,,,,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1968,President,Windsor,6986,9795,,,,,,,85,,,,,13,,,,,,,0,,,,,,,,,,,,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1972,President,Addison,3262,6467,,,,,,,,,48,,,9,,,,,,,13,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1972,President,Bennington,4804,7542,,,,,,,,,67,,,24,,,,,,,15,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1972,President,Caledonia,3094,6762,,,,,,,,,33,,,13,,,,,,,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1972,President,Chittenden,16163,23063,,,,,,,,,313,,,100,,,,,,,61,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1972,President,Essex,655,1441,,,,,,,,,10,,,4,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1972,President,Franklin,3898,8109,,,,,,,,,37,,,19,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1972,President,Grand Isle,743,1259,,,,,,,,,12,,,4,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1972,President,Lamoille,1659,4164,,,,,,,,,29,,,3,,,,,,,76,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1972,President,Orange,2332,5389,,,,,,,,,51,,,11,,,,,,,9,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1972,President,Orleans,2793,4906,,,,,,,,,29,,,12,,,,,,,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1972,President,Rutland,8261,14143,,,,,,,,,127,,,17,,,,,,,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1972,President,Washington,7596,12421,,,,,,,,,96,,,41,,,,,,,13,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1972,President,Windham,5925,9062,,,,,,,,,79,,,21,,,,,,,9,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1972,President,Windsor,6989,12421,,,,,,,,,79,,,18,,,,,,,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1976,President,Addison,4164,5726,,,,,,195,,,,,,195,33,,,,,,11,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1976,President,Bennington,5443,6712,,,,,,195,,,,,,195,16,,,,,,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1976,President,Caledonia,3511,5488,,,,,,171,,,,,,171,15,,,,,,8,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1976,President,Chittenden,17992,22013,,,,,,1154,,,,,,1154,144,,,,,,45,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1976,President,Essex,1002,1161,,,,,,19,,,,,,19,4,,,,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1976,President,Franklin,5610,6190,,,,,,150,,,,,,150,17,,,,,,10,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1976,President,Grand Isle,866,1004,,,,,,34,,,,,,34,3,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1976,President,Lamoille,2016,3535,,,,,,173,,,,,,173,9,,,,,,7,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,1976,President,Orange,3171,4768,,,,,,168,,,,,,168,19,,,,,,6,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
