County,Town,1876PVI,1880PVI,1884PVI,1888PVI,1892PVI,1896PVI,1900PVI,1904PVI,1908PVI,1912PVI,1916PVI,1920PVI,1924PVI,1928PVI,1932PVI,1936PVI,1940PVI,1944PVI,1948PVI,1952PVI,1956PVI,1960PVI,1964PVI,1968PVI,1972PVI,1976PVI,1980PVI,1984PVI,1988PVI,1992PVI,1996PVI,2000PVI,2004PVI,2008PVI,2012PVI,2016PVI
Preble,,R+03.02,R+04.77,R+03.63,R+02.65,R+02.98,R+01.06,D+01.25,D+02.00,D+02.93,R+02.30,R+02.35,D+05.18,D+07.36,R+00.01,R+05.74,R+06.97,R+08.70,R+09.75,R+09.67,R+08.01,R+07.09,R+08.96,R+08.32,R+08.82,R+11.56,R+07.31,R+04.85,R+09.38,R+13.51,R+13.11,R+11.22,R+11.93,R+14.04,R+16.89,R+20.08,R+24.87
Putnam,,D+16.69,D+14.90,D+14.62,D+14.15,D+13.32,D+15.45,D+17.55,D+18.05,D+19.91,D+18.12,D+14.85,D+12.73,D+14.46,D+13.44,D+09.57,D+02.76,R+15.11,R+25.78,R+13.70,R+07.62,R+13.02,R+07.90,R+03.59,R+10.34,R+11.79,R+08.63,R+13.65,R+18.34,R+19.73,R+21.70,R+21.77,R+23.06,R+25.79,R+25.13,R+26.47,R+31.40
Richland,,D+05.64,D+04.01,D+05.45,D+05.51,D+05.37,D+06.50,D+07.52,D+08.51,D+09.77,D+07.26,D+05.69,D+08.58,D+05.50,R+05.93,R+08.59,R+01.31,R+00.62,R+05.33,R+06.02,R+06.23,R+08.09,R+08.14,R+06.38,R+07.57,R+09.32,R+05.19,R+04.30,R+07.85,R+08.03,R+07.30,R+07.98,R+08.83,R+09.20,R+09.67,R+11.24,R+16.21
Ross,,D+03.15,R+00.49,R+00.89,R+01.58,R+02.39,R+01.55,D+00.26,D+02.82,D+04.26,R+02.41,R+04.49,D+03.40,D+06.94,D+00.43,R+06.39,R+06.59,R+05.03,R+05.45,R+05.92,R+05.06,R+05.77,R+08.48,R+07.72,R+08.09,R+11.27,R+06.76,R+03.01,R+06.05,R+08.00,R+05.77,R+01.96,R+01.94,R+04.13,R+05.67,R+05.04,R+09.06
Sandusky,,D+05.09,D+02.61,D+04.08,D+04.12,D+04.41,D+06.41,D+08.37,D+07.83,D+09.06,D+09.86,D+08.51,D+04.56,R+00.91,R+05.88,R+07.20,R+08.33,R+16.25,R+22.17,R+17.69,R+14.08,R+15.25,R+14.46,R+06.73,R+03.30,R+05.29,R+04.10,R+05.44,R+06.79,R+06.55,R+05.56,R+03.42,R+03.32,R+05.14,R+03.10,R+00.95,R+06.93
Scioto,,R+03.10,R+04.82,R+06.97,R+07.92,R+08.19,R+08.40,R+07.99,R+08.88,R+06.20,R+08.94,R+11.82,R+02.70,R+00.20,R+09.32,R+13.18,R+09.14,R+04.51,R+03.15,R+02.52,D+00.89,D+00.34,R+04.30,R+03.27,R+00.96,R+02.42,D+02.14,D+05.89,D+03.41,D+01.67,D+01.53,D+01.66,R+00.24,R+01.42,R+03.86,R+04.79,R+11.50
Seneca,,D+05.65,D+03.80,D+04.88,D+05.12,D+04.87,D+06.35,D+08.09,D+07.66,D+08.59,D+06.87,D+06.14,D+08.53,D+06.70,D+00.66,R+02.81,R+08.63,R+19.29,R+24.10,R+18.05,R+13.78,R+16.12,R+13.72,R+06.13,R+03.95,R+04.07,R+03.04,R+07.77,R+09.58,R+06.81,R+04.94,R+04.31,R+06.74,R+08.76,R+06.50,R+05.43,R+11.81
Shelby,,D+11.53,D+09.58,D+09.10,D+08.94,D+09.27,D+11.48,D+13.70,D+14.23,D+14.26,D+08.41,D+06.49,D+12.43,D+16.28,D+12.16,D+06.66,D+02.85,R+05.00,R+09.20,R+02.84,R+01.69,R+08.58,R+08.04,R+00.83,D+01.05,R+03.21,R+05.31,R+04.80,R+09.82,R+16.69,R+16.47,R+13.75,R+13.51,R+17.86,R+21.11,R+23.58,R+28.74
Stark,,D+01.62,R+00.57,R+01.20,R+00.45,D+00.68,D+00.72,R+00.77,R+05.75,R+04.17,R+00.57,R+00.94,R+01.41,R+07.22,R+11.96,R+12.49,R+06.14,D+00.64,D+00.06,R+02.72,R+03.28,R+03.65,R+05.20,R+02.17,R+01.44,R+03.09,R+02.14,R+03.23,R+02.75,R+01.33,R+01.01,R+00.07,R+00.49,D+00.44,D+00.59,R+01.31,R+05.96
Summit,,R+07.49,R+08.83,R+09.17,R+06.85,R+02.72,R+00.25,R+00.41,R+07.13,R+04.75,D+04.03,D+07.76,D+06.84,R+03.70,R+11.38,R+09.31,D+00.84,D+05.64,D+04.08,D+04.36,D+05.61,D+06.22,D+02.83,D+03.32,D+05.75,D+08.04,D+10.23,D+08.73,D+07.87,D+07.20,D+05.66,D+05.18,D+05.34,D+06.60,D+06.57,D+05.49,D+04.70
Trumbull,,R+17.09,R+18.37,R+18.54,R+17.84,R+16.50,R+15.57,R+14.79,R+16.14,R+12.09,R+07.40,R+05.16,R+04.93,R+13.74,R+18.66,R+16.59,R+06.09,D+03.15,D+03.48,D+05.51,D+06.68,D+03.43,D+02.02,D+04.43,D+05.39,D+04.84,D+06.44,D+07.90,D+10.96,D+14.38,D+14.26,D+14.42,D+13.30,D+12.68,D+10.49,D+08.77,D+02.68
Tuscarawas,,D+06.71,D+04.35,D+04.11,D+03.62,D+03.10,D+03.84,D+04.92,D+02.99,D+02.80,R+00.16,D+00.89,D+08.38,D+02.12,R+10.99,R+09.03,D+01.92,D+03.52,D+00.32,D+01.17,D+02.65,R+00.35,R+04.58,D+01.35,D+05.97,D+02.35,D+02.43,D+00.99,R+00.77,R+00.61,R+00.70,R+01.04,R+03.47,R+05.02,R+03.51,R+04.56,R+13.31
Union,,R+07.63,R+09.87,R+10.46,R+11.35,R+11.20,R+07.40,R+04.74,R+05.59,R+04.54,R+07.23,R+08.07,R+04.00,R+02.31,R+07.13,R+10.66,R+11.92,R+17.24,R+21.90,R+20.97,R+17.76,R+17.02,R+18.97,R+17.73,R+17.97,R+18.87,R+14.86,R+15.08,R+17.63,R+19.57,R+21.35,R+19.95,R+18.48,R+19.49,R+18.56,R+17.41,R+19.05
Van Wert,,D+02.00,R+00.40,R+00.89,R+00.88,R+00.19,D+01.26,D+01.38,D+02.52,D+04.50,R+01.56,R+04.71,D+00.72,D+04.83,D+02.67,R+01.32,R+04.48,R+10.14,R+14.83,R+12.97,R+09.28,R+10.76,R+14.02,R+10.85,R+09.89,R+12.21,R+10.55,R+10.55,R+12.78,R+16.02,R+17.97,R+17.36,R+16.73,R+19.32,R+19.32,R+19.98,R+26.50
Vinton,,D+04.57,D+03.36,D+02.74,D+00.75,R+00.60,R+00.89,R+01.95,R+02.06,R+01.22,R+04.83,R+04.71,D+03.91,D+09.74,D+02.36,R+07.61,R+11.73,R+12.89,R+12.81,R+09.75,R+04.66,R+03.33,R+06.66,R+06.85,R+05.61,R+04.86,D+00.92,D+04.11,D+01.49,R+00.01,D+00.84,D+02.06,R+01.88,R+05.64,R+06.30,R+07.35,R+15.62
Warren,,R+10.43,R+13.67,R+13.89,R+12.93,R+12.54,R+10.93,R+08.69,R+08.53,R+07.73,R+14.16,R+14.08,R+04.13,R+04.96,R+13.83,R+17.79,R+14.67,R+11.91,R+12.24,R+11.35,R+07.83,R+07.18,R+11.23,R+11.50,R+11.55,R+13.73,R+09.20,R+08.46,R+14.39,R+18.76,R+20.38,R+20.81,R+21.33,R+21.48,R+21.49,R+21.91,R+21.37
Washington,,D+00.84,R+01.07,R+01.15,R+01.96,R+03.18,R+02.32,R+01.43,R+00.56,D+02.77,R+00.53,R+02.57,D+02.62,D+04.58,R+04.95,R+10.88,R+10.45,R+15.09,R+16.22,R+13.21,R+10.00,R+10.84,R+13.18,R+10.01,R+09.18,R+10.85,R+08.16,R+08.22,R+08.73,R+07.12,R+06.65,R+07.23,R+08.43,R+08.48,R+09.33,R+11.65,R+17.34
Wayne,,D+03.12,D+02.05,D+01.81,D+02.51,D+03.76,D+06.13,D+08.43,D+07.63,D+08.13,D+09.54,D+09.82,D+10.22,D+07.92,R+05.16,R+12.39,R+08.17,R+09.05,R+11.69,R+11.42,R+11.48,R+14.31,R+17.52,R+10.29,R+07.00,R+09.79,R+07.24,R+06.60,R+07.44,R+08.74,R+09.27,R+10.96,R+12.80,R+12.20,R+10.81,R+11.78,R+15.87
Williams,,R+03.99,R+02.77,R+01.47,R+00.79,R+02.21,D+00.76,D+02.53,D+00.23,D+01.26,D+04.77,D+04.34,D+01.39,R+00.49,R+07.83,R+08.42,R+10.76,R+21.51,R+25.31,R+21.49,R+18.26,R+18.33,R+19.69,R+13.05,R+09.08,R+10.09,R+08.97,R+12.97,R+14.95,R+15.80,R+15.19,R+13.80,R+13.98,R+14.30,R+11.09,R+09.20,R+17.18
Wood,,R+06.25,R+06.37,R+05.31,R+04.75,R+04.46,R+02.29,R+01.17,R+04.09,R+01.31,D+03.63,D+02.92,R+02.53,R+09.06,R+14.68,R+12.78,R+10.43,R+16.05,R+19.52,R+15.17,R+09.91,R+09.22,R+11.41,R+09.14,R+06.67,R+04.25,R+01.78,R+05.66,R+06.47,R+05.21,R+03.84,R+02.46,R+03.38,R+03.58,R+01.07,D+00.23,R+02.46
Wyandot,,D+06.87,D+04.85,D+05.77,D+06.28,D+06.47,D+08.92,D+11.12,D+10.88,D+11.80,D+07.63,D+05.96,D+11.29,D+11.80,D+01.74,R+04.00,R+03.39,R+10.27,R+17.08,R+15.56,R+14.00,R+15.81,R+15.66,R+10.61,R+09.62,R+10.99,R+08.72,R+10.91,R+14.36,R+15.09,R+13.31,R+11.17,R+12.08,R+14.74,R+13.52,R+11.99,R+18.89
*Oklahoma,,,,,,,,,,,,D+00.57,D+09.80,D+14.60,D+06.44,D+04.34,D+09.42,D+03.66,D+02.27,D+06.15,D+05.62,D+01.74,R+03.24,R+07.35,R+07.52,R+11.55,R+07.66,R+04.87,R+09.00,R+07.21,R+06.78,R+09.11,R+10.24,R+12.84,R+16.83,R+19.04,R+19.58
Adair,,,,,,,,,,,,R+05.01,D+04.01,D+08.19,D+05.01,D+03.16,R+00.33,R+06.67,R+04.81,R+00.20,D+03.20,D+01.95,R+07.34,R+12.98,R+12.36,R+13.74,R+06.28,D+00.11,R+03.52,R+05.30,R+05.10,R+06.36,R+08.08,R+12.38,R+18.88,R+21.15,R+24.00
Alfalfa,,,,,,,,,,,,R+12.51,R+03.27,R+02.74,R+10.55,R+07.88,R+00.28,R+09.01,R+16.46,R+16.45,R+17.89,R+17.97,R+19.21,R+22.89,R+22.55,R+23.35,R+13.83,R+12.66,R+17.93,R+13.22,R+15.57,R+20.74,R+23.39,R+28.91,R+33.98,R+36.65,R+38.78
Atoka,,,,,,,,,,,,D+03.86,D+11.99,D+22.72,D+23.40,D+21.53,D+19.34,D+08.99,D+06.01,D+13.90,D+17.54,D+14.26,D+07.09,D+00.04,D+03.85,R+03.51,D+05.55,D+19.99,D+10.87,D+08.03,D+08.47,D+05.71,R+00.41,R+08.13,R+18.06,R+25.79,R+30.39
Beaver,,,,,,,,,,,,R+04.69,D+03.87,D+03.84,R+03.61,R+04.80,D+04.40,R+02.26,R+09.74,R+05.88,R+09.81,R+15.39,R+17.03,R+20.79,R+22.47,R+24.05,R+16.05,R+16.62,R+23.32,R+21.23,R+23.13,R+30.68,R+34.84,R+36.76,R+40.06,R+42.16,R+42.19
Beckham,,,,,,,,,,,,D+16.29,D+23.64,D+25.55,D+12.70,D+11.64,D+22.65,D+15.30,D+11.67,D+17.71,D+13.78,D+06.39,R+00.31,R+05.38,R+02.38,R+08.43,D+01.51,D+08.82,R+01.89,R+01.64,D+00.09,R+04.45,R+09.41,R+17.84,R+27.16,R+31.61,R+34.70
Blaine,,,,,,,,,,,,R+10.60,R+04.23,D+00.30,R+02.55,D+01.99,D+05.59,R+07.37,R+14.02,R+10.38,R+10.89,R+13.55,R+13.93,R+16.40,R+17.34,R+19.25,R+11.78,R+11.11,R+15.63,R+11.00,R+10.02,R+10.23,R+11.99,R+18.32,R+25.11,R+27.54,R+28.65
Bryan,,,,,,,,,,,,D+15.18,D+20.69,D+30.09,D+26.20,D+23.13,D+27.15,D+24.37,D+26.44,D+29.97,D+27.48,D+23.08,D+13.64,D+05.60,D+06.14,D+01.55,D+09.89,D+19.09,D+11.44,D+09.76,D+12.32,D+08.23,D+01.45,R+05.65,R+15.10,R+22.77,R+27.04
Caddo,,,,,,,,,,,,R+05.17,D+04.78,D+10.38,D+03.84,D+06.54,D+10.69,D+01.79,D+01.67,D+08.66,D+09.30,D+06.52,D+03.24,D+00.79,D+01.46,R+06.53,D+01.99,D+07.04,R+00.91,D+03.06,D+05.47,D+03.72,D+00.25,R+07.24,R+15.07,R+17.62,R+20.07
Canadian,,,,,,,,,,,,R+02.32,D+08.00,D+12.38,D+04.85,D+04.01,D+07.94,D+00.67,R+02.08,D+02.21,R+00.23,R+04.82,R+04.55,R+08.13,R+10.31,R+15.29,R+13.55,R+14.38,R+20.62,R+18.73,R+20.01,R+22.49,R+22.47,R+24.75,R+27.99,R+29.47,R+28.83
Carter,,,,,,,,,,,,D+16.24,D+24.71,D+30.56,D+18.52,D+14.08,D+21.92,D+19.69,D+23.17,D+27.17,D+23.92,D+18.72,D+12.99,D+06.99,D+05.14,R+00.94,R+00.47,D+00.52,R+04.76,R+01.77,D+01.88,R+01.38,R+06.73,R+11.78,R+19.01,R+23.63,R+25.94
Cherokee,,,,,,,,,,,,R+04.58,D+04.13,D+09.93,D+08.79,D+05.97,D+01.54,R+05.46,R+04.64,D+02.42,D+06.39,D+05.11,R+00.84,R+06.14,R+07.80,R+09.81,R+01.37,D+04.99,D+01.90,D+03.38,D+05.39,D+03.50,D+01.83,R+00.22,R+05.56,R+09.39,R+12.41
Choctaw,,,,,,,,,,,,D+08.91,D+16.99,D+19.75,D+15.04,D+16.28,D+19.69,D+14.82,D+17.75,D+25.79,D+25.30,D+19.88,D+11.27,D+06.05,D+10.22,D+04.19,D+07.71,D+16.89,D+10.47,D+10.18,D+14.12,D+13.14,D+07.57,R+00.18,R+11.86,R+21.44,R+26.68
Cimarron,,,,,,,,,,,,D+01.23,D+08.31,D+12.49,D+05.31,D+04.85,D+12.99,D+03.66,R+03.58,R+00.33,R+03.06,R+05.18,R+07.10,R+17.54,R+20.60,R+20.26,R+08.75,R+11.15,R+22.18,R+18.90,R+20.78,R+26.17,R+31.31,R+35.27,R+38.79,R+42.04,R+43.30
Cleveland,,,,,,,,,,,,D+05.76,D+14.95,D+21.63,D+12.48,D+06.91,D+12.51,D+07.42,D+06.03,D+08.48,D+05.18,R+00.05,R+04.01,R+08.04,R+07.73,R+08.37,R+05.77,R+08.19,R+12.95,R+10.65,R+10.53,R+12.91,R+13.19,R+13.98,R+15.17,R+15.31,R+13.87
Coal,,,,,,,,,,,,D+06.64,D+12.91,D+24.17,D+24.81,D+23.32,D+24.78,D+15.42,D+15.35,D+23.99,D+23.25,D+18.99,D+13.28,D+06.57,D+08.59,D+01.48,D+06.13,D+17.45,D+12.93,D+12.03,D+13.96,D+10.47,D+03.06,R+01.88,R+14.87,R+25.87,R+28.88
Comanche,,,,,,,,,,,,D+03.49,D+11.74,D+15.05,D+07.09,D+07.62,D+13.48,D+08.54,D+10.04,D+16.01,D+13.95,D+08.86,D+04.32,R+00.55,R+00.59,R+11.21,R+10.50,R+04.36,R+09.32,R+08.99,R+08.09,R+08.68,R+08.40,R+10.82,R+12.50,R+11.47,R+12.10
Cotton,,,,,,,,,,,,D+08.54,D+18.14,D+19.04,D+08.74,D+12.46,D+20.13,D+12.46,D+12.64,D+20.00,D+16.90,D+11.71,D+07.68,D+02.58,D+04.71,R+02.90,D+00.83,D+06.23,D+00.55,D+04.15,D+06.73,D+02.79,R+03.41,R+10.76,R+20.32,R+25.54,R+29.59
Craig,,,,,,,,,,,,R+03.19,D+07.11,D+16.32,D+12.18,D+07.22,D+03.80,R+01.59,R+01.09,D+02.82,D+03.97,D+02.46,R+01.53,R+04.36,R+03.46,R+07.83,R+01.25,D+05.69,D+02.03,D+04.21,D+05.88,D+02.49,R+00.51,R+06.09,R+14.18,R+18.89,R+23.77
Creek,,,,,,,,,,,,R+06.86,D+04.04,D+08.42,D+01.50,R+01.50,D+03.69,R+00.21,R+01.30,D+02.41,D+05.17,D+04.06,R+02.41,R+04.64,R+03.78,R+11.09,R+07.40,R+02.92,R+06.93,R+04.01,R+03.16,R+05.56,R+06.84,R+11.36,R+19.38,R+24.59,R+27.24
Custer,,,,,,,,,,,,R+05.40,D+03.80,D+10.54,D+02.51,D+04.81,D+13.05,D+04.03,D+01.32,D+06.05,D+01.81,R+04.27,R+07.58,R+09.59,R+08.66,R+13.60,R+08.28,R+07.67,R+14.50,R+13.35,R+12.17,R+11.20,R+13.34,R+20.20,R+25.40,R+28.13,R+28.92
Delaware,,,,,,,,,,,,D+00.39,D+05.03,D+09.99,D+08.06,D+05.37,D+03.12,R+05.14,R+05.40,R+00.80,D+02.31,D+01.94,R+03.63,R+07.72,R+06.65,R+09.78,R+01.87,D+03.10,R+02.45,R+01.27,R+00.66,R+04.42,R+06.84,R+10.61,R+16.76,R+21.58,R+25.91
Dewey,,,,,,,,,,,,R+05.38,D+02.06,D+03.88,R+00.82,D+05.16,D+09.36,R+03.96,R+07.75,R+01.41,R+02.97,R+05.17,R+07.59,R+12.33,R+12.06,R+15.50,R+05.38,R+05.16,R+15.83,R+12.23,R+10.34,R+13.42,R+18.47,R+26.87,R+34.31,R+37.78,R+39.27
Ellis,,,,,,,,,,,,R+13.25,R+03.12,R+00.91,R+01.27,D+04.05,D+07.83,R+04.38,R+14.55,R+10.80,R+13.46,R+16.31,R+17.26,R+21.25,R+21.21,R+22.08,R+11.90,R+13.12,R+19.90,R+14.16,R+14.15,R+18.16,R+22.58,R+28.21,R+34.34,R+39.17,R+40.88
Garfield,,,,,,,,,,,,R+13.03,R+03.47,R+00.85,R+10.46,R+08.81,R+00.26,R+05.31,R+10.28,R+10.31,R+12.03,R+13.79,R+15.51,R+17.73,R+18.45,R+19.99,R+15.75,R+16.46,R+19.41,R+14.87,R+15.52,R+17.61,R+17.72,R+22.26,R+26.96,R+28.68,R+28.88
Garvin,,,,,,,,,,,,D+17.56,D+23.81,D+29.65,D+23.91,D+19.96,D+22.71,D+15.76,D+16.69,D+22.93,D+22.03,D+18.34,D+09.32,D+01.90,D+03.17,R+05.19,D+00.64,D+07.73,R+00.93,D+00.30,D+03.36,D+00.92,R+03.30,R+11.60,R+20.74,R+25.24,R+28.87
Grady,,,,,,,,,,,,D+12.76,D+19.88,D+25.32,D+13.27,D+09.15,D+17.67,D+11.38,D+10.94,D+16.55,D+15.88,D+12.33,D+06.11,D+02.27,D+04.98,R+02.11,D+00.93,D+02.14,R+07.71,R+05.44,R+03.55,R+07.45,R+10.53,R+15.89,R+23.05,R+27.31,R+30.18
Grant,,,,,,,,,,,,R+07.86,D+01.03,D+03.81,R+04.77,R+02.74,D+05.76,R+03.82,R+10.87,R+09.76,R+11.55,R+09.02,R+06.56,R+10.93,R+14.52,R+17.65,R+07.37,R+07.80,R+16.36,R+09.70,R+08.67,R+14.96,R+18.88,R+23.84,R+28.96,R+32.39,R+35.23
Greer,,,,,,,,,,,,D+22.56,D+29.43,D+36.01,D+22.18,D+16.39,D+26.22,D+20.12,D+19.71,D+24.20,D+18.03,D+10.57,D+03.85,D+00.39,D+05.45,R+01.17,D+03.50,D+09.01,D+03.03,D+03.00,D+02.86,D+02.14,R+03.87,R+13.79,R+21.84,R+26.12,R+29.27
Harmon,,,,,,,,,,,,D+27.05,D+31.98,D+34.13,D+21.07,D+18.18,D+30.57,D+23.47,D+23.20,D+31.50,D+28.59,D+22.53,D+13.89,D+07.29,D+12.76,D+02.65,D+04.07,D+15.13,D+08.47,D+08.06,D+10.48,D+07.48,R+00.39,R+13.52,R+21.10,R+23.25,R+25.27
Harper,,,,,,,,,,,,R+08.91,D+00.90,D+02.10,R+01.84,D+02.48,D+07.41,R+03.74,R+09.46,R+05.92,R+09.68,R+14.44,R+17.10,R+18.76,R+18.85,R+22.81,R+15.04,R+14.52,R+22.05,R+18.85,R+18.01,R+21.63,R+24.79,R+30.27,R+36.10,R+39.72,R+40.89
Haskell,,,,,,,,,,,,D+02.49,D+08.88,D+15.21,D+12.95,D+10.26,D+09.02,D+03.22,D+04.41,D+10.90,D+15.58,D+14.52,D+06.58,D+00.88,D+02.53,R+01.85,D+07.41,D+16.84,D+12.17,D+13.09,D+15.06,D+12.63,D+07.94,D+00.41,R+13.14,R+23.24,R+28.07
Hughes,,,,,,,,,,,,D+03.62,D+14.90,D+24.58,D+17.66,D+14.79,D+19.20,D+11.34,D+11.77,D+18.66,D+20.17,D+17.21,D+08.88,D+05.33,D+09.62,D+01.81,D+07.74,D+17.43,D+13.14,D+13.37,D+13.59,D+10.77,D+05.53,R+02.41,R+12.24,R+18.90,R+24.21
Jackson,,,,,,,,,,,,D+21.63,D+31.31,D+33.57,D+18.68,D+16.09,D+26.07,D+20.80,D+22.90,D+29.06,D+26.90,D+21.92,D+12.90,D+06.32,D+10.20,R+00.35,R+00.75,D+06.56,R+01.56,R+04.15,R+04.70,R+10.10,R+15.83,R+21.94,R+26.56,R+27.89,R+29.30
Jefferson,,,,,,,,,,,,D+18.76,D+23.53,D+27.39,D+19.39,D+16.83,D+22.35,D+18.25,D+21.03,D+27.35,D+28.12,D+24.42,D+17.49,D+11.82,D+16.29,D+07.99,D+08.79,D+15.32,D+08.83,D+11.49,D+16.54,D+12.16,D+02.92,R+04.94,R+14.54,R+22.93,R+30.01
Johnston,,,,,,,,,,,,D+12.69,D+16.92,D+25.42,D+25.71,D+24.12,D+24.96,D+15.83,D+15.67,D+24.46,D+25.70,D+21.99,D+14.68,D+06.70,D+05.88,R+01.63,D+06.31,D+15.07,D+07.32,D+07.88,D+10.79,D+08.75,D+01.76,R+06.51,R+15.74,R+22.03,R+26.39
Kay,,,,,,,,,,,,R+09.38,D+02.02,D+08.69,R+03.85,R+04.25,D+05.47,R+00.87,R+04.68,R+02.74,R+05.10,R+08.91,R+10.93,R+13.88,R+15.20,R+17.97,R+13.27,R+11.36,R+14.46,R+11.20,R+09.70,R+12.32,R+14.69,R+17.57,R+21.78,R+23.87,R+25.45
Kingfisher,,,,,,,,,,,,R+13.58,R+04.26,D+00.47,R+04.41,R+02.21,D+02.75,R+06.15,R+13.18,R+10.67,R+13.98,R+16.99,R+14.17,R+16.29,R+20.34,R+23.19,R+16.34,R+17.21,R+24.04,R+19.66,R+20.23,R+23.80,R+25.53,R+30.96,R+35.63,R+37.14,R+37.14
Kiowa,,,,,,,,,,,,D+07.12,D+15.06,D+19.39,D+10.26,D+09.77,D+19.85,D+12.16,D+11.39,D+17.09,D+11.32,D+07.29,D+02.98,R+03.00,R+00.26,R+05.62,D+01.39,D+07.47,D+01.21,D+03.37,D+05.12,D+01.59,R+04.41,R+11.18,R+17.37,R+20.38,R+23.98
Latimer,,,,,,,,,,,,D+01.44,D+08.56,D+17.54,D+18.83,D+17.18,D+13.99,D+08.64,D+08.75,D+13.65,D+17.13,D+14.98,D+08.99,D+06.46,D+08.69,D+00.23,D+05.34,D+13.01,D+07.47,D+07.56,D+12.54,D+12.60,D+05.94,R+01.93,R+13.78,R+21.69,R+25.91
Le Flore,,,,,,,,,,,,R+01.12,D+06.25,D+13.70,D+13.12,D+12.73,D+12.21,D+07.11,D+08.08,D+12.59,D+15.77,D+13.03,D+05.23,D+00.43,D+03.18,R+02.42,D+01.51,D+07.91,D+02.50,D+01.38,D+03.18,D+01.82,R+03.07,R+08.01,R+16.54,R+22.77,R+27.04
Lincoln,,,,,,,,,,,,R+10.44,R+01.49,D+04.51,R+02.01,R+01.79,R+00.53,R+09.90,R+09.11,R+02.75,D+00.09,R+00.78,R+05.68,R+08.84,R+08.42,R+13.82,R+06.77,R+04.01,R+11.79,R+10.01,R+08.74,R+10.30,R+11.92,R+17.32,R+24.45,R+27.53,R+29.63
Logan,,,,,,,,,,,,R+16.56,R+06.28,R+01.90,R+07.43,R+07.32,R+04.11,R+08.35,R+08.40,R+04.51,R+04.63,R+07.96,R+10.88,R+11.43,R+09.56,R+09.68,R+04.21,R+05.30,R+10.87,R+08.63,R+08.69,R+10.47,R+12.28,R+16.86,R+20.68,R+23.32,R+25.80
Love,,,,,,,,,,,,D+21.96,D+31.58,D+38.64,D+31.11,D+26.28,D+27.37,D+22.19,D+25.50,D+32.54,D+31.93,D+27.40,D+19.52,D+11.54,D+10.36,D+01.19,D+06.24,D+12.92,D+04.59,D+06.88,D+11.76,D+07.27,R+00.69,R+06.53,R+14.82,R+21.59,R+26.59
Major,,,,,,,,,,,,R+17.45,R+07.08,R+07.61,R+15.19,R+08.34,R+05.23,R+21.09,R+27.82,R+24.35,R+22.12,R+21.07,R+23.65,R+28.47,R+28.70,R+27.57,R+19.10,R+21.21,R+27.02,R+22.17,R+23.54,R+26.85,R+28.33,R+32.57,R+36.47,R+38.32,R+39.69
Marshall,,,,,,,,,,,,D+17.17,D+19.48,D+24.92,D+24.59,D+23.38,D+28.33,D+21.15,D+19.39,D+26.43,D+26.28,D+21.66,D+14.88,D+06.94,D+03.24,R+02.66,D+06.00,D+12.51,D+05.95,D+08.47,D+11.15,D+08.44,D+01.30,R+07.58,R+16.78,R+23.96,R+27.62
Mayes,,,,,,,,,,,,R+01.74,D+06.60,D+11.57,D+07.54,D+07.53,D+05.64,R+02.69,R+02.98,D+01.73,D+03.78,D+01.35,R+03.01,R+06.55,R+07.11,R+10.81,R+03.83,D+02.21,R+01.70,D+01.42,D+03.43,D+00.36,R+01.06,R+04.91,R+12.70,R+18.16,R+23.44
McClain,,,,,,,,,,,,D+10.99,D+19.41,D+26.71,D+17.76,D+15.08,D+21.00,D+13.46,D+13.51,D+20.95,D+20.08,D+15.00,D+07.35,D+02.84,D+02.69,R+08.15,R+01.38,D+03.86,R+07.40,R+07.17,R+06.51,R+09.19,R+11.74,R+18.30,R+25.61,R+29.62,R+31.37
McCurtain,,,,,,,,,,,,D+06.50,D+19.07,D+26.17,D+25.16,D+25.31,D+25.65,D+20.19,D+23.02,D+28.94,D+28.00,D+22.39,D+12.77,D+04.72,D+03.55,R+04.00,D+04.04,D+13.26,D+03.20,D+00.80,D+04.79,D+01.84,R+07.99,R+14.88,R+21.46,R+27.46,R+30.81
McIntosh,,,,,,,,,,,,D+03.87,D+15.54,D+21.93,D+14.32,D+11.58,D+10.20,R+02.15,R+00.71,D+10.53,D+15.81,D+12.93,D+06.60,D+04.58,D+06.76,D+00.02,D+07.30,D+14.63,D+09.42,D+11.08,D+12.99,D+10.42,D+06.86,D+02.42,R+06.59,R+13.57,R+18.56
Murray,,,,,,,,,,,,D+16.75,D+21.20,D+28.95,D+22.27,D+16.41,D+21.57,D+16.81,D+17.50,D+22.64,D+21.35,D+15.69,D+08.58,D+05.80,D+07.69,R+01.31,D+03.11,D+09.18,D+02.69,D+05.93,D+10.00,D+07.55,D+00.96,R+07.91,R+17.93,R+22.95,R+26.25
Muskogee,,,,,,,,,,,,D+02.98,D+14.32,D+18.53,D+07.86,D+04.38,D+08.01,D+03.68,D+03.57,D+10.07,D+11.66,D+07.09,D+01.68,D+00.75,D+03.33,R+01.61,D+01.13,D+08.36,D+06.94,D+07.02,D+08.24,D+05.85,D+02.76,R+01.08,R+07.27,R+10.28,R+12.91
Noble,,,,,,,,,,,,R+07.79,D+01.14,D+04.49,R+00.58,D+02.81,D+06.34,R+03.88,R+08.74,R+04.98,R+07.34,R+10.75,R+09.31,R+09.16,R+11.28,R+17.75,R+11.62,R+10.87,R+17.17,R+13.93,R+14.51,R+15.04,R+15.71,R+21.75,R+27.08,R+28.87,R+29.44
