State,Year,Office,County,D#,R#,Prog.#,Cit.#,SM#,PC#,CN#,New#,S#,SL#,Liberty#,Comm.#,Proh.#,FL#,U#,Workers#,AI#,SW#,I#,Ref.#,NL#,G#,L#,S&L,Delta#,NA#,W/I#,LRU#,PCP#,INM#,W/I1#,W/I2#,Year / Office,C#
New Mexico,,,Sierra,1713,1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Treasurer,
New Mexico,,,Socorro,3195,1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Treasurer,
New Mexico,,,Taos,5399,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Treasurer,
New Mexico,,,Torrance,2667,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Treasurer,
New Mexico,,,Union,919,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Treasurer,
New Mexico,,,Valencia,8649,4149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Treasurer,
New Mexico,,,Bernalillo,87317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Catron,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Chaves,7411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Cibola,4093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Colfax,2502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Curry,5974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,De Baca,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Dona Ana,17335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Eddy,7313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Grant,6019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Guadalupe,1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Harding,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Hidalgo,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Lea,8746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Lincoln,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Los Alamos,3454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Luna,2747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,McKinley,7050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Mora,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Otero,6653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Quay,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Rio Arriba,7055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Roosevelt,2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,San Juan,13699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,San Miguel,5832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Sandoval,10859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Santa Fe,21071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Sierra,2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Socorro,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Taos,4926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Torrance,2152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Union,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Valencia,7990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990 Auditor,
New Mexico,,,Bernalillo,75822,71645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Catron,638,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Chaves,6667,8459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Cibola,3545,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Colfax,2916,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Curry,4307,5527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,De Baca,635,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Dona Ana,16388,15045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Eddy,8007,6719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Grant,5833,3104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Guadalupe,1582,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Harding,360,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Hidalgo,1064,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Lea,5473,6757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Lincoln,2045,2919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Los Alamos,3819,4407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Luna,2819,2421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,McKinley,8572,4151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Mora,1657,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Otero,5364,7180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Quay,2094,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Rio Arriba,7687,1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Roosevelt,2319,2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,San Juan,11077,14445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,San Miguel,6306,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Sandoval,10762,9220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Santa Fe,26019,9160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Sierra,1722,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Socorro,3281,2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Taos,5691,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Torrance,2032,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Union,892,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Valencia,8230,6754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Secretary of State,
New Mexico,,,Bernalillo,89237,62158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Catron,525,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Chaves,7942,7668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Cibola,3990,1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Colfax,3102,1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Curry,4893,5182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,De Baca,682,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Dona Ana,16782,14959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Eddy,8497,6569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Grant,6312,2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Guadalupe,1737,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Harding,376,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Hidalgo,1087,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Lea,6297,6231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Lincoln,2535,2593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Los Alamos,4914,3867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Luna,3068,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,McKinley,9742,3164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Mora,1666,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Otero,6465,6296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Quay,2291,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Rio Arriba,7749,1836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Roosevelt,2381,2317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,San Juan,14249,11662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,San Miguel,6543,1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Sandoval,12363,7967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Santa Fe,27463,7927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Sierra,2003,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Socorro,3666,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Taos,5716,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Torrance,2385,1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Union,820,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Valencia,9747,5445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Attorney General,
New Mexico,,,Bernalillo,76119,,,,,,,,,,,,,,,,,,,,,47926,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Catron,791,,,,,,,,,,,,,,,,,,,,,351,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Chaves,8410,,,,,,,,,,,,,,,,,,,,,3729,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Cibola,3936,,,,,,,,,,,,,,,,,,,,,1149,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Colfax,3159,,,,,,,,,,,,,,,,,,,,,909,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Curry,5973,,,,,,,,,,,,,,,,,,,,,1934,,,,,,,,,,,1994 Treasurer,
New Mexico,,,De Baca,660,,,,,,,,,,,,,,,,,,,,,213,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Dona Ana,17524,,,,,,,,,,,,,,,,,,,,,8331,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Eddy,9982,,,,,,,,,,,,,,,,,,,,,2476,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Grant,6546,,,,,,,,,,,,,,,,,,,,,1709,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Guadalupe,1593,,,,,,,,,,,,,,,,,,,,,415,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Harding,443,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Hidalgo,1280,,,,,,,,,,,,,,,,,,,,,306,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Lea,7376,,,,,,,,,,,,,,,,,,,,,3151,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Lincoln,2747,,,,,,,,,,,,,,,,,,,,,1320,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Los Alamos,3768,,,,,,,,,,,,,,,,,,,,,3039,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Luna,3318,,,,,,,,,,,,,,,,,,,,,1171,,,,,,,,,,,1994 Treasurer,
New Mexico,,,McKinley,9168,,,,,,,,,,,,,,,,,,,,,2112,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Mora,1645,,,,,,,,,,,,,,,,,,,,,553,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Otero,7104,,,,,,,,,,,,,,,,,,,,,2824,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Quay,2465,,,,,,,,,,,,,,,,,,,,,662,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Rio Arriba,6929,,,,,,,,,,,,,,,,,,,,,1971,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Roosevelt,2888,,,,,,,,,,,,,,,,,,,,,880,,,,,,,,,,,1994 Treasurer,
New Mexico,,,San Juan,15068,,,,,,,,,,,,,,,,,,,,,7139,,,,,,,,,,,1994 Treasurer,
New Mexico,,,San Miguel,5384,,,,,,,,,,,,,,,,,,,,,2349,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Sandoval,11590,,,,,,,,,,,,,,,,,,,,,5620,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Santa Fe,18908,,,,,,,,,,,,,,,,,,,,,13013,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Sierra,2241,,,,,,,,,,,,,,,,,,,,,919,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Socorro,3643,,,,,,,,,,,,,,,,,,,,,1447,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Taos,5325,,,,,,,,,,,,,,,,,,,,,1775,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Torrance,2151,,,,,,,,,,,,,,,,,,,,,1155,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Union,999,,,,,,,,,,,,,,,,,,,,,338,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Valencia,9366,,,,,,,,,,,,,,,,,,,,,4357,,,,,,,,,,,1994 Treasurer,
New Mexico,,,Bernalillo,68201,79108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Catron,567,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Chaves,6225,8980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Cibola,3628,1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Colfax,2764,1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Curry,3963,5963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,De Baca,572,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Dona Ana,15886,15476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Eddy,7523,7245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Grant,5460,3441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Guadalupe,1756,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Harding,355,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Hidalgo,981,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Lea,5399,6830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Lincoln,1931,3058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Los Alamos,2857,4933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Luna,2796,2466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,McKinley,8993,3565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Mora,1835,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Otero,5263,7228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Quay,1949,1662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Rio Arriba,7659,1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Roosevelt,2100,2531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,San Juan,11088,14306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,San Miguel,6682,1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Sandoval,10371,9415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Santa Fe,22748,11423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Sierra,1652,2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Socorro,3430,2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Taos,5565,1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Torrance,1955,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Union,705,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Valencia,8504,6377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994 Auditor,
New Mexico,,,Bernalillo,74161,78066,,,,,,,,,,,,,,,,,,,,10294,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Catron,457,947,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Chaves,6007,9385,,,,,,,,,,,,,,,,,,,,456,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Cibola,4148,2141,,,,,,,,,,,,,,,,,,,,323,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Colfax,2484,1857,,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Curry,3127,6473,,,,,,,,,,,,,,,,,,,,201,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,De Baca,470,495,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Dona Ana,15938,15252,,,,,,,,,,,,,,,,,,,,1573,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Eddy,6562,7318,,,,,,,,,,,,,,,,,,,,408,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Grant,5597,3547,,,,,,,,,,,,,,,,,,,,535,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Guadalupe,1587,501,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Harding,277,350,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Hidalgo,1085,791,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Lea,4131,7407,,,,,,,,,,,,,,,,,,,,279,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Lincoln,1661,3553,,,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Los Alamos,2893,4933,,,,,,,,,,,,,,,,,,,,505,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Luna,2812,2669,,,,,,,,,,,,,,,,,,,,229,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,McKinley,8884,3955,,,,,,,,,,,,,,,,,,,,556,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Mora,1719,628,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Otero,3108,9644,,,,,,,,,,,,,,,,,,,,327,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Quay,1692,1785,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Rio Arriba,7698,2044,,,,,,,,,,,,,,,,,,,,541,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Roosevelt,1840,2637,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,San Juan,10260,16873,,,,,,,,,,,,,,,,,,,,1063,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,San Miguel,6621,1644,,,,,,,,,,,,,,,,,,,,403,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Sandoval,11061,11195,,,,,,,,,,,,,,,,,,,,1441,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Santa Fe,25050,10823,,,,,,,,,,,,,,,,,,,,4208,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Sierra,1683,2150,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Socorro,3467,2260,,,,,,,,,,,,,,,,,,,,580,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Taos,6294,1736,,,,,,,,,,,,,,,,,,,,605,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Torrance,1867,2077,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Union,674,877,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Valencia,9231,7402,,,,,,,,,,,,,,,,,,,,927,,,,,,,,,,,1998 Secretary of State,
New Mexico,,,Bernalillo,77351,86179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Catron,577,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Chaves,6703,9242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Cibola,4100,2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Colfax,2425,2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Curry,4189,5579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,De Baca,637,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Dona Ana,18163,14644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Eddy,6931,7565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Grant,5635,4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Guadalupe,1625,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Harding,330,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Hidalgo,1159,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Lea,5244,6554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Lincoln,2139,3347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Los Alamos,3319,5270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Luna,2969,2796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,McKinley,9255,4093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Mora,1724,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Otero,5472,7258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Quay,1934,1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Rio Arriba,7224,3029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Roosevelt,2291,2380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,San Juan,13112,15151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,San Miguel,6301,2359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Sandoval,11248,12656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Santa Fe,25476,14798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Sierra,1855,2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Socorro,3683,2605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Taos,6036,2516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
New Mexico,,,Torrance,1791,2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998 Attorney General,
