State,Year,Office,County,D#,R#,Prog.#,Pop.#,SW#,Comm.#,S#,Wor.#,Proh.#,Am.#,I#,G#,L#,Ref.#,NL#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,C#,ATP#,Year / Office
West Virginia,1928,President,Randolph,5085,4436,,,,,40,8,28,,,,,,,,,,,,,,,,,,,,
West Virginia,1928,President,Ritchie,1711,4195,,,,,10,2,41,,,,,,,,,,,,,,,,,,,,
West Virginia,1928,President,Roane,3007,4472,,,,,7,7,18,,,,,,,,,,,,,,,,,,,,
West Virginia,1928,President,Summers,3752,4063,,,,,2,3,12,,,,,,,,,,,,,,,,,,,,
West Virginia,1928,President,Taylor,2548,5101,,,,,19,7,30,,,,,,,,,,,,,,,,,,,,
West Virginia,1928,President,Tucker,2263,2525,,,,,56,9,19,,,,,,,,,,,,,,,,,,,,
West Virginia,1928,President,Tyler,1591,3881,,,,,7,13,41,,,,,,,,,,,,,,,,,,,,
West Virginia,1928,President,Upshur,1683,5277,,,,,16,5,36,,,,,,,,,,,,,,,,,,,,
West Virginia,1928,President,Wayne,5177,5630,,,,,16,8,18,,,,,,,,,,,,,,,,,,,,
West Virginia,1928,President,Webster,2306,1936,,,,,3,1,6,,,,,,,,,,,,,,,,,,,,
West Virginia,1928,President,Wetzel,4052,4428,,,,,20,7,32,,,,,,,,,,,,,,,,,,,,
West Virginia,1928,President,Wirt,1272,1561,,,,,2,0,34,,,,,,,,,,,,,,,,,,,,
West Virginia,1928,President,Wood,6412,15184,,,,,30,14,81,,,,,,,,,,,,,,,,,,,,
West Virginia,1928,President,Wyoming,3047,3987,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Barbour,4228,3652,,,,3,102,,37,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Berkeley,7009,6370,,,,2,95,,51,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Boone,5973,3555,,,,2,44,,19,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Braxton,6043,3560,,,,7,16,,35,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Brooke,4919,4010,,,,19,221,,37,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Cabell,23498,17999,,,,0,318,,135,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Calhoun,3139,1564,,,,0,3,,18,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Clay,3038,2443,,,,1,12,,5,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Doddridge,1943,2780,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Fayette,17127,12170,,,,5,116,,91,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Gilmer,3511,1530,,,,0,10,,27,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Grant,920,2477,,,,1,17,,18,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Greenbrier,9467,5111,,,,5,63,,38,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Hampshire,3681,1258,,,,1,16,,32,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Hancock,4603,4328,,,,22,219,,48,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Hardy,2824,1267,,,,0,5,,20,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Harrison,18081,14641,,,,31,436,,165,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Jackson,4131,4084,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Jefferson,5350,1734,,,,1,18,,16,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Kanawha,38617,35455,,,,33,595,,121,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Lewis,5546,4704,,,,2,74,,55,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Lincoln,4876,3881,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Logan,12529,10683,,,,11,31,,29,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Marion,15975,12638,,,,10,25,,45,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Marshall,7994,7416,,,,33,650,,168,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Mason,5027,4655,,,,37,132,,68,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,McDowell,12365,16069,,,,1,40,,35,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Mercer,15900,11088,,,,3,44,,58,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Mineral,4098,4519,,,,3,229,,20,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Mingo,8657,7801,,,,5,14,,24,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Monongalia,10319,8417,,,,60,366,,59,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Monroe,3267,2978,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Morgan,1358,2082,,,,2,28,,13,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Nicholas,5327,3684,,,,0,21,,65,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Ohio,18625,15836,,,,32,414,,86,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Pendleton,2530,1502,,,,0,0,,15,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Pleasants,1921,1580,,,,1,14,,9,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Pocahontas,3531,2623,,,,1,14,,26,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Preston,4872,6359,,,,3,78,,34,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Putnam,4098,3411,,,,1,64,,16,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Raleigh,15456,11441,,,,52,86,,43,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Randolph,7397,3418,,,,4,61,,43,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Ritchie,3179,4055,,,,2,25,,56,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Roane,5094,4361,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Summers,5724,3220,,,,0,32,,34,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Taylor,4293,3856,,,,6,83,,47,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Tucker,3244,2204,,,,6,62,,34,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Tyler,2582,3734,,,,7,18,,49,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Upshur,3147,5077,,,,4,37,,27,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Wayne,8648,4682,,,,2,26,,62,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Webster,3664,1781,,,,0,11,,19,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Wetzel,6118,3351,,,,3,45,,30,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Wirt,1944,1486,,,,0,8,,38,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Wood,13294,12144,,,,20,93,,122,,,,,,,,,,,,,,,,,,,,
West Virginia,1932,President,Wyoming,4396,4007,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Barbour,5284,3875,,,,,20,,19,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Berkeley,8336,6585,,,,,13,,26,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Boone,7697,3477,,,,,0,,0,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Braxton,5667,3709,,,,,8,,8,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Brooke,5955,3485,,,,,29,,26,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Cabell,27319,19003,,,,,37,,50,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Calhoun,3369,1733,,,,,3,,10,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Clay,3387,2513,,,,,1,,4,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Doddridge,1716,3023,,,,,1,,4,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Fayette,23864,8942,,,,,27,,53,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Gilmer,3433,1858,,,,,0,,0,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Grant,995,2923,,,,,3,,2,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Greenbrier,10738,5881,,,,,13,,40,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Hampshire,3792,1512,,,,,4,,17,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Hancock,7756,3957,,,,,18,,40,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Hardy,2956,1581,,,,,1,,4,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Harrison,24361,14180,,,,,53,,84,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Jackson,3453,4711,,,,,5,,3,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Jefferson,5443,2040,,,,,8,,10,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Kanawha,50801,35387,,,,,58,,55,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Lewis,5531,5499,,,,,14,,40,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Lincoln,5370,4382,,,,,0,,0,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Logan,18424,7069,,,,,21,,28,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Marion,20859,11403,,,,,14,,21,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Marshall,9198,7967,,,,,89,,92,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Mason,4852,5894,,,,,27,,49,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,McDowell,25471,9975,,,,,12,,24,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Mercer,18391,10762,,,,,12,,18,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Mineral,5333,4486,,,,,28,,12,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Mingo,11278,5771,,,,,10,,5,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Monongalia,13677,8811,,,,,61,,33,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Monroe,3413,3268,,,,,5,,9,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Morgan,1620,2555,,,,,1,,8,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Nicholas,5872,3964,,,,,12,,58,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Ohio,22899,13743,,,,,87,,29,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Pendleton,2637,1800,,,,,1,,12,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Pleasants,1907,1820,,,,,3,,5,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Pocahontas,4118,2850,,,,,4,,6,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Preston,5410,7553,,,,,15,,19,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Putnam,4756,3938,,,,,17,,9,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Raleigh,22840,9001,,,,,15,,29,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Randolph,8109,3711,,,,,9,,13,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Ritchie,2825,4639,,,,,6,,16,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Roane,5047,5282,,,,,2,,10,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Summers,5779,3521,,,,,2,,9,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Taylor,5795,4061,,,,,12,,30,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Tucker,3801,2335,,,,,10,,23,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Tyler,2509,4031,,,,,4,,15,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Upshur,3163,5745,,,,,10,,16,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Wayne,8954,5603,,,,,8,,23,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Webster,4613,1987,,,,,8,,10,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Wetzel,6463,3770,,,,,9,,20,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Wirt,1783,1612,,,,,0,,18,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Wood,16829,12574,,,,,2,,9,,,,,,,,,,,,,,,,,,,,
West Virginia,1936,President,Wyoming,6734,3601,,,,,0,,0,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Barbour,5025,4576,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Berkeley,8658,6562,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Boone,7904,4128,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Braxton,5709,4056,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Brooke,6416,4004,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Cabell,28125,21027,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Calhoun,2872,1891,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Clay,3485,2881,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Doddridge,1495,3293,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Fayette,22256,10307,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Gilmer,3276,2067,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Grant,857,3195,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Greenbrier,10164,6451,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Hampshire,3277,1751,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Hancock,8515,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Hardy,2690,1674,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Harrison,22570,17087,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Jackson,3299,5104,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Jefferson,5297,2332,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Kanawha,57932,40113,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Lewis,4566,5935,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Lincoln,5228,4818,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Logan,17010,9860,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Marion,21035,13349,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Marshall,8900,9324,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Mason,4521,6239,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,McDowell,24449,13906,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Mercer,18163,11395,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Mineral,5195,5133,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Mingo,11619,5776,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Monongalia,12940,10367,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Monroe,3283,3403,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Morgan,1286,2563,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Nicholas,5312,4299,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Ohio,21713,18073,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Pendleton,2710,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Pleasants,1779,1896,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Pocahontas,3604,2886,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Preston,4730,8213,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Putnam,4888,4268,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Raleigh,23105,11752,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Randolph,8465,4196,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Ritchie,2439,4982,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Roane,5158,5317,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Summers,5441,3644,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Taylor,4968,4841,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Tucker,3332,2654,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Tyler,2026,4354,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Upshur,2862,6086,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Wayne,9626,5701,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Webster,4579,2067,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Wetzel,5590,4443,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Wirt,1554,1818,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Wood,15962,15005,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1940,President,Wyoming,7802,4378,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Barbour,3718,3993,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Berkeley,5819,6151,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Boone,6366,3449,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Braxton,4313,3023,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Brooke,5726,3588,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Cabell,23020,19861,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Calhoun,2254,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Clay,2395,2114,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Doddridge,1000,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Fayette,17529,7932,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Gilmer,2509,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Grant,570,2996,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Greenbrier,7231,4790,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Hampshire,2485,1638,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Hancock,7334,4285,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Hardy,2111,1489,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Harrison,18028,14408,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Jackson,2401,4486,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Jefferson,3767,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Kanawha,47400,36488,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Lewis,3350,4984,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Lincoln,3654,4175,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Logan,14692,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Marion,17640,11584,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Marshall,7174,7800,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Mason,3662,5609,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,McDowell,19300,11023,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Mercer,14861,10034,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Mineral,3989,4635,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Mingo,9550,4711,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Monongalia,10429,9647,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Monroe,2615,3130,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Morgan,895,2303,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Nicholas,4305,3259,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Ohio,17445,16165,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Pendleton,2177,1838,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Pleasants,1507,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Pocahontas,2897,2340,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Preston,2997,6785,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Putnam,3918,4025,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Raleigh,17988,10323,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Randolph,6299,3681,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Ritchie,1650,3963,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Roane,3787,4650,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Summers,4399,2967,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Taylor,3653,3890,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Tucker,2673,2220,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Tyler,1428,3429,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Upshur,2026,5332,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Wayne,6627,4516,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Webster,3285,1595,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Wetzel,4335,3604,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Wirt,1170,1418,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Wood,13676,14566,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1944,President,Wyoming,6748,4253,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Barbour,4238,3834,28,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Berkeley,6797,6042,34,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Boone,6769,2909,19,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Braxton,4287,2864,7,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Brooke,6680,3718,114,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Cabell,23680,18599,131,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Calhoun,2126,1549,6,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Clay,2978,2366,8,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Doddridge,1166,2433,0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Fayette,21707,7451,120,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Gilmer,2355,1421,0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Grant,664,2816,4,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Greenbrier,7598,4935,29,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Hampshire,2357,1351,10,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Hancock,8242,4561,170,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Hardy,2435,1433,10,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Harrison,21109,14534,114,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Jackson,2639,4277,7,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Jefferson,3797,2199,13,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Kanawha,53213,41144,338,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Lewis,3477,4829,35,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Lincoln,4433,4065,16,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Logan,16121,7362,76,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Marion,19866,11201,290,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Marshall,7989,6986,147,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Mason,4038,5453,0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,McDowell,21545,9687,240,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Mercer,15201,10065,82,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Mineral,4586,4382,28,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Mingo,10362,4896,34,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Monongalia,12138,9329,216,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Monroe,2632,2956,0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Morgan,1104,2159,4,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Nicholas,5018,3391,23,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Ohio,16995,15757,395,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Pendleton,1944,1592,7,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Pleasants,1536,1548,15,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Pocahontas,2754,2373,5,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Preston,3527,6020,49,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1948,President,Putnam,4426,3722,16,,,,,,,,,,,,,,,,,,,,,,,,,,
