State,Year,Office,County,D#,R#,S#,Peace#,Proh.#,Ind. Labor#,Pop.#,IND#,Prog.#,SPI#,SL#,Comm.#,I1#,I2#,I3#,T#,L#,Ref.#,NL#,G#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,Pop. Gov.#,AI#,WF#,I4#,Am.#,W/I#,Year / Office,I#,C#
Oregon,1932,President,Crook,990,626,30,,,,,,,,8,2,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Curry,971,395,54,,,,,,,,6,2,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Deschutes,2962,1697,246,,,,,,,,117,33,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Douglas,4638,4046,283,,,,,,,,47,40,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Gilliam,854,470,12,,,,,,,,2,5,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Grant,1496,733,78,,,,,,,,17,1,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Harney,1276,687,80,,,,,,,,21,3,,,,,,,,,,1,,,,,,,,,,,,
Oregon,1932,President,Hood River,1685,1387,141,,,,,,,,24,19,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Jackson,7519,5459,582,,,,,,,,61,18,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Jefferson,477,253,31,,,,,,,,3,2,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Josephine,3060,1757,314,,,,,,,,53,11,,,,,,,,,,3,,,,,,,,,,,,
Oregon,1932,President,Klamath,6772,3483,400,,,,,,,,61,39,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Lake,1199,839,30,,,,,,,,14,2,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Lane,11073,10547,2345,,,,,,,,124,48,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Lincoln,2376,1415,156,,,,,,,,26,21,,,,,,,,,,4,,,,,,,,,,,,
Oregon,1932,President,Linn,5366,4106,496,,,,,,,,43,20,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Malheur,2025,1589,104,,,,,,,,25,11,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Marion,12572,8633,760,,,,,,,,92,61,,,,,,,,,,13,,,,,,,,,,,,
Oregon,1932,President,Morrow,929,579,78,,,,,,,,6,9,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Multnomah,78898,47201,5348,,,,,,,,432,864,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Polk,3705,2548,205,,,,,,,,40,16,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Sherman,665,423,19,,,,,,,,5,0,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Tillamook,2726,1722,245,,,,,,,,34,13,,,,,,,,,,15,,,,,,,,,,,,
Oregon,1932,President,Umatilla,5631,2930,283,,,,,,,,28,5,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Union,4450,1705,159,,,,,,,,29,7,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Wallowa,1790,772,75,,,,,,,,13,2,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Wasco,2776,1740,127,,,,,,,,13,8,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Washington,6824,4201,444,,,,,,,,56,29,,,,,,,,,,19,,,,,,,,,,,,
Oregon,1932,President,Wheeler,632,519,10,,,,,,,,4,0,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1932,President,Yamhill,4798,3584,254,,,,,,,,45,38,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1936,President,Baker,4991,1768,,,,,,,,,,,362,22,8,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Benton,3547,3390,,,,,,,,,,,446,37,2,,,,,,,1,0,,,,,,,,,,,
Oregon,1936,President,Clackamas,14203,5830,,,,,,,,,,,1114,129,27,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Clatsop,6267,2261,,,,,,,,,,,257,22,17,,,,,,,8,0,,,,,,,,,,,
Oregon,1936,President,Columbia,5587,1815,,,,,,,,,,,356,32,11,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Coos,7167,2576,,,,,,,,,,,834,40,13,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Crook,1086,589,,,,,,,,,,,71,3,3,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Curry,913,497,,,,,,,,,,,247,18,5,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Deschutes,4278,1299,,,,,,,,,,,257,30,20,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Douglas,4893,4254,,,,,,,,,,,919,30,14,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Gilliam,983,362,,,,,,,,,,,65,1,0,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Grant,1436,697,,,,,,,,,,,342,12,2,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Harney,1262,546,,,,,,,,,,,122,7,3,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Hood River,2759,1249,,,,,,,,,,,155,23,5,,,,,,,3,1,,,,,,,,,,,
Oregon,1936,President,Jackson,7520,4866,,,,,,,,,,,1449,64,13,,,,,,,2,0,,,,,,,,,,,
Oregon,1936,President,Jefferson,514,253,,,,,,,,,,,34,1,1,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Josephine,2840,1992,,,,,,,,,,,1067,41,11,,,,,,,4,0,,,,,,,,,,,
Oregon,1936,President,Klamath,8562,3225,,,,,,,,,,,369,41,25,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Lake,1274,725,,,,,,,,,,,247,3,4,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Lane,13926,8309,,,,,,,,,,,1704,251,25,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Lincoln,3024,1585,,,,,,,,,,,401,25,7,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Linn,5856,4110,,,,,,,,,,,1175,53,17,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Malheur,2630,1385,,,,,,,,,,,365,22,8,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Marion,15536,8595,,,,,,,,,,,1710,187,23,,,,,,,17,3,,,,,,,,,,,
Oregon,1936,President,Morrow,1181,518,,,,,,,,,,,161,10,2,,,,,,,2,0,,,,,,,,,,,
Oregon,1936,President,Multnomah,106561,41405,,,,,,,,,,,3358,768,160,,,,,,,67,0,,,,,,,,,,,
Oregon,1936,President,Polk,3694,2246,,,,,,,,,,,514,33,11,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Sherman,823,337,,,,,,,,,,,50,3,0,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Tillamook,2781,1380,,,,,,,,,,,399,19,4,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Umatilla,5753,2943,,,,,,,,,,,676,26,13,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Union,4643,1517,,,,,,,,,,,520,28,4,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Wallowa,2000,811,,,,,,,,,,,295,16,10,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Wasco,3573,1278,,,,,,,,,,,318,13,2,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Washington,8641,4148,,,,,,,,,,,721,82,20,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Wheeler,663,502,,,,,,,,,,,22,2,1,,,,,,,0,0,,,,,,,,,,,
Oregon,1936,President,Yamhill,5366,3443,,,,,,,,,,,729,49,9,,,,,,,0,0,,,,,,,,,,,
Oregon,1940,President,Baker,4353,3101,,,,,,,,,39,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Benton,2942,5089,,,,,,,,,39,,,,,,,,,,,6,2,1,0,,,,,,,,,
Oregon,1940,President,Clackamas,13547,11416,,,,,,,,,159,,,,,,,,,,,17,3,7,4,,,,,,,,,
Oregon,1940,President,Clatsop,6686,3758,,,,,,,,,57,,,,,,,,,,,0,13,0,0,,,,,,,,,
Oregon,1940,President,Columbia,5758,2959,,,,,,,,,57,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Coos,7853,5034,,,,,,,,,94,,,,,,,,,,,6,1,0,0,,,,,,,,,
Oregon,1940,President,Crook,1439,942,,,,,,,,,17,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Curry,1033,941,,,,,,,,,17,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Deschutes,4775,2603,,,,,,,,,75,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Douglas,4707,5991,,,,,,,,,72,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Gilliam,785,518,,,,,,,,,1,,,,,,,,,,,1,0,2,0,,,,,,,,,
Oregon,1940,President,Grant,1582,1103,,,,,,,,,10,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Harney,1214,912,,,,,,,,,8,,,,,,,,,,,0,2,0,0,,,,,,,,,
Oregon,1940,President,Hood River,2367,2305,,,,,,,,,17,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Jackson,6754,8507,,,,,,,,,75,,,,,,,,,,,2,0,0,1,,,,,,,,,
Oregon,1940,President,Jefferson,467,423,,,,,,,,,6,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Josephine,2888,3964,,,,,,,,,75,,,,,,,,,,,1,2,2,0,,,,,,,,,
Oregon,1940,President,Klamath,9345,6169,,,,,,,,,96,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Lake,1414,1121,,,,,,,,,9,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Lane,16286,15349,,,,,,,,,157,,,,,,,,,,,64,16,18,0,,,,,,,,,
Oregon,1940,President,Lincoln,3510,2962,,,,,,,,,43,,,,,,,,,,,6,6,6,32,,,,,,,,,
Oregon,1940,President,Linn,6360,6523,,,,,,,,,76,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Malheur,2958,2929,,,,,,,,,42,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Marion,14031,16940,,,,,,,,,157,,,,,,,,,,,68,15,15,1,,,,,,,,,
Oregon,1940,President,Morrow,979,758,,,,,,,,,10,,,,,,,,,,,1,1,0,0,,,,,,,,,
Oregon,1940,President,Multnomah,97595,73612,,,,,,,,,726,,,,,,,,,,,201,124,55,0,,,,,,,,,
Oregon,1940,President,Polk,4077,4211,,,,,,,,,32,,,,,,,,,,,5,3,20,0,,,,,,,,,
Oregon,1940,President,Sherman,670,575,,,,,,,,,3,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Tillamook,2786,2516,,,,,,,,,33,,,,,,,,,,,1,0,2,0,,,,,,,,,
Oregon,1940,President,Umatilla,4935,5193,,,,,,,,,32,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Union,4500,2642,,,,,,,,,49,,,,,,,,,,,1,0,3,1,,,,,,,,,
Oregon,1940,President,Wallowa,1974,1319,,,,,,,,,18,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Wasco,3001,2553,,,,,,,,,15,,,,,,,,,,,5,0,1,1,,,,,,,,,
Oregon,1940,President,Washington,8626,8367,,,,,,,,,110,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Wheeler,652,705,,,,,,,,,3,,,,,,,,,,,0,0,0,0,,,,,,,,,
Oregon,1940,President,Yamhill,5566,5545,,,,,,,,,58,,,,,,,,,,,13,3,22,0,,,,,,,,,
Oregon,1944,President,Baker,3116,2494,,,,,,,,,,,23,8,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Benton,2830,5242,,,,,,,,,,,40,29,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Clackamas,14060,12492,,,,,,,,,,,262,173,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Clatsop,6038,3921,,,,,,,,,,,52,20,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Columbia,5213,2696,,,,,,,,,,,60,80,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Coos,6476,4609,,,,,,,,,,,113,27,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Crook,1145,932,,,,,,,,,,,12,16,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Curry,678,827,,,,,,,,,,,17,5,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Deschutes,3807,2547,,,,,,,,,,,44,28,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Douglas,4563,6134,,,,,,,,,,,95,48,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Gilliam,567,492,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Grant,1072,1006,,,,,,,,,,,121,4,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Harney,997,787,,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Hood River,1960,2008,,,,,,,,,,,34,10,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Jackson,6668,8598,,,,,,,,,,,74,86,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Jefferson,297,419,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Josephine,3214,4010,,,,,,,,,,,60,71,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Klamath,6656,5969,,,,,,,,,,,63,29,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Lake,1147,1008,,,,,,,,,,,9,5,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Lane,14375,17690,,,,,,,,,,,228,104,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Lincoln,2947,2801,,,,,,,,,,,53,12,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Linn,6480,6877,,,,,,,,,,,67,69,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Malheur,2234,2797,,,,,,,,,,,24,23,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Marion,11907,16176,,,,,,,,,,,240,278,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Morrow,836,747,,,,,,,,,,,11,2,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Multnomah,105516,78279,,,,,,,,,,,1636,787,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Polk,3318,3904,,,,,,,,,,,56,62,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Sherman,518,475,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Tillamook,2634,2477,,,,,,,,,,,36,39,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Umatilla,4967,5379,,,,,,,,,,,31,14,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Union,3951,2413,,,,,,,,,,,45,15,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Wallowa,1544,1152,,,,,,,,,,,18,7,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Wasco,2313,2429,,,,,,,,,,,34,10,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Washington,9110,9362,,,,,,,,,,,131,74,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Wheeler,414,544,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,
Oregon,1944,President,Yamhill,5067,5672,,,,,,,,,,,82,216,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Baker,3035,2841,,,,,,,126,,,,38,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Benton,3135,6839,,,,,,,241,,,,114,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Clackamas,14263,14431,,,,,,,1022,,,,367,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Clatsop,5574,5076,,,,,,,599,,,,64,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Columbia,4768,3049,,,,,,,370,,,,64,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Coos,5453,5536,,,,,,,482,,,,91,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Crook,1149,960,,,,,,,18,,,,14,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Curry,677,1112,,,,,,,71,,,,19,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Deschutes,3499,3463,,,,,,,155,,,,46,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Douglas,5500,7671,,,,,,,391,,,,50,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Gilliam,544,623,,,,,,,14,,,,3,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Grant,1156,1090,,,,,,,35,,,,12,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Harney,802,784,,,,,,,34,,,,4,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Hood River,1761,2134,,,,,,,114,,,,33,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Jackson,7342,11226,,,,,,,391,,,,113,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Jefferson,559,622,,,,,,,40,,,,6,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Josephine,3290,5004,,,,,,,241,,,,53,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Klamath,7520,7072,,,,,,,259,,,,47,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Lake,1104,1083,,,,,,,58,,,,9,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Lane,15606,20843,,,,,,,801,,,,459,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Lincoln,3720,3587,,,,,,,279,,,,70,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Linn,7260,7936,,,,,,,448,,,,111,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Malheur,2499,3265,,,,,,,90,,,,44,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Marion,13183,18997,,,,,,,685,,,,306,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Morrow,838,751,,,,,,,21,,,,12,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Multnomah,93703,86519,,,,,,,6494,,,,2312,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Polk,3451,4328,,,,,,,158,,,,75,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Sherman,454,532,,,,,,,10,,,,4,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Tillamook,3128,2952,,,,,,,155,,,,51,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Umatilla,5891,5726,,,,,,,103,,,,41,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Union,3808,2668,,,,,,,175,,,,47,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Wallowa,1408,1196,,,,,,,49,,,,22,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Wasco,2438,2740,,,,,,,80,,,,38,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Washington,9424,11455,,,,,,,491,,,,219,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Wheeler,411,414,,,,,,,10,,,,6,,,,,,,,,,,,,,,,,,,,,
Oregon,1948,President,Yamhill,4794,6379,,,,,,,268,,,,87,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Baker,2562,4253,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Benton,2966,9229,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Clackamas,16219,24174,,,,,,,,,,,227,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Clatsop,5814,7569,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Columbia,5096,4666,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Coos,8118,10122,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Crook,1490,2124,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Curry,1005,2147,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Deschutes,3174,5776,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Douglas,7837,14109,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Gilliam,415,911,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Grant,1190,1941,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Harney,983,1378,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Hood River,1930,3310,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Jackson,8674,18279,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Jefferson,723,1488,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Josephine,3353,8200,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Klamath,6407,11517,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Lake,1205,1727,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Lane,19960,35693,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Lincoln,3632,5559,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Linn,8058,13761,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Malheur,2245,5414,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Marion,12337,29887,,,,,,,,,,,224,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Morrow,786,1254,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Multnomah,107118,132602,,,,,,,,,,,1339,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Polk,2983,6850,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Sherman,355,747,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Tillamook,3401,4931,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Umatilla,7098,10529,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Union,3526,4114,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Wallowa,1271,1891,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Wasco,2517,4362,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Washington,11191,20250,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Wheeler,468,719,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Oregon,1952,President,Yamhill,4472,9332,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Baker,3431,3706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Benton,4214,9016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Clackamas,20416,25314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Clatsop,6372,6616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Columbia,5592,4275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Coos,11183,9201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Crook,1805,1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Curry,1996,2306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Deschutes,4102,5399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Douglas,11825,13837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Gilliam,538,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Grant,1261,1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Harney,1212,1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Hood River,2445,3149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Jackson,12733,17201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Jefferson,1117,1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Josephine,4863,7967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Klamath,8434,9740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Lake,1289,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Lane,27534,35264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Lincoln,4624,5346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Linn,10153,12469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Malheur,3151,4981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Marion,16170,28990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Morrow,893,1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Multnomah,115896,129658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Polk,4047,6404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Sherman,420,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Tillamook,3684,4306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Umatilla,7678,9654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Union,4389,3749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Wallowa,1723,1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Wasco,4165,4332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Washington,14027,22001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Wheeler,569,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,President,Yamhill,5253,8555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1960,President,Baker,3734,3514,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
Oregon,1960,President,Benton,5391,9734,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1960,President,Clackamas,23679,28531,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,
Oregon,1960,President,Clatsop,6530,6286,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,
